Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEU_M_R
361,Bareland,Forest,Water,Water,Water,Bareland,Bareland,Forest
362,Bareland,Forest,Water,Water,Water,Bareland,Water,Forest
363,Bareland,Forest,Water,Water,Water,Water,Bareland,Forest
364,Bareland,Forest,Water,Water,Water,Forest,Bareland,Forest
365,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
366,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
367,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
368,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
369,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
370,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
371,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
372,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
373,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
374,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
375,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
376,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
377,Bareland,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
378,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
379,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
380,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
381,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
382,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
383,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
384,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
385,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
386,Water,NULL,Water,Water,Water,Water,Water,Water
387,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
388,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
389,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
390,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
391,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
392,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
393,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
394,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
395,Water,Wetland,Water,Water,Water,Water,Water,Water
396,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
397,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
398,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
399,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
400,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
401,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
402,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
403,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
404,Water,Bareland,Wetland,NULL,Wetland,NULL,Water,Water
405,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
406,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
407,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
408,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
409,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
410,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
411,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
412,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Water
413,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
414,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
415,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
416,Water,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
417,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
418,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
419,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
420,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
421,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
422,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
423,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
424,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
425,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
426,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
427,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
428,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
429,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
430,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
431,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
432,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
433,Water,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
434,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
435,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
436,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
437,Water,Bareland,Water,NULL,Water,Bareland,Water,Water
438,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
439,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
440,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Forest
441,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
442,Water,Bareland,Water,Water,Water,NULL,Water,Water
443,Water,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
444,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
445,Water,Bareland,Water,Water,Water,Bareland,Bareland,Forest
446,Water,Bareland,Water,Water,Water,Bareland,Water,Water
447,Water,Bareland,Water,Water,Water,Bareland,Water,Forest
448,Water,Bareland,Water,Water,Water,Water,Bareland,Water
449,Water,Bareland,Water,Water,Water,Water,Bareland,Forest
450,Water,Bareland,Water,Water,Water,Water,Water,Water
451,Water,Bareland,Water,Water,Water,Forest,Water,Water
452,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
453,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
454,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
455,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
456,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
457,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
458,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
459,Water,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
460,Water,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
461,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
462,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
463,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
464,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
465,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
466,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
467,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
468,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
469,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
470,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
471,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
472,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
473,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
474,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
475,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
476,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
477,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
478,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
479,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
480,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
481,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
482,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
483,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
484,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
485,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
486,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
487,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
488,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
489,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
490,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
491,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
492,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
493,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
494,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
495,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
496,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
497,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
498,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
499,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
500,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
501,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
502,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
503,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
504,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
505,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
506,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
507,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
508,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
509,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
510,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
511,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
512,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
513,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
514,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
515,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
516,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
517,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
518,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
519,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
520,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
521,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
522,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
523,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
524,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
525,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
526,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
527,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
528,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
529,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
530,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
531,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
532,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
533,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
534,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
535,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
536,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
537,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
538,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
539,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
540,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
541,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
542,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
543,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
544,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
545,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
546,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
547,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
548,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
549,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
550,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
551,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
552,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
553,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
554,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
555,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
556,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
557,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
558,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
559,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
560,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
561,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
562,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
563,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
564,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
565,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
566,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
567,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
568,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
569,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
570,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
571,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
572,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
573,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
574,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
575,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
576,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
577,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
578,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
579,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
580,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
581,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
582,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
583,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
584,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
585,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
586,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
587,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
588,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
589,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
590,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
591,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
592,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
593,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
594,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
595,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
596,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
597,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
598,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
599,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
600,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
601,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
602,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
603,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
604,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
605,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
606,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
607,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
608,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
609,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
610,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
611,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
612,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
613,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
614,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
615,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
616,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
617,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
618,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
619,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
620,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
621,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
622,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
623,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
624,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
625,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
626,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
627,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
628,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
629,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
630,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
631,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
632,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
633,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
634,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
635,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
636,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
637,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
638,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
639,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
640,Water,Water,Wetland,Water,Wetland,Water,Water,Water
641,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
642,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
643,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
644,Water,Water,Wetland,Water,Wetland,Forest,Bareland,Water
645,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
646,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
647,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
648,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
649,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
650,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
651,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
652,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
653,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
654,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
655,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
656,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
657,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
658,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
659,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
660,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
661,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
662,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
663,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
664,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
665,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
666,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
667,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
668,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
669,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
670,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
671,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
672,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
673,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
674,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
675,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
676,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
677,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
678,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
679,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
680,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
681,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
682,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
683,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
684,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
685,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
686,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
687,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
688,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
689,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
690,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
691,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
692,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
693,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
694,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
695,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
696,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
697,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
698,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
699,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
700,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
701,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
702,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
703,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
704,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
705,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
706,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
707,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
708,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
709,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
710,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
711,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
712,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
713,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
714,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
715,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
716,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
717,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
718,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
719,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
720,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
721,Water,Water,Water,NULL,Water,NULL,Wetland,Water
722,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
723,Water,Water,Water,NULL,Water,NULL,Water,Water
724,Water,Water,Water,NULL,Water,NULL,Water,Forest
725,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
726,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
727,Water,Water,Water,NULL,Water,Wetland,Water,Water
728,Water,Water,Water,NULL,Water,Wetland,Water,Forest
729,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
730,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
731,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
732,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
733,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
734,Water,Water,Water,NULL,Water,Bareland,Water,Water
735,Water,Water,Water,NULL,Water,Bareland,Water,Forest
736,Water,Water,Water,NULL,Water,Water,Wetland,Water
737,Water,Water,Water,NULL,Water,Water,Wetland,Forest
738,Water,Water,Water,NULL,Water,Water,Bareland,Water
739,Water,Water,Water,NULL,Water,Water,Bareland,Forest
740,Water,Water,Water,NULL,Water,Water,Water,Grassland
741,Water,Water,Water,NULL,Water,Water,Water,Water
742,Water,Water,Water,NULL,Water,Water,Water,Forest
743,Water,Water,Water,NULL,Water,Water,Forest,Water
744,Water,Water,Water,NULL,Water,Water,Forest,Forest
745,Water,Water,Water,NULL,Water,Forest,Water,Water
