Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWJ_M_R
3824,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3825,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3826,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3827,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3828,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3829,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3830,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3831,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3832,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3833,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3834,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3835,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3836,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3837,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3838,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3839,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3840,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3841,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3842,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3843,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3844,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3845,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3846,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3847,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3848,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3849,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3850,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3851,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3852,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3853,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3854,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3855,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3856,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3857,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3858,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3859,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3860,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3861,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3862,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3863,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3864,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3865,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3866,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3867,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3868,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3869,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3870,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3871,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3872,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3873,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3874,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3875,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
3876,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3877,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3878,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3879,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3880,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3881,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3882,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3883,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
3884,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Bareland
3885,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
3886,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3887,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
3888,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
3889,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3890,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
3891,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3892,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3893,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3894,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3895,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3896,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3897,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3898,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3899,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3900,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3901,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3902,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3903,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3904,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3905,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3906,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
3907,Bareland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
3908,Bareland,NULL,Water,NULL,Water,Cropland,Grassland,Forest
3909,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3910,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3911,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3912,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3913,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
3914,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Forest
3915,Bareland,NULL,Water,NULL,Water,Water,Wetland,Water
3916,Bareland,NULL,Water,NULL,Water,Water,Water,Water
3917,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
3918,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3919,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3920,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3921,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3922,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3923,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3924,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3925,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3926,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3927,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3928,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3929,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3930,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3931,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3932,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3933,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3934,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3935,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3936,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3937,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3938,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3939,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3940,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3941,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3942,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3943,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3944,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3945,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3946,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3947,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3948,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3949,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3950,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3951,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3952,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3953,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3954,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3955,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3956,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3957,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3958,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3959,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3960,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3961,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3962,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3963,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3964,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3965,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3966,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3967,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3968,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3969,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3970,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3971,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3972,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3973,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
3974,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3975,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3976,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3977,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3978,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3979,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
3980,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3981,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3982,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3983,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3984,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3985,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3986,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3987,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3988,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3989,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3990,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3991,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3992,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3993,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3994,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3995,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3996,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3997,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3998,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3999,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4000,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4001,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4002,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4003,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4004,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4005,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4006,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4007,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4008,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4009,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4010,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4011,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4012,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4013,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4014,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4015,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4016,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4017,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4018,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4019,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4020,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4021,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4022,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4023,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4024,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4025,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4026,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4027,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4028,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4029,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4030,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4031,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4032,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4033,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4034,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4035,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4036,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4037,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4038,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4039,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4040,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4041,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4042,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4043,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4044,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4045,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4046,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4047,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4048,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4049,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4050,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4051,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4052,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4053,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4054,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4055,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4056,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4057,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4058,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4059,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4060,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4061,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4062,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4063,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4064,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4065,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4066,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4067,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4068,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4069,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4070,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4071,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4072,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4073,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4074,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4075,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4076,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4077,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4078,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4079,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4080,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4081,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4082,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4083,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4084,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4085,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4086,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4087,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4088,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4089,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4090,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4091,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4092,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4093,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4094,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4095,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4096,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4097,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4098,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4099,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4100,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4101,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4102,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4103,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4104,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4105,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4106,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4107,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4108,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4109,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4110,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4111,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4112,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
4113,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4114,Bareland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4115,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
4116,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
4117,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Bareland
4118,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4119,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
4120,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
4121,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
4122,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
4123,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
4124,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
4125,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
4126,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
4127,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4128,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
4129,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
4130,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
4131,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
4132,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
