Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHS_M_R
664,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
665,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
666,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
667,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
669,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
670,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
671,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
673,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
676,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
677,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
678,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
680,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
681,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
682,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
683,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
684,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
685,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
686,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
687,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
688,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
689,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
690,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
691,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
692,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
693,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
694,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
695,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
696,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
697,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
698,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
699,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
700,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
701,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
702,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
703,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
704,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
705,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
706,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
708,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
709,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
710,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
711,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
712,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
713,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
715,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
716,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
717,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
718,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
719,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
720,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
722,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
723,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
724,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
726,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
727,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
728,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
729,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
730,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
731,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
732,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
733,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
734,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
735,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
736,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
737,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
738,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
740,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
741,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
742,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
743,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
744,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
745,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
746,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
747,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
748,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
749,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
750,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
751,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
752,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
753,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
754,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
755,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
756,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
757,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
758,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
759,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
760,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
761,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
762,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
763,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
764,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
765,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
766,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
767,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
768,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
769,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
770,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
771,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
772,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
773,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
774,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
776,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
777,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
778,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
779,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
780,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
781,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
782,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
783,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
785,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
786,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
787,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
788,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
789,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
790,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
791,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
792,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
794,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
796,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
797,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
799,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
800,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
801,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
802,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
803,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
804,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
805,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
806,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
807,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
808,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
809,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
810,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
811,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
813,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
815,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
817,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
818,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
819,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
820,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
822,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
823,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
824,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
825,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
826,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
827,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
828,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
829,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
830,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
831,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
832,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
833,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
834,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
835,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
836,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
837,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
839,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
840,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
841,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
842,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
845,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
846,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
847,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
848,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
849,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
850,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
851,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
852,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
853,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
854,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
855,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
856,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
857,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
858,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
859,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
860,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
861,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
862,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
863,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
866,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
867,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
868,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
869,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
870,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
871,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
872,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
873,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
874,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
875,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
876,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
877,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
878,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
879,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
880,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
882,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
883,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
884,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
885,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
887,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
888,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
889,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
890,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
891,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
892,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
893,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
894,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
895,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
896,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
897,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
898,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
900,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
901,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
903,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
905,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
906,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
908,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
910,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
911,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
912,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
913,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
915,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
917,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
918,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
919,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
921,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
922,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
924,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
926,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
927,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
928,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
929,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
931,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
932,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
933,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
934,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
935,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
936,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
937,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
938,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
939,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
940,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
941,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
942,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
943,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
944,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
946,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
947,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
948,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
949,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
951,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
953,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
954,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
955,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
957,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
958,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
959,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
960,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
961,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
962,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
964,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
965,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
966,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
967,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
969,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
970,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
971,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
972,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
973,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
974,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
975,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
976,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
978,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
979,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
980,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
983,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
984,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
985,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
986,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
988,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
989,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
990,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
992,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
993,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
994,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
995,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
