Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQC_M_R
11524,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11525,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11526,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11527,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11528,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11529,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
11530,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
11531,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11532,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11533,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11534,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11535,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11536,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11537,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11538,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11539,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11540,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
11541,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11542,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
11543,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11544,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
11545,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
11546,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11547,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
11548,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
11549,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11550,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11551,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
11552,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
11553,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11554,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11555,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11556,Water,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
11557,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11558,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
11559,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11560,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
11561,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Cropland
11562,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
11563,Water,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
11564,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
11565,Water,Cropland,Wetland,Water,Wetland,Water,Water,Forest
11566,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
11567,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11568,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
11569,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11570,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
11571,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
11572,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11573,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
11574,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Bareland
11575,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
11576,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Forest
11577,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11578,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11579,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11580,Water,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Water
11581,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11582,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
11583,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
11584,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Water
11585,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Water
11586,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
11587,Water,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Bareland
11588,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
11589,Water,Cropland,Water,Non_Water,Water,NULL,Grassland,Water
11590,Water,Cropland,Water,Non_Water,Water,Water,Water,Forest
11591,Water,Cropland,Water,Water,Water,NULL,Grassland,Grassland
11592,Water,Cropland,Water,Water,Water,NULL,Water,Forest
11593,Water,Cropland,Water,Water,Water,Shrubland,Shrubland,Wetland
11594,Water,Cropland,Water,Water,Water,Shrubland,Water,Grassland
11595,Water,Cropland,Water,Water,Water,Water,Water,Water
11596,Water,Cropland,Water,Water,Water,Water,Water,Forest
11597,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11598,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11599,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11600,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11601,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11602,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11603,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11604,Water,Cropland,Forest,NULL,Non_Wetland,Water,Built-up,Water
11605,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
11606,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11607,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11608,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
11609,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11610,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11611,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11612,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11613,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11614,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11615,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11616,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11617,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
11618,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
11619,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11620,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11621,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11622,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11623,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
11624,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
11625,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11626,Water,Wetland,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11627,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11628,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
11629,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Bareland
11630,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
11631,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
11632,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
11633,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
11634,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11635,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
11636,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
11637,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11638,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11639,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11640,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11641,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11642,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
11643,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
11644,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11645,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
11646,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11647,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
11648,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11649,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11650,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11651,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
11652,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
11653,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
11654,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
11655,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Forest
11656,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
11657,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
11658,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
11659,Water,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
11660,Water,Wetland,NULL,Water,Non_Wetland,Water,Shrubland,Forest
11661,Water,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Water
11662,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
11663,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
11664,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
11665,Water,Wetland,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11666,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11667,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11668,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11669,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11670,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11671,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11672,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11673,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11674,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11675,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11676,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
11677,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
11678,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11679,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11680,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11681,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11682,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11683,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11684,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11685,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11686,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
11687,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11688,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11689,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11690,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11691,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11692,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
11693,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11694,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
11695,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11696,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11697,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11698,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11699,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11700,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11701,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11702,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
11703,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11704,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11705,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
11706,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11707,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11708,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11709,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
11710,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11711,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11712,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
11713,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
11714,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
11715,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
11716,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11717,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11718,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11719,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
11720,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
11721,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11722,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
11723,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
11724,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
11725,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
11726,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11727,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,NULL
11728,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11729,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11730,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11731,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
11732,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
11733,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11734,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11735,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11736,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11737,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11738,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11739,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11740,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11741,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11742,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11743,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11744,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11745,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11746,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
11747,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11748,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11749,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
11750,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
11751,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11752,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
11753,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11754,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11755,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11756,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11757,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11758,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
11759,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11760,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
11761,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
11762,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
11763,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Forest
11764,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
11765,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
11766,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
11767,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11768,Water,Wetland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
11769,Water,Wetland,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
11770,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11771,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
11772,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
11773,Water,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
11774,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
11775,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
11776,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
11777,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11778,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11779,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
11780,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11781,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11782,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
11783,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
11784,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
11785,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
11786,Water,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
11787,Water,Wetland,Wetland,Water,Wetland,Water,Shrubland,Water
11788,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
11789,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
11790,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
11791,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
11792,Water,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Water
11793,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
11794,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Water
11795,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
11796,Water,Wetland,Built-up,Non_Water,Non_Wetland,Forest,Water,Wetland
11797,Water,Wetland,Built-up,Water,Non_Wetland,Shrubland,Grassland,Forest
11798,Water,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
11799,Water,Wetland,Water,NULL,Water,Water,Shrubland,Water
11800,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
11801,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
11802,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
11803,Water,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
11804,Water,Wetland,Water,Non_Water,Water,Water,Shrubland,Forest
11805,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
11806,Water,Wetland,Water,Non_Water,Water,Forest,Water,Forest
11807,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
11808,Water,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
11809,Water,Wetland,Water,Water,Water,Shrubland,Water,Wetland
11810,Water,Wetland,Water,Water,Water,Bareland,Water,Bareland
11811,Water,Wetland,Water,Water,Water,Water,Shrubland,Water
11812,Water,Wetland,Water,Water,Water,Water,Shrubland,Forest
11813,Water,Wetland,Water,Water,Water,Water,Water,Wetland
11814,Water,Wetland,Water,Water,Water,Water,Water,Water
11815,Water,Wetland,Water,Water,Water,Water,Water,Forest
11816,Water,Wetland,Water,Water,Water,Forest,Shrubland,Water
11817,Water,Wetland,Water,Water,Water,Forest,Shrubland,Forest
11818,Water,Wetland,Water,Water,Water,Forest,Water,Water
11819,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
11820,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11821,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11822,Water,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11823,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11824,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
11825,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11826,Water,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11827,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
11828,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
11829,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11830,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11831,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11832,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11833,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11834,Water,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11835,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
11836,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
11837,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11838,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
11839,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11840,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11841,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
11842,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11843,Water,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
11844,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
11845,Water,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Forest
11846,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
11847,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
11848,Water,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
11849,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
11850,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11851,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
11852,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
11853,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11854,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
11855,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11856,Water,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
11857,Water,Bareland,Wetland,Non_Water,Wetland,Grassland,Built-up,Bareland
11858,Water,Bareland,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
11859,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11860,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
11861,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
11862,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
11863,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11864,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
