Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFT_M_R
2276,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2277,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2278,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2279,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
2280,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2281,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2282,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2283,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2284,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2285,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2286,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2287,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2288,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2289,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2290,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2291,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2292,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2293,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2294,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2295,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2296,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2297,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2298,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2299,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2300,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2301,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2302,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2303,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2304,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2305,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2306,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2307,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2308,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2309,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2310,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2311,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2312,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2313,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
2314,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2315,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2316,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2317,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2318,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2319,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2320,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2321,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2322,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2323,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2324,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2325,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2326,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2327,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2328,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2329,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2330,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2331,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2332,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2333,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2334,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2335,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2336,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2337,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2338,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2339,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2340,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2341,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2342,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2343,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
2344,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2345,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2346,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2347,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2348,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2349,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2350,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2351,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2352,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2353,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
2354,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2355,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
2356,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2357,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2358,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2359,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
2360,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2361,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2362,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2363,NULL,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2364,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2365,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2366,NULL,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
2367,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2368,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2369,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2370,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2371,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2372,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2373,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2374,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2375,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2376,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2377,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2378,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2379,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2380,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2381,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2382,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2383,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2384,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2385,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2386,NULL,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2387,NULL,Forest,Water,NULL,Water,Grassland,Water,Forest
2388,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
2389,NULL,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
2390,NULL,Forest,Water,Water,Water,Grassland,Water,Grassland
2391,NULL,Forest,Water,Water,Water,Grassland,Water,Forest
2392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2393,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2394,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2395,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2396,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2397,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2398,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2399,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2400,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2401,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2402,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2403,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2404,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2405,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2406,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2407,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2408,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2409,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2410,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2411,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2412,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2413,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2414,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2415,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2416,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2417,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2418,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2419,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2420,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2421,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2422,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2423,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2424,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2425,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2426,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2427,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2428,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2429,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2430,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2431,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2432,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2433,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2434,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2435,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2436,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2437,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2438,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2439,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2440,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2441,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2442,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2443,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2444,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2445,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2446,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2447,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2448,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2449,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2450,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2451,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2452,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2453,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2454,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2455,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2456,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2457,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2458,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2459,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2460,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2461,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2462,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2463,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2464,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2465,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
2466,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2467,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2468,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2469,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2470,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2471,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2472,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2473,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2474,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2475,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2476,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2477,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2478,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2479,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2480,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2481,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2482,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2483,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2484,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2485,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2486,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2487,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2488,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2489,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2490,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2491,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2492,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2493,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2494,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2495,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2496,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2497,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2498,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2499,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2500,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2501,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2502,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2503,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2504,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2505,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2506,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2507,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
2508,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2509,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2510,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2511,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2512,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2513,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2514,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2515,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2516,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2517,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2518,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2519,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2520,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2521,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2522,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2523,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2524,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2525,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2526,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2527,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2528,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2529,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2530,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2531,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2532,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2533,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2534,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2535,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2536,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2537,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2538,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2539,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2540,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2541,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2542,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
2543,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
2544,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2545,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
2546,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2547,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2548,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
2549,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2550,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2551,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2552,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
2553,Grassland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
2554,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2555,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2556,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2569,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2570,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2571,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2572,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2573,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2574,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2575,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2576,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2577,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2578,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2579,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2580,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2581,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2582,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2583,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2599,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2600,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
