Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MTT_M_R
432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
434,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
435,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
436,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
437,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
438,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
439,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
440,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
441,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
442,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
443,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
444,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
445,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
446,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
447,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
448,Grassland,Wetland,Wetland,Water,Wetland,Grassland
449,Grassland,Wetland,Wetland,Water,Wetland,Cropland
450,Grassland,Wetland,Water,NULL,Water,Water
451,Grassland,Wetland,Water,Water,Water,Grassland
452,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
453,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
454,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
455,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
456,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
457,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
458,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland
459,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL
460,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
461,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
462,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
463,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
464,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
465,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
466,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
467,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
468,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
469,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
470,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
471,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
472,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
473,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
474,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
475,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
476,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
477,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
478,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
479,Grassland,Water,Shrubland,Water,Non_Wetland,Water
480,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
481,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
482,Grassland,Water,Water,NULL,Water,Forest
483,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
484,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
485,Grassland,Water,Forest,NULL,Non_Wetland,Water
486,Grassland,Water,Forest,NULL,Non_Wetland,Forest
487,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
488,Grassland,Water,Forest,Water,Non_Wetland,Grassland
489,Grassland,Water,Forest,Water,Non_Wetland,Cropland
490,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
491,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
492,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
493,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
494,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
495,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
496,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
497,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
498,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
499,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
500,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
501,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
502,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
503,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
504,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
505,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
506,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
507,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
508,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
509,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
510,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
511,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
512,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
513,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
514,Grassland,Forest,Forest,NULL,Non_Wetland,Water
515,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
516,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
517,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
518,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
519,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
523,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
524,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
526,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
527,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
528,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
529,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
530,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
531,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
532,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
533,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
534,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
535,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
536,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
537,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
540,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
541,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
542,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
544,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
545,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
546,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
547,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
548,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
549,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
550,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
551,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
552,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
553,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
554,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
555,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
556,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
557,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
558,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
559,Cropland,NULL,Water,NULL,Water,Bareland
560,Cropland,NULL,Water,NULL,Water,Forest
561,Cropland,NULL,Water,Non_Water,Water,Forest
562,Cropland,NULL,Water,Water,Water,Water
563,Cropland,NULL,Water,Water,Water,Forest
564,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
565,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
566,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
567,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
568,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
569,Cropland,NULL,Forest,NULL,Non_Wetland,Water
570,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
571,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
572,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
573,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
574,Cropland,NULL,Forest,Water,Non_Wetland,Forest
575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
580,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
581,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
582,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
583,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
587,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
588,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
589,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
590,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
591,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
592,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
593,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
594,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
595,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
596,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
597,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
598,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
599,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
600,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
601,Cropland,Cropland,Wetland,NULL,Wetland,Water
602,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
603,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
604,Cropland,Cropland,Wetland,Water,Wetland,Forest
605,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
606,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
607,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
608,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
609,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
610,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
611,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
612,Cropland,Cropland,Water,NULL,Water,Grassland
613,Cropland,Cropland,Water,NULL,Water,Cropland
614,Cropland,Cropland,Water,NULL,Water,Water
615,Cropland,Cropland,Water,NULL,Water,Forest
616,Cropland,Cropland,Water,Non_Water,Water,Grassland
617,Cropland,Cropland,Water,Non_Water,Water,Water
618,Cropland,Cropland,Water,Non_Water,Water,Forest
619,Cropland,Cropland,Water,Water,Water,Grassland
620,Cropland,Cropland,Water,Water,Water,Water
621,Cropland,Cropland,Water,Water,Water,Forest
622,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
623,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
624,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
625,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
626,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
627,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
628,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
629,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
630,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
631,Cropland,Cropland,Forest,Water,Non_Wetland,Water
632,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
633,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
634,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
635,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
636,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
637,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
638,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
639,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
640,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
641,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
642,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
643,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
644,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
645,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
646,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
647,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
648,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
649,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
650,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Forest
651,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
652,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
653,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
654,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
655,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
656,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
657,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
658,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
659,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
660,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
661,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
662,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
663,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
664,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
665,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
666,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
667,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
668,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
669,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
670,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
672,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
673,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
674,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
675,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
676,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
677,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
678,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Bareland
679,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
680,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
681,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
682,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
683,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
684,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
685,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
686,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
687,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
688,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
689,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
690,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
691,Cropland,Water,Wetland,Water,Wetland,Forest
692,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
693,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
694,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
695,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
696,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
697,Cropland,Water,Water,Non_Water,Water,Bareland
698,Cropland,Water,Water,Non_Water,Water,Water
699,Cropland,Water,Water,Water,Water,Grassland
700,Cropland,Water,Water,Water,Water,Water
701,Cropland,Water,Water,Water,Water,Forest
702,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
703,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
704,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
705,Cropland,Water,Forest,NULL,Non_Wetland,Water
706,Cropland,Water,Forest,NULL,Non_Wetland,Forest
707,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
708,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
709,Cropland,Water,Forest,Water,Non_Wetland,Grassland
710,Cropland,Water,Forest,Water,Non_Wetland,Forest
711,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
712,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
713,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
714,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
715,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
716,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
717,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
718,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
719,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
720,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
721,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
722,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
723,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
724,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
725,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
726,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
727,Cropland,Forest,Cropland,Water,Non_Wetland,Water
728,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
729,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
730,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
731,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
732,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
733,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
734,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
735,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
736,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
737,Cropland,Forest,Forest,Non_Water,Non_Wetland,Bareland
738,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
739,Cropland,Forest,Forest,Water,Non_Wetland,Water
740,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
741,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
742,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
743,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
744,Wetland,Cropland,Water,NULL,Water,Forest
745,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
746,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
747,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
748,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
749,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
750,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
751,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
752,Wetland,Water,Forest,NULL,Non_Wetland,Water
753,Wetland,Water,Forest,NULL,Non_Wetland,Forest
754,Wetland,Water,Forest,Water,Non_Wetland,Forest
755,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
756,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
757,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
758,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
759,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
760,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
761,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
762,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
763,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
764,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
765,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
766,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
767,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
768,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
769,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
770,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
771,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
772,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
773,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
774,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
775,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
776,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
777,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
778,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
779,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
780,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
781,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
782,Bareland,NULL,Cropland,Water,Non_Wetland,Water
783,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
784,Bareland,NULL,Wetland,Water,Wetland,Water
785,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
786,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
787,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
788,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
789,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
790,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
791,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
792,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
793,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
794,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
795,Bareland,NULL,Water,NULL,Water,Bareland
796,Bareland,NULL,Water,NULL,Water,Forest
797,Bareland,NULL,Water,Non_Water,Water,Grassland
798,Bareland,NULL,Water,Water,Water,Grassland
799,Bareland,NULL,Water,Water,Water,Bareland
800,Bareland,NULL,Water,Water,Water,Water
801,Bareland,NULL,Water,Water,Water,Forest
802,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
803,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
804,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
805,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
806,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
807,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
808,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
809,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
810,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
811,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
812,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
813,Bareland,Cropland,Shrubland,Water,Non_Wetland,Forest
814,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
815,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
816,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
817,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
818,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
819,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
820,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
821,Bareland,Cropland,Wetland,Non_Water,Wetland,Water
822,Bareland,Cropland,Wetland,Water,Wetland,Bareland
823,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
824,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
825,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
826,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
827,Bareland,Cropland,Water,Non_Water,Water,Forest
828,Bareland,Cropland,Water,Water,Water,Bareland
829,Bareland,Cropland,Water,Water,Water,Water
830,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
831,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
832,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
833,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
834,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
835,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
836,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
837,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
838,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
839,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
840,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
841,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
842,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
843,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
844,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
845,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
846,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
847,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
848,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
849,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
850,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
851,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
852,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
853,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
854,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
855,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
