Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZM_M_R
334,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
335,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
336,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
337,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
338,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
339,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
340,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
341,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
342,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
343,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Bareland
344,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
345,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
346,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
347,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
348,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
349,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
350,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
351,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
352,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
353,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
354,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
355,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
356,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
357,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
358,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
359,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Water
360,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
361,NULL,Wetland,Water,Water,Water,Water,Water,Bareland
362,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
364,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
366,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
367,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
368,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
369,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
370,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
371,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
373,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
374,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
375,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
376,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
377,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
378,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
379,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
380,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
382,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
383,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
384,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
385,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
387,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
388,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
389,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
390,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
391,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
392,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
393,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
394,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
395,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
396,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
397,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
398,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
399,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
400,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
401,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
402,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
403,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
404,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
405,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
406,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
407,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
408,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
409,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
410,NULL,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
411,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
412,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
413,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
414,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
415,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
416,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
417,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
418,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
419,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
420,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
421,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
422,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
423,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
424,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
425,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
426,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
427,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
428,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
429,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
430,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
431,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
432,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
433,NULL,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
434,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
435,NULL,Water,Water,Water,Water,Grassland,Wetland,Water
436,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
437,NULL,Water,Water,Water,Water,Wetland,Wetland,Water
438,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
439,NULL,Water,Water,Water,Water,Wetland,Water,Forest
440,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
441,NULL,Water,Water,Water,Water,Water,Wetland,Water
442,NULL,Water,Water,Water,Water,Water,Water,Forest
443,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
444,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
445,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
447,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
448,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
449,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
450,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
451,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
452,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
453,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
454,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
455,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
456,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
457,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
458,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
459,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
460,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
461,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
462,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
463,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
464,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
465,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
466,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
467,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
468,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
469,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
471,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
472,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
473,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
474,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
475,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
476,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
477,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
479,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
480,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
481,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
482,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
487,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
488,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
491,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
492,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
493,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
494,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
495,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
496,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
497,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
498,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
499,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
500,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
501,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
502,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
503,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
504,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
505,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
506,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
507,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
508,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
509,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
510,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
511,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
512,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
513,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
514,Cropland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
515,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
516,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
517,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
518,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
519,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
520,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
521,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
522,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
524,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
525,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
526,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
527,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
528,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
529,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
530,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
531,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
532,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
533,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
534,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
535,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
536,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
537,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
538,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
539,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
540,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
541,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
542,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
543,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
544,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
545,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
546,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Forest
547,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
548,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
549,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
550,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
551,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
552,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
553,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
554,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
555,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
556,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
557,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
558,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
559,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
560,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
561,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
562,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
563,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
564,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
565,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
566,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
567,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
568,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
569,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
570,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
571,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
572,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
573,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
574,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
575,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
576,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
577,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
578,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
579,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
580,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
581,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
582,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
583,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
584,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
585,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
586,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
587,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
588,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
589,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
590,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
591,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
592,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
593,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
594,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
595,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
596,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
597,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
598,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
599,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
600,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
601,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
602,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
603,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
604,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
605,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
606,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
607,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
608,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
609,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Bareland
610,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
611,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
612,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
613,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
614,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
615,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
616,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
617,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
618,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
619,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
620,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
621,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
622,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
623,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
624,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
625,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
626,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
627,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
628,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
629,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
630,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
631,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
632,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
633,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
634,Wetland,Wetland,Water,Water,Water,Water,Water,Water
635,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
636,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
637,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
638,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
639,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
640,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
641,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
642,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
643,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
644,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
645,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
646,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
647,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
648,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
649,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
650,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
651,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
652,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
653,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
654,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
655,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
656,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
657,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
658,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
659,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
660,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
661,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
662,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
663,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
664,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
665,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
666,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
667,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
668,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
669,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
670,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
671,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
672,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
673,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
674,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
675,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
676,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
677,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
678,Wetland,Water,Water,Non_Water,Water,NULL,Water,Forest
679,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
680,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Forest
681,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
682,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
683,Wetland,Water,Water,Water,Water,Wetland,Water,Water
684,Wetland,Water,Water,Water,Water,Water,Wetland,Water
685,Wetland,Water,Water,Water,Water,Water,Water,Grassland
686,Wetland,Water,Water,Water,Water,Water,Water,Wetland
687,Wetland,Water,Water,Water,Water,Water,Water,Water
688,Wetland,Water,Water,Water,Water,Water,Water,Forest
689,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
690,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
691,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
692,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
693,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
694,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
