Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVM_M_R
3914,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3915,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3916,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3917,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3918,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3919,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3920,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3921,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3922,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3923,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3924,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3925,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3926,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3927,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3928,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3929,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3930,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3931,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3932,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3933,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3934,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3935,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3936,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3937,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3938,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3939,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3940,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3941,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3942,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3943,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3944,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3945,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3946,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3947,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3948,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3949,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3950,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3951,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3952,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3953,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3954,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3955,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3956,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3957,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3958,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3959,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3960,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3961,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3962,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3963,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3964,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3965,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3966,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3967,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3968,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3969,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3970,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3971,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3972,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3973,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3974,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3975,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3976,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3977,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3978,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
3979,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3980,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3981,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3982,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3983,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3984,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3985,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3986,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3987,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3988,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3989,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3990,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3991,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3992,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
3993,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3994,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3995,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3996,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3997,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3998,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3999,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4000,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4001,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4003,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4004,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4005,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
4006,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4007,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4008,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
4009,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
4010,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
4011,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
4012,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4013,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4014,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
4015,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4016,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4017,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4018,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4019,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4020,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4021,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4022,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4023,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4024,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4025,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4026,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4027,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4028,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4029,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4030,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4031,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4032,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4033,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4034,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4035,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4036,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4037,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4038,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4039,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4040,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4041,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4042,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4043,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4044,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4045,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4046,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4047,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4048,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4049,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4050,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4051,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4052,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4053,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4054,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4055,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4056,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4057,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4058,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
4059,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4060,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4061,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4062,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4063,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4064,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4065,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4066,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
4067,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4068,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4069,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4070,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4071,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4072,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4073,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
4074,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4075,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4076,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4077,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4078,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4079,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4080,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4081,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4082,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4083,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4084,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4085,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4086,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4087,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4088,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4089,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4090,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4091,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4092,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4093,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4094,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4095,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4096,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4097,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4098,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4099,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4100,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4101,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4102,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4103,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4104,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4105,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4106,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4107,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4108,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4109,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4110,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4111,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4112,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4113,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4114,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4115,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4116,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4117,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4118,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4119,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
4120,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4121,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4122,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4123,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4124,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4125,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4126,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4127,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4128,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4129,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4130,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4131,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
4132,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
4133,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4134,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4135,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4136,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4137,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
4138,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4139,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
4140,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4141,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
4142,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4143,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4144,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4145,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4146,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
4147,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4148,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4149,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
4150,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4151,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Water
4152,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4153,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
4154,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
4155,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
4156,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
4157,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
4158,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4159,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4160,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4161,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4162,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4163,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4164,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4165,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4166,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4167,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4168,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
4169,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4170,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4171,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
4172,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4173,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4174,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4175,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4176,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4177,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4178,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4179,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4180,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4181,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4182,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4183,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4184,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4185,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4186,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
4187,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
4188,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4189,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4190,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4191,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
4192,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
4193,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4194,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
4195,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4196,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4197,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4198,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
4199,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4200,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
4201,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
4202,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4203,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
4204,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4205,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
4206,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4207,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4208,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
4209,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4210,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4211,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
4212,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4213,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
4214,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4215,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
4216,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4217,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
4218,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
4219,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4220,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4221,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
4222,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4223,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
4224,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
4225,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
4226,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4227,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
4228,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4229,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4230,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4231,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4232,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4233,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4234,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
4235,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
4236,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
4237,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4238,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4239,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4240,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4241,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
