Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRS_M_R
693,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
694,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
695,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
696,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
697,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
698,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
699,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
700,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
701,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
708,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
709,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
710,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
711,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
712,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
713,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
714,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
715,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
716,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
717,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
718,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
719,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
720,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
721,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
722,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
723,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
724,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
725,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
726,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
727,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
728,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
729,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
730,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
731,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
732,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
733,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
734,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
735,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
736,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
737,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
738,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
739,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
740,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
741,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
742,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
743,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
744,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
745,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
746,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
747,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
748,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
749,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
750,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
751,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
752,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
753,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
754,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
755,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
756,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
757,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
758,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
759,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
760,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
761,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
762,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
763,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
764,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
765,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
766,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
767,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
768,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
769,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
770,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
771,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
772,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
773,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
774,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
775,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
776,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
777,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
778,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
779,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
780,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
781,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
782,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
783,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
784,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
785,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
786,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
787,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
788,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
789,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
790,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
791,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
792,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
793,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
794,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
795,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
796,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
797,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
798,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
799,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
800,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
801,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
802,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
803,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
804,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
805,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
806,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
807,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
811,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
816,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
817,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
818,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
819,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
820,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
821,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
822,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
823,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
824,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
825,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
826,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
827,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
828,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
829,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
830,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
831,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
832,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
834,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
835,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
836,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
837,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
838,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
839,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
840,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
841,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
842,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
843,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
844,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
845,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
846,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
847,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
848,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
849,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
850,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
851,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
852,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
853,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
854,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
855,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
856,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
857,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
858,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
859,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
860,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
861,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
862,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
863,Wetland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
864,Wetland,Water,Water,Water,Water,Grassland,Water,Grassland
865,Wetland,Water,Water,Water,Water,Water,Water,Water
866,Wetland,Water,Water,Water,Water,Water,Water,Forest
867,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
868,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
869,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
870,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
871,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
872,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
873,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
874,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
875,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
876,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
877,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
882,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
883,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
884,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
885,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
886,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
887,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
888,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
889,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
890,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
891,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
892,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
893,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
894,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
895,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
897,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
898,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Built-up
899,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
900,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
901,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
902,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
903,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
904,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
905,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
906,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
907,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
908,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
909,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
910,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
911,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
912,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
913,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
914,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
915,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
916,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
917,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
918,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
919,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
920,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
921,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
922,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
923,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
924,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
925,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
926,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
927,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
928,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
929,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
930,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
931,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
932,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
933,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
934,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
935,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
936,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
937,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
938,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
939,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
940,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
941,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
942,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
943,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
944,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
945,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
946,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
947,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
948,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
949,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
950,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
951,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
952,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
953,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
954,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
955,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
956,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
957,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
958,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
959,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
960,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
961,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
962,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
963,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
964,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
965,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
966,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
967,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
968,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
969,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
970,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
971,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
972,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
973,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
974,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
975,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
976,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
977,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
978,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
979,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
980,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
981,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
982,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
983,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
984,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
985,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
986,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
987,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
988,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
989,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
990,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
991,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
992,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
993,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
994,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
995,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
996,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
997,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
998,Water,NULL,Water,NULL,Water,Water,Grassland,Water
999,Water,NULL,Water,Water,Water,Grassland,Water,Forest
1000,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1001,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1002,Water,NULL,Water,Water,Water,Water,Water,Grassland
1003,Water,NULL,Water,Water,Water,Water,Water,Forest
1004,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1005,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1007,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1008,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1009,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1010,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1011,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1012,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1013,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1014,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1015,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1016,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1017,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1018,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1019,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1020,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1021,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1022,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1023,Water,Wetland,Water,Water,Water,Water,Water,Water
1024,Water,Wetland,Water,Water,Water,Water,Water,Forest
1025,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1026,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1027,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1028,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1029,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1030,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1031,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1032,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1033,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1034,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
