Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHR_M_R
663,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
664,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
666,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
667,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
668,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
669,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
670,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
671,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
672,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
673,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
674,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
675,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
676,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
677,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
678,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
679,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
680,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
681,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
682,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
683,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
684,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
685,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
687,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
688,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
689,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
691,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
692,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
693,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
694,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
695,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
696,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
697,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
698,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
699,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
700,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
701,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
702,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
703,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
704,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
705,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
706,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
707,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
708,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
709,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
710,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
711,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
712,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
713,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
714,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
715,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
716,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
717,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
718,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
719,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
720,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
722,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
723,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
724,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
725,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
726,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
727,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
729,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
731,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
732,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
733,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
734,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
735,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
736,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
738,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
739,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
740,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
741,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
742,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
743,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
745,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
746,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
747,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
748,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
749,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
750,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
751,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
752,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
753,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
754,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
755,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
756,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
757,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
758,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
759,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
760,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
761,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
762,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
763,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
764,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
765,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
766,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
767,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
768,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
769,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
770,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
771,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
772,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
773,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
774,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
775,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
776,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
777,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
779,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
780,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
781,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
783,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
784,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
785,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
787,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
788,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
790,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
791,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
792,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
793,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
795,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
796,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
797,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
798,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
799,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
801,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
802,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
803,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
804,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
805,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
806,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
807,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
808,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
809,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
810,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
811,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
812,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
813,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
814,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
815,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
816,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
817,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
818,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
820,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
821,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
822,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
823,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
824,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
825,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
826,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
827,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
828,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
829,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
830,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
831,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
832,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
833,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
834,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
835,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
836,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
837,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
838,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
839,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
840,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
842,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
843,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
844,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
845,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
846,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
848,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
849,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
850,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
851,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
855,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
857,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
858,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
859,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
860,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
861,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
862,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
863,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
865,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
867,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
869,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
870,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
871,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
872,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
873,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
874,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
875,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
876,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
877,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
878,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
879,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
880,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
881,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
882,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
884,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
886,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
887,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
888,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
890,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
891,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
892,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
893,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
894,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
896,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
897,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
898,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
899,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
900,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
901,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
902,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
903,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
904,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
905,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
906,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
908,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
909,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
910,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
911,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
912,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
914,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
916,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
917,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
918,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
919,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
922,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
923,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
924,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
926,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
927,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
929,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
930,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
931,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
932,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
933,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
934,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
935,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
937,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
938,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
939,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
940,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
941,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
942,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
943,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
945,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
946,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
947,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
948,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
949,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
950,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
953,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
954,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
956,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
957,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
958,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
959,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
960,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
961,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
962,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
963,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
964,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
965,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
966,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
967,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
968,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
969,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
970,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
971,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
972,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
973,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
974,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
976,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
978,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
979,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
981,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
982,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
983,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
984,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
987,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
989,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
990,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
992,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
993,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
994,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
995,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
996,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
997,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
