Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTH_M_R
3213,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3214,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3215,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3216,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3217,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
3218,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
3219,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3220,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
3221,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3222,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3223,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3224,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3225,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3226,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3227,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
3228,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
3229,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
3230,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
3231,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3232,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
3233,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3234,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
3235,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3236,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3237,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3238,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3239,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3240,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3241,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3242,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3243,Water,NULL,Water,NULL,Water,NULL,Wetland,Forest
3244,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3245,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
3246,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3247,Water,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
3248,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
3249,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
3250,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3251,Water,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
3252,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3253,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3254,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3255,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
3256,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
3257,Water,NULL,Water,NULL,Water,Bareland,Forest,Forest
3258,Water,NULL,Water,NULL,Water,Built-up,Grassland,Bareland
3259,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3260,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
3261,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
3262,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3263,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
3264,Water,NULL,Water,NULL,Water,Water,Bareland,Wetland
3265,Water,NULL,Water,NULL,Water,Water,Bareland,Forest
3266,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3267,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
3268,Water,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3269,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3270,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
3271,Water,NULL,Water,Non_Water,Water,Water,Bareland,Water
3272,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3273,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3274,Water,NULL,Water,Water,Water,Grassland,Grassland,Forest
3275,Water,NULL,Water,Water,Water,Grassland,Bareland,Grassland
3276,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3277,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3278,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
3279,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
3280,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
3281,Water,NULL,Water,Water,Water,Bareland,Water,Water
3282,Water,NULL,Water,Water,Water,Water,Grassland,Water
3283,Water,NULL,Water,Water,Water,Water,Grassland,Forest
3284,Water,NULL,Water,Water,Water,Water,Water,Grassland
3285,Water,NULL,Water,Water,Water,Water,Water,Bareland
3286,Water,NULL,Water,Water,Water,Water,Water,Water
3287,Water,NULL,Water,Water,Water,Water,Water,Forest
3288,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3289,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3290,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3291,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3292,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3293,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3294,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3295,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3296,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3297,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3298,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3299,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3300,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3301,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3302,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3303,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3304,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3305,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3306,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3307,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3308,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3309,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3310,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3311,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3312,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Wetland
3313,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3314,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3315,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
3316,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3317,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3318,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3319,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
3320,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3321,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3322,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
3323,Water,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3324,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3325,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
3326,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
3327,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3328,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3329,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3330,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3331,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3332,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3333,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3334,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3335,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3336,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3337,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3338,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3339,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3340,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3341,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3342,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3343,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3344,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3345,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3346,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3347,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3348,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3349,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3350,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3351,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
3352,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3353,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3354,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3355,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3356,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
3357,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3358,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3359,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3360,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3361,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3362,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3363,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3364,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3365,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3366,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3367,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3368,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3369,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3370,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3371,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3372,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3373,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
3374,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3375,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
3376,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3377,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3378,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3379,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
3380,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3381,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3382,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3383,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
3384,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3385,Water,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
3386,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3387,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Cropland
3388,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
3389,Water,Cropland,Water,NULL,Water,Bareland,Wetland,Wetland
3390,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
3391,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
3392,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Cropland
3393,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Forest
3394,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
3395,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
3396,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3397,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3398,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3399,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3400,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3401,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3402,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3403,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3404,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3405,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3406,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3407,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
3408,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3409,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3410,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
3411,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3412,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3413,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3414,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3415,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3416,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3417,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3418,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3419,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
3420,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3421,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3422,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3423,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3424,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3425,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3426,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3427,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3428,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3429,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3430,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3431,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3432,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
3433,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3434,Water,Wetland,Water,NULL,Water,Bareland,Bareland,NULL
3435,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
3436,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
3437,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
3438,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
3439,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Wetland
3440,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
3441,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
3442,Water,Wetland,Water,Water,Water,Bareland,Bareland,Wetland
3443,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
3444,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
3445,Water,Wetland,Water,Water,Water,Bareland,Water,Water
3446,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3447,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3448,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3449,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3450,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3451,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3452,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3453,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
3454,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3455,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3456,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
3457,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3458,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3459,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3460,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3461,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3462,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3463,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3464,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3465,Water,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
3466,Water,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
3467,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
3468,Water,Built-up,Water,NULL,Water,Bareland,Water,Forest
3469,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
3470,Water,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
3471,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3472,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3473,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
3474,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3475,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Water
3476,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3477,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3478,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3479,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3480,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3481,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3482,Water,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3483,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3484,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3485,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3486,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3487,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3488,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3489,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
3490,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
3491,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3492,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3493,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3494,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3495,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3496,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3497,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3498,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3499,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3500,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3501,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3502,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3503,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
3504,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3505,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3506,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Water
3507,Water,Water,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3508,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
3509,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
3510,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3511,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3512,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3513,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3514,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3515,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3516,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3517,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3518,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3519,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3520,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
3521,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3522,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3523,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3524,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3525,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3526,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3527,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3528,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3529,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3530,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3531,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
3532,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3533,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3534,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3535,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3536,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3537,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3538,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3539,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3540,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3541,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3542,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3543,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3544,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3545,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
3546,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
3547,Water,Water,NULL,Water,Non_Wetland,Built-up,Bareland,Water
3548,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
3549,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3550,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3551,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3552,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3553,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
3554,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3555,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3556,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3557,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3558,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3559,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3560,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3561,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3562,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3563,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3564,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3565,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3566,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3567,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
