Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMB_M_R
1713,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1714,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1717,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1718,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1719,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1721,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1722,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1723,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1724,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1725,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1726,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1727,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1729,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1730,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1731,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1733,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1734,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1735,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1736,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1737,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1739,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1740,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1741,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1742,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1744,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1745,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1746,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1747,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1748,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1750,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1752,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1753,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1754,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1755,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1756,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1757,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1758,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1759,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1760,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1761,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1762,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1763,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1764,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1765,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1766,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1767,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1768,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,NULL
1769,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1770,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1771,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1772,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1773,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1774,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1775,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1776,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1777,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1778,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1779,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1780,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1783,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1784,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1785,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1786,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1788,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1789,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1790,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1792,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1793,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1794,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1795,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1796,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1797,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1798,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1799,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1800,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1801,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1802,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1803,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1804,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1807,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1808,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1809,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1811,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1812,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1813,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1814,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1815,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1816,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1817,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1818,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1819,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1820,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1821,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
1822,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1823,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1824,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1825,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1826,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1827,Bareland,Bareland,Water,Water,Water,NULL,NULL,NULL
1828,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1829,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1830,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1831,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1832,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1833,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1834,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1837,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1838,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1839,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1841,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1842,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1843,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1844,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1845,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1846,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1847,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1848,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1849,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1850,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1852,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1853,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1854,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1856,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1857,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1858,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1859,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1860,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1862,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1863,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1864,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1865,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1866,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1867,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1868,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1869,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1870,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1871,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1872,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1873,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1874,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1875,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1876,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1877,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1878,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1879,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1880,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1881,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1882,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1883,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1884,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1885,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1886,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1887,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1888,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1889,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1890,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1891,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1892,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1893,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1894,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1895,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1896,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1897,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1898,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1899,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1900,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1901,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1902,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1903,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1904,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1905,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1906,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1907,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1909,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1910,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1912,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1913,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1914,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1915,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1916,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1917,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1918,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1919,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1920,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1921,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1922,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1923,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1924,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1925,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1926,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1927,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1928,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1929,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1930,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1931,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1932,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1933,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1934,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1935,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1936,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1937,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1938,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1939,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1940,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1941,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1942,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1943,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1944,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1945,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1946,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1947,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1948,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1949,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1950,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1951,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1952,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1953,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1954,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1955,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1956,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1957,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1958,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1960,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1961,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1962,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1963,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1964,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1966,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1967,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1968,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1969,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1970,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1971,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1973,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1974,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1975,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1976,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1977,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1978,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1979,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1980,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1981,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1982,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1983,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1984,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1985,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1987,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1988,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1989,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1990,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1991,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1992,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1993,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1995,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1996,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
1997,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1998,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1999,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2000,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2001,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2002,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
2003,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2004,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2005,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2006,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2007,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2008,Bareland,Water,Water,Water,Water,NULL,NULL,NULL
2009,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2010,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2011,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2012,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2013,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2014,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2015,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2017,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2018,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2019,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2020,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2021,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2022,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2023,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2024,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2025,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2026,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2027,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2028,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2029,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2030,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2031,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2032,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2033,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2034,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2035,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2036,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2037,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2038,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2039,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2040,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2041,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2042,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2043,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2044,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2045,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2046,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
