Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUP_M_R
426,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
427,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
428,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
429,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
430,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
431,NULL,Built-up,Forest,NULL,Non_Wetland,Water
432,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
433,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
434,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
435,NULL,Built-up,Forest,Water,Non_Wetland,Built-up
436,NULL,Built-up,Forest,Water,Non_Wetland,Forest
437,NULL,Water,NULL,NULL,Non_Wetland,Grassland
438,NULL,Water,NULL,NULL,Non_Wetland,Wetland
439,NULL,Water,NULL,NULL,Non_Wetland,Water
440,NULL,Water,NULL,NULL,Non_Wetland,Forest
441,NULL,Water,NULL,Water,Non_Wetland,Grassland
442,NULL,Water,NULL,Water,Non_Wetland,Wetland
443,NULL,Water,NULL,Water,Non_Wetland,Water
444,NULL,Water,NULL,Water,Non_Wetland,Forest
445,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
446,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
447,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
448,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
449,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
450,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
451,NULL,Water,Shrubland,NULL,Non_Wetland,Water
452,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
453,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
454,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
455,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
456,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
457,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
458,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
459,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
460,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
461,NULL,Water,Shrubland,Water,Non_Wetland,Water
462,NULL,Water,Shrubland,Water,Non_Wetland,Forest
463,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
464,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
465,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
466,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
467,NULL,Water,Grassland,NULL,Non_Wetland,Water
468,NULL,Water,Grassland,NULL,Non_Wetland,Forest
469,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
470,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
471,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
472,NULL,Water,Grassland,Water,Non_Wetland,Grassland
473,NULL,Water,Grassland,Water,Non_Wetland,Wetland
474,NULL,Water,Grassland,Water,Non_Wetland,Water
475,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
476,NULL,Water,Cropland,NULL,Non_Wetland,Forest
477,NULL,Water,Wetland,NULL,Wetland,Grassland
478,NULL,Water,Wetland,NULL,Wetland,Wetland
479,NULL,Water,Wetland,NULL,Wetland,Water
480,NULL,Water,Wetland,Non_Water,Wetland,Grassland
481,NULL,Water,Wetland,Non_Water,Wetland,Wetland
482,NULL,Water,Wetland,Water,Wetland,Grassland
483,NULL,Water,Wetland,Water,Wetland,Wetland
484,NULL,Water,Wetland,Water,Wetland,Bareland
485,NULL,Water,Wetland,Water,Wetland,Water
486,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
487,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
488,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
489,NULL,Water,Bareland,NULL,Non_Wetland,Water
490,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
491,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
492,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
493,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
494,NULL,Water,Bareland,Water,Non_Wetland,Grassland
495,NULL,Water,Bareland,Water,Non_Wetland,Bareland
496,NULL,Water,Bareland,Water,Non_Wetland,Water
497,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
498,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
499,NULL,Water,Built-up,NULL,Non_Wetland,Forest
500,NULL,Water,Water,NULL,Water,Grassland
501,NULL,Water,Water,NULL,Water,Wetland
502,NULL,Water,Water,NULL,Water,Bareland
503,NULL,Water,Water,NULL,Water,Water
504,NULL,Water,Water,NULL,Water,Forest
505,NULL,Water,Water,Non_Water,Water,Grassland
506,NULL,Water,Water,Non_Water,Water,Wetland
507,NULL,Water,Water,Non_Water,Water,Water
508,NULL,Water,Water,Water,Water,Grassland
509,NULL,Water,Water,Water,Water,Wetland
510,NULL,Water,Water,Water,Water,Bareland
511,NULL,Water,Water,Water,Water,Built-up
512,NULL,Water,Water,Water,Water,Water
513,NULL,Water,Water,Water,Water,Forest
514,NULL,Water,Forest,NULL,Non_Wetland,Grassland
515,NULL,Water,Forest,NULL,Non_Wetland,Wetland
516,NULL,Water,Forest,NULL,Non_Wetland,Bareland
517,NULL,Water,Forest,NULL,Non_Wetland,Water
518,NULL,Water,Forest,NULL,Non_Wetland,Forest
519,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
520,NULL,Water,Forest,Water,Non_Wetland,Grassland
521,NULL,Water,Forest,Water,Non_Wetland,Wetland
522,NULL,Water,Forest,Water,Non_Wetland,Water
523,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
524,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
525,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
526,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
527,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
528,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
529,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
530,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
531,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
532,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
533,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
534,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
535,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
536,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
537,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
538,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
539,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
540,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
541,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
542,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
543,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
544,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
545,NULL,Forest,Wetland,NULL,Wetland,Wetland
546,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
547,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
548,NULL,Forest,Water,NULL,NULL,Bareland
549,NULL,Forest,Water,NULL,Water,Grassland
550,NULL,Forest,Forest,NULL,Non_Wetland,NULL
551,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
552,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
553,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
554,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
555,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
556,NULL,Forest,Forest,NULL,Non_Wetland,Forest
557,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
558,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
559,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
560,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
563,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
564,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
565,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
566,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
567,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
568,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
569,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
570,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
571,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
572,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
573,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
574,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
575,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
576,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
577,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
578,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
579,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
580,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
581,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
582,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
583,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
584,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
585,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
586,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
587,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
588,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
589,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
590,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
591,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
592,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
593,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
594,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
595,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
596,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
597,Grassland,NULL,Grassland,Water,Non_Wetland,Water
598,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
599,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
600,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
601,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
602,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
603,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
604,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
605,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
606,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
607,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
608,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
609,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
610,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
611,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
612,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
613,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
614,Grassland,NULL,Cropland,Water,Non_Wetland,Water
615,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
616,Grassland,NULL,Wetland,NULL,Wetland,Grassland
617,Grassland,NULL,Wetland,NULL,Wetland,Wetland
618,Grassland,NULL,Wetland,NULL,Wetland,Bareland
619,Grassland,NULL,Wetland,NULL,Wetland,Built-up
620,Grassland,NULL,Wetland,NULL,Wetland,Water
621,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
622,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
623,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland
624,Grassland,NULL,Wetland,Non_Water,Wetland,Water
625,Grassland,NULL,Wetland,Water,Wetland,Grassland
626,Grassland,NULL,Wetland,Water,Wetland,Cropland
627,Grassland,NULL,Wetland,Water,Wetland,Wetland
628,Grassland,NULL,Wetland,Water,Wetland,Bareland
629,Grassland,NULL,Wetland,Water,Wetland,Water
630,Grassland,NULL,Wetland,Water,Wetland,Forest
631,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
632,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
633,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
634,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
635,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
636,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
637,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
638,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
639,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
640,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
641,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
642,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
643,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
644,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
645,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
646,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
647,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
648,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
649,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
650,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
651,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
652,Grassland,NULL,Water,NULL,Water,Grassland
653,Grassland,NULL,Water,NULL,Water,Wetland
654,Grassland,NULL,Water,NULL,Water,Bareland
655,Grassland,NULL,Water,NULL,Water,Water
656,Grassland,NULL,Water,NULL,Water,Forest
657,Grassland,NULL,Water,Non_Water,Water,Grassland
658,Grassland,NULL,Water,Non_Water,Water,Wetland
659,Grassland,NULL,Water,Non_Water,Water,Water
660,Grassland,NULL,Water,Water,Water,Grassland
661,Grassland,NULL,Water,Water,Water,Cropland
662,Grassland,NULL,Water,Water,Water,Wetland
663,Grassland,NULL,Water,Water,Water,Water
664,Grassland,NULL,Water,Water,Water,Forest
665,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
666,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
667,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
668,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
669,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
670,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
671,Grassland,NULL,Forest,NULL,Non_Wetland,Water
672,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
673,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
674,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
675,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland
676,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
677,Grassland,NULL,Forest,Water,Non_Wetland,NULL
678,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
679,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
680,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
681,Grassland,NULL,Forest,Water,Non_Wetland,Water
682,Grassland,NULL,Forest,Water,Non_Wetland,Forest
683,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
684,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
685,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
686,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
687,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
688,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
689,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
690,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
691,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
692,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
693,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
694,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
695,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
696,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
697,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
702,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
703,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
704,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
705,Grassland,Cropland,Wetland,NULL,Wetland,Water
706,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
707,Grassland,Cropland,Wetland,Non_Water,Wetland,Water
708,Grassland,Cropland,Wetland,Water,Wetland,Wetland
709,Grassland,Cropland,Wetland,Water,Wetland,Water
710,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
711,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
712,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
713,Grassland,Cropland,Bareland,Water,Non_Wetland,Bareland
714,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
715,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
716,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
717,Grassland,Cropland,Water,NULL,Water,Wetland
718,Grassland,Cropland,Water,Water,Water,Wetland
719,Grassland,Cropland,Water,Water,Water,Water
720,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
721,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
722,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
723,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
724,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
725,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
726,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
727,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
728,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
729,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
730,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
731,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
732,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
733,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
734,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
735,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
736,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
737,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
738,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
739,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
740,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
741,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland
742,Grassland,Wetland,Grassland,NULL,Non_Wetland,Built-up
743,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water
744,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
745,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
746,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
747,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
748,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
749,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
750,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
751,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
752,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland
753,Grassland,Wetland,Cropland,NULL,Non_Wetland,Built-up
754,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water
755,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
756,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
757,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
758,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
759,Grassland,Wetland,Cropland,Water,Non_Wetland,Bareland
760,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
761,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
762,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
763,Grassland,Wetland,Wetland,NULL,Wetland,Bareland
764,Grassland,Wetland,Wetland,NULL,Wetland,Water
765,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
766,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
767,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
768,Grassland,Wetland,Wetland,Water,Wetland,Grassland
769,Grassland,Wetland,Wetland,Water,Wetland,Wetland
770,Grassland,Wetland,Wetland,Water,Wetland,Bareland
771,Grassland,Wetland,Wetland,Water,Wetland,Water
772,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
773,Grassland,Wetland,Bareland,NULL,Non_Wetland,Built-up
774,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
775,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
776,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
777,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
778,Grassland,Wetland,Built-up,NULL,Non_Wetland,Built-up
779,Grassland,Wetland,Water,NULL,Water,Grassland
780,Grassland,Wetland,Water,NULL,Water,Wetland
781,Grassland,Wetland,Water,NULL,Water,Water
782,Grassland,Wetland,Water,Non_Water,Water,Grassland
783,Grassland,Wetland,Water,Non_Water,Water,Wetland
784,Grassland,Wetland,Water,Water,Water,Grassland
785,Grassland,Wetland,Water,Water,Water,Wetland
786,Grassland,Wetland,Water,Water,Water,Bareland
787,Grassland,Wetland,Water,Water,Water,Water
788,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
789,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
790,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
791,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland
792,Grassland,Wetland,Forest,NULL,Non_Wetland,Built-up
793,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
794,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
795,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
796,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
797,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
798,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
799,Grassland,Wetland,Forest,Water,Non_Wetland,Built-up
800,Grassland,Wetland,Forest,Water,Non_Wetland,Water
801,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
802,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
803,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL
804,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
805,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland
806,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
807,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
808,Grassland,Bareland,Wetland,NULL,Wetland,Wetland
809,Grassland,Bareland,Wetland,NULL,Wetland,Water
810,Grassland,Bareland,Wetland,Water,Wetland,Wetland
811,Grassland,Bareland,Wetland,Water,Wetland,Water
812,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
813,Grassland,Bareland,Bareland,NULL,Non_Wetland,Bareland
814,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up
815,Grassland,Bareland,Water,Water,Water,Wetland
816,Grassland,Bareland,Water,Water,Water,Water
817,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
818,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
819,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
820,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
821,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
822,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
823,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
824,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Water
825,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
826,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
827,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
828,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
829,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland
830,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
831,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
832,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
833,Grassland,Built-up,Grassland,Water,Non_Wetland,Grassland
834,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
835,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
836,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
837,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
838,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
839,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
840,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
841,Grassland,Built-up,Bareland,NULL,Non_Wetland,Wetland
842,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
843,Grassland,Built-up,Bareland,Water,Non_Wetland,Bareland
844,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
845,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
846,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland
847,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
848,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
849,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
850,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
851,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
852,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
853,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
854,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
855,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
856,Grassland,Water,NULL,Water,Non_Wetland,Grassland
857,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
858,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
859,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
