Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17NRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17NRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17NRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17NRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17NRA_M_R
428,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
429,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
430,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
431,NULL,Water,Shrubland,NULL,Non_Wetland,Water
432,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
433,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
434,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
435,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
436,NULL,Water,Shrubland,Water,Non_Wetland,Forest
437,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
438,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
439,NULL,Water,Grassland,NULL,Non_Wetland,Water
440,NULL,Water,Grassland,NULL,Non_Wetland,Forest
441,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
442,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
443,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
444,NULL,Water,Grassland,Water,Non_Wetland,Grassland
445,NULL,Water,Grassland,Water,Non_Wetland,Water
446,NULL,Water,Grassland,Water,Non_Wetland,Forest
447,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
448,NULL,Water,Cropland,NULL,Non_Wetland,Forest
449,NULL,Water,Wetland,NULL,Wetland,Grassland
450,NULL,Water,Wetland,NULL,Wetland,Forest
451,NULL,Water,Wetland,Non_Water,Wetland,Bareland
452,NULL,Water,Wetland,Water,Wetland,Grassland
453,NULL,Water,Wetland,Water,Wetland,Bareland
454,NULL,Water,Wetland,Water,Wetland,Water
455,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
456,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
457,NULL,Water,Bareland,NULL,Non_Wetland,Forest
458,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
459,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
460,NULL,Water,Bareland,Water,Non_Wetland,Water
461,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
462,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
463,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
464,NULL,Water,Built-up,Non_Water,Non_Wetland,Cropland
465,NULL,Water,Water,NULL,Water,NULL
466,NULL,Water,Water,NULL,Water,Grassland
467,NULL,Water,Water,NULL,Water,Bareland
468,NULL,Water,Water,NULL,Water,Water
469,NULL,Water,Water,NULL,Water,Forest
470,NULL,Water,Water,Non_Water,Water,Grassland
471,NULL,Water,Water,Non_Water,Water,Water
472,NULL,Water,Water,Water,Water,Grassland
473,NULL,Water,Water,Water,Water,Bareland
474,NULL,Water,Water,Water,Water,Water
475,NULL,Water,Water,Water,Water,Forest
476,NULL,Water,Forest,NULL,Non_Wetland,Grassland
477,NULL,Water,Forest,NULL,Non_Wetland,Bareland
478,NULL,Water,Forest,NULL,Non_Wetland,Built-up
479,NULL,Water,Forest,NULL,Non_Wetland,Water
480,NULL,Water,Forest,NULL,Non_Wetland,Forest
481,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
482,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
483,NULL,Water,Forest,Water,Non_Wetland,Grassland
484,NULL,Water,Forest,Water,Non_Wetland,Water
485,NULL,Water,Forest,Water,Non_Wetland,Forest
486,NULL,Forest,NULL,NULL,Non_Wetland,NULL
487,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
488,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
489,NULL,Forest,NULL,NULL,Non_Wetland,Water
490,NULL,Forest,NULL,NULL,Non_Wetland,Forest
491,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
492,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
493,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
494,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
495,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
496,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
497,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
498,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
499,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
500,NULL,Forest,Shrubland,Water,Non_Wetland,Water
501,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
502,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
503,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
504,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
505,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
506,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
507,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
508,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
509,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
510,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
511,NULL,Forest,Grassland,Water,Non_Wetland,Water
512,NULL,Forest,Grassland,Water,Non_Wetland,Forest
513,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
514,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
515,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
516,NULL,Forest,Wetland,Water,Wetland,Bareland
517,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
518,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
519,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
520,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
521,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
522,NULL,Forest,Bareland,Water,Non_Wetland,Forest
523,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
524,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
525,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
526,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
527,NULL,Forest,Water,NULL,Water,NULL
528,NULL,Forest,Water,NULL,Water,Grassland
529,NULL,Forest,Water,NULL,Water,Bareland
530,NULL,Forest,Water,NULL,Water,Forest
531,NULL,Forest,Water,Non_Water,Water,Bareland
532,NULL,Forest,Water,Non_Water,Water,Water
533,NULL,Forest,Water,Non_Water,Water,Forest
534,NULL,Forest,Water,Water,Water,Bareland
535,NULL,Forest,Water,Water,Water,Water
536,NULL,Forest,Forest,NULL,Non_Wetland,NULL
537,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
538,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
539,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
540,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
541,NULL,Forest,Forest,NULL,Non_Wetland,Water
542,NULL,Forest,Forest,NULL,Non_Wetland,Forest
543,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
544,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
545,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
546,NULL,Forest,Forest,Water,Non_Wetland,Grassland
547,NULL,Forest,Forest,Water,Non_Wetland,Bareland
548,NULL,Forest,Forest,Water,Non_Wetland,Forest
549,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
550,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
551,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
552,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
553,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
554,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
555,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
556,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
557,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
558,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
559,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
560,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
561,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
562,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
563,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
564,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
565,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
566,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
567,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
568,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
569,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
570,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
571,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
573,Grassland,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
574,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
575,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
576,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
577,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
578,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
579,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
580,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
581,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
582,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
583,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
584,Grassland,NULL,Wetland,NULL,Wetland,Grassland
585,Grassland,NULL,Wetland,NULL,Wetland,Wetland
586,Grassland,NULL,Wetland,Water,Wetland,Forest
587,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
588,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
589,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
590,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
591,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
592,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
593,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
594,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
595,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
596,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
597,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
598,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
599,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
600,Grassland,NULL,Water,NULL,Water,Grassland
601,Grassland,NULL,Water,NULL,Water,Bareland
602,Grassland,NULL,Water,NULL,Water,Permanent_ice_and_snow
603,Grassland,NULL,Water,NULL,Water,Forest
604,Grassland,NULL,Water,Non_Water,Water,Grassland
605,Grassland,NULL,Water,Water,Water,Grassland
606,Grassland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
607,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
608,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
609,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
610,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
611,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
612,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
613,Grassland,NULL,Forest,NULL,Non_Wetland,Water
614,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
615,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
616,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
617,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
618,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
619,Grassland,NULL,Forest,Water,Non_Wetland,Forest
620,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
621,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
622,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
623,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
624,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
625,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
633,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
634,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
635,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
636,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
637,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
638,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
639,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
640,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
641,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
642,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
643,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
644,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
645,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
646,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
647,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
649,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
650,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
651,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
652,Grassland,Cropland,Wetland,NULL,Wetland,Forest
653,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
654,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
655,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
656,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
657,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
658,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
659,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
660,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
661,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
662,Grassland,Cropland,Water,NULL,Water,Grassland
663,Grassland,Cropland,Water,NULL,Water,Cropland
664,Grassland,Cropland,Water,Water,Water,Grassland
665,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
666,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
667,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
668,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
669,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
670,Grassland,Cropland,Forest,NULL,Non_Wetland,Water
671,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
672,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
673,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
674,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
675,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
676,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
677,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
678,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
679,Grassland,Wetland,Water,NULL,Water,Grassland
680,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
681,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
682,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
683,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
684,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
685,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
686,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
687,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
688,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
689,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
690,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
691,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland
692,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
693,Grassland,Bareland,Built-up,NULL,Non_Wetland,Cropland
694,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
695,Grassland,Bareland,Water,Non_Water,Water,Grassland
696,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
697,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
698,Grassland,Bareland,Forest,Non_Water,Non_Wetland,Forest
699,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
700,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
701,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
702,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
703,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
704,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
705,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
706,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
707,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
708,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
709,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
710,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
711,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
712,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
713,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
714,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
715,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
716,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
717,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
718,Grassland,Built-up,Wetland,NULL,Wetland,Grassland
719,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
720,Grassland,Built-up,Bareland,NULL,Non_Wetland,Cropland
721,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
722,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
723,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
724,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
725,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
726,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
727,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
728,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
729,Grassland,Built-up,Water,NULL,Water,Grassland
730,Grassland,Built-up,Water,NULL,Water,Forest
731,Grassland,Built-up,Water,Water,Water,Grassland
732,Grassland,Built-up,Water,Water,Water,Forest
733,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
734,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
735,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
736,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
737,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
738,Grassland,Built-up,Forest,Water,Non_Wetland,Grassland
739,Grassland,Water,NULL,NULL,Non_Wetland,NULL
740,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
741,Grassland,Water,NULL,NULL,Non_Wetland,Forest
742,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
743,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
744,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
745,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
746,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland
747,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
748,Grassland,Water,Grassland,NULL,Non_Wetland,Water
749,Grassland,Water,Wetland,NULL,Wetland,Grassland
750,Grassland,Water,Wetland,Non_Water,Wetland,Forest
751,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
752,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
753,Grassland,Water,Built-up,NULL,Non_Wetland,Built-up
754,Grassland,Water,Water,NULL,Water,Grassland
755,Grassland,Water,Water,NULL,Water,Bareland
756,Grassland,Water,Water,NULL,Water,Forest
757,Grassland,Water,Water,Non_Water,Water,Bareland
758,Grassland,Water,Water,Water,Water,Grassland
759,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
760,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
761,Grassland,Water,Forest,NULL,Non_Wetland,Built-up
762,Grassland,Water,Forest,NULL,Non_Wetland,Water
763,Grassland,Water,Forest,NULL,Non_Wetland,Forest
764,Grassland,Water,Forest,Water,Non_Wetland,Cropland
765,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
766,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
767,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland
768,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up
769,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
770,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
771,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
772,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
773,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
774,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
775,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
776,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
777,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
778,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
779,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
780,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
781,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
782,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
783,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
784,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
785,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
786,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
787,Grassland,Forest,Grassland,Water,Non_Wetland,Bareland
788,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
789,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
790,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
791,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
792,Grassland,Forest,Wetland,NULL,Wetland,Forest
793,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
794,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
795,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
796,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
797,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
798,Grassland,Forest,Water,NULL,Water,Grassland
799,Grassland,Forest,Water,NULL,Water,Forest
800,Grassland,Forest,Water,Non_Water,Water,Grassland
801,Grassland,Forest,Water,Non_Water,Water,Forest
802,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
803,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
804,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
805,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
806,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
807,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
808,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
809,Grassland,Forest,Forest,Non_Water,Non_Wetland,Bareland
810,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
811,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
812,Grassland,Forest,Forest,Water,Non_Wetland,Bareland
813,Grassland,Forest,Forest,Water,Non_Wetland,Forest
814,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
815,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
816,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
817,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
818,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
819,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
820,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
823,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
824,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
825,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
826,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
827,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
828,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
829,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
830,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
831,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
832,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
833,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
834,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
835,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
836,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
837,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
838,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
839,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
840,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
841,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
842,Cropland,NULL,Wetland,NULL,Wetland,Cropland
843,Cropland,NULL,Wetland,NULL,Wetland,Forest
844,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
845,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
846,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
847,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
848,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
849,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
850,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
851,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
852,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
853,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
854,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
855,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
856,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
857,Cropland,NULL,Water,NULL,Water,Grassland
858,Cropland,NULL,Water,NULL,Water,Cropland
859,Cropland,NULL,Water,NULL,Water,Bareland
860,Cropland,NULL,Water,NULL,Water,Forest
861,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
862,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
