Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYA_M_R
357,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
358,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
359,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
360,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
361,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
362,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
363,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
364,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
365,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
366,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
367,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
368,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
369,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
373,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
374,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
375,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
376,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
377,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
378,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
379,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
380,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
381,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
382,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
383,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
385,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
386,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
387,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
406,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
407,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
408,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
409,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
410,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
411,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
412,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
413,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
414,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
415,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
416,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
417,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
418,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
419,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
420,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
421,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
422,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
423,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
424,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
425,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
426,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
427,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
428,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
429,Grassland,NULL,Water,Water,Water,Water,Water,Water
430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
433,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
435,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
436,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
437,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
438,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
439,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
440,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
441,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
442,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
443,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
444,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
445,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
446,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
447,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
448,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
449,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
450,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
451,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
452,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
453,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
454,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
455,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
456,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
457,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
458,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
459,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
460,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
461,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
462,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
463,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
464,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
467,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
468,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
469,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
470,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
471,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
472,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
473,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
474,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
475,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
476,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
477,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
478,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
479,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
480,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
481,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
482,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
483,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
484,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
485,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
486,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
487,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
488,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
489,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
490,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
491,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
492,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
493,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
494,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
495,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
496,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
497,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
498,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
499,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
500,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
501,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
502,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
503,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
504,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
505,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
506,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
507,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
508,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
509,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
510,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
511,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
512,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
513,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
514,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
515,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
516,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
517,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
518,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
519,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
520,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
521,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
522,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
523,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
524,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
525,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
526,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
527,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
528,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
529,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
530,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
531,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
532,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
533,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
534,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
535,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
536,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
537,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
538,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
539,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
540,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
541,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
542,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
543,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
544,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
545,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
546,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
547,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
548,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
549,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
550,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
551,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
552,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
553,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
554,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
555,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
556,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
557,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
558,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Water
559,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
560,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
561,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
562,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
563,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
564,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
565,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
566,Wetland,NULL,Water,NULL,Water,Wetland,Water,Bareland
567,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
568,Wetland,NULL,Water,NULL,Water,Water,Grassland,Bareland
569,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
570,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
571,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
572,Wetland,NULL,Water,NULL,Water,Water,Water,Bareland
573,Wetland,NULL,Water,NULL,Water,Water,Water,Water
574,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
575,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
576,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
577,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Bareland
578,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
579,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
580,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
581,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Bareland
582,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
583,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
584,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
585,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
586,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
587,Wetland,NULL,Water,Non_Water,Water,Water,Water,Bareland
588,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
589,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
590,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
591,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
592,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
593,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Cropland
594,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
595,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Bareland
596,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Water
597,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
598,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
599,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Bareland
600,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
601,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
602,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
603,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
604,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
605,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
606,Wetland,NULL,Water,Water,Water,Water,Grassland,Bareland
607,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
608,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
609,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
610,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
611,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
612,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
613,Wetland,NULL,Water,Water,Water,Water,Water,Cropland
614,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
615,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
616,Wetland,NULL,Water,Water,Water,Water,Water,Water
617,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
618,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
619,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
620,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
621,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
622,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
623,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
624,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
625,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
626,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
627,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
628,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
629,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
630,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
631,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
632,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
633,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
634,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
635,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
636,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
637,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
638,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
639,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
640,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
641,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
642,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
643,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
644,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
645,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
646,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
647,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
648,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
649,Wetland,Wetland,Water,Water,Water,Water,Water,Water
650,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
651,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
652,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
653,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
654,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
655,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
656,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
657,Wetland,Bareland,Water,Water,Water,Water,Water,Water
658,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
659,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
660,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
661,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
662,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Forest
663,Wetland,Water,Water,Water,Water,Grassland,Water,Water
664,Wetland,Water,Water,Water,Water,Water,Water,Grassland
665,Wetland,Water,Water,Water,Water,Water,Water,Wetland
666,Wetland,Water,Water,Water,Water,Water,Water,Water
667,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
668,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
669,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
670,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
671,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
672,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
673,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
674,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
675,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
676,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
677,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
678,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
679,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
680,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
681,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
682,Bareland,NULL,Water,Water,Water,Water,Water,Water
683,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
684,Bareland,Water,Water,Water,Water,Water,Water,Water
685,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
686,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
687,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
688,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
689,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
690,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
691,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
692,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
693,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
694,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
695,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
696,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
697,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
698,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
699,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
700,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
701,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
702,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
703,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
704,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
705,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
706,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
707,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
708,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
709,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
710,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
711,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
712,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
713,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
714,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
715,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
716,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
