Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQG_M_R
5003,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
5004,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
5005,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
5006,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5007,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5008,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
5009,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5010,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5011,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5012,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
5013,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5014,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5015,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5016,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
5017,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5018,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5019,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5020,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5021,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5022,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5023,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
5024,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5025,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
5026,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
5027,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5028,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
5029,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5030,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5031,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
5032,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5033,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
5034,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5035,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5036,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
5037,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5038,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
5039,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5040,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
5041,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5042,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5043,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5044,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5045,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
5046,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5047,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5048,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5049,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5050,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5051,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
5052,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
5053,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
5054,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
5055,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
5056,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5057,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5058,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5059,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5060,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5061,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
5062,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5063,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
5064,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
5065,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5066,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5067,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5068,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5069,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5070,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
5071,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
5072,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
5073,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5074,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
5075,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Cropland
5076,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Wetland
5077,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
5078,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
5079,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5080,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
5081,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5082,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5083,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
5084,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5085,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Bareland
5086,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5087,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
5088,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
5089,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5090,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5091,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5092,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
5093,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5094,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
5095,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
5096,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5097,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
5098,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
5099,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Bareland
5100,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5101,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
5102,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
5103,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5104,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
5105,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
5106,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
5107,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
5108,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
5109,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5110,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
5111,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5112,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5113,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5114,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5115,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5116,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5117,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
5118,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
5119,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
5120,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5121,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5122,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
5123,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5124,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
5125,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
5126,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5127,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
5128,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5129,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
5130,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
5131,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
5132,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5133,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
5134,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5135,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5136,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
5137,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5138,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5139,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
5140,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5141,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5142,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
5143,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5144,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
5145,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5146,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
5147,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
5148,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
5149,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
5150,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5151,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5152,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
5153,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5154,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5155,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5156,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
5157,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5158,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5159,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5160,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
5161,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
5162,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
5163,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
5164,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
5165,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
5166,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
5167,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5168,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
5169,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5170,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5171,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5172,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5173,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
5174,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5175,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5176,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5177,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5178,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
5179,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5180,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5181,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
5182,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
5183,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5184,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5185,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
5186,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5187,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5188,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5189,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5190,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5191,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
5192,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5193,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5194,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5195,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5196,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5197,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5198,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5199,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5200,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Cropland
5201,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5202,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5203,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Bareland
5204,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
5205,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5206,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5207,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5208,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5209,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5210,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5211,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5212,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5213,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
5214,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5215,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5216,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5217,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5218,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5219,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5220,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5221,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5222,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5223,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
5224,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5225,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Wetland
5226,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Built-up,Bareland
5227,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
5228,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
5229,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
5230,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
5231,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
5232,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5233,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5234,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5235,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5236,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5237,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
5238,Bareland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
5239,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
5240,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
5241,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
5242,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5243,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5244,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5245,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5246,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5247,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5248,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5249,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5250,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5251,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5252,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5253,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5254,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5255,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5256,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5257,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5258,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5259,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5260,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5261,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5262,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5263,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5264,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5265,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
5266,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5267,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5268,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5269,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5270,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5271,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
5272,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5273,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5274,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5275,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
5276,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
5277,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5278,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5279,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5280,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
5281,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5282,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5283,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5284,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
5285,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
5286,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5287,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
5288,Bareland,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
5289,Bareland,NULL,Water,NULL,Water,Water,Water,Water
5290,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
5291,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
5292,Bareland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
5293,Bareland,NULL,Water,Water,Water,NULL,Grassland,Grassland
5294,Bareland,NULL,Water,Water,Water,NULL,Grassland,Water
5295,Bareland,NULL,Water,Water,Water,NULL,Bareland,Wetland
5296,Bareland,NULL,Water,Water,Water,NULL,Water,Wetland
5297,Bareland,NULL,Water,Water,Water,Bareland,NULL,Water
5298,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Wetland
5299,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
5300,Bareland,NULL,Water,Water,Water,Water,NULL,Water
5301,Bareland,NULL,Water,Water,Water,Water,Grassland,Grassland
5302,Bareland,NULL,Water,Water,Water,Water,Water,Water
5303,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5304,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5305,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5306,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5307,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5308,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5309,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5310,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5311,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5312,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5313,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5314,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
5315,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5316,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5317,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5318,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5319,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
5320,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
5321,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
5322,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5323,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5324,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5325,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5326,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5327,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5328,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
