Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMT_M_R
710,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
711,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
712,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
713,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
714,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
715,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
716,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
717,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
718,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
719,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
720,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
721,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
722,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
723,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
724,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
725,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
726,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
727,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
728,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
729,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
730,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
731,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
732,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
733,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
734,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
735,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
736,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
737,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
738,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
739,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
740,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
741,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
742,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
743,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
744,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
745,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
746,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
747,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
748,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
749,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
750,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
751,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
752,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
753,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
754,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
755,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
756,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
757,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
758,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
759,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
760,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
761,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
762,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
763,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
764,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
765,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
766,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
767,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
768,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
769,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
770,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
771,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
772,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
773,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
774,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
775,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
776,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
777,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
778,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
779,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
780,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
781,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
782,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
783,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
784,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
785,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
786,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
787,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
788,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
789,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
790,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
791,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
792,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
793,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
794,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
795,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
796,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
797,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
798,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
799,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
800,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
801,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
802,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
803,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
804,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
805,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
806,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
807,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
808,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
809,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
810,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
811,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
812,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
813,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
814,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
815,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
816,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
817,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
818,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
819,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
820,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
821,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
822,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
823,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
824,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
825,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
826,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
827,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
828,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
829,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
830,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
831,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
832,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
834,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
835,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
836,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
837,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
838,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
839,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
840,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
841,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
842,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
843,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
844,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
845,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
846,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
847,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
848,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
849,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
850,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
851,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
852,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
853,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
854,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
855,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
856,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
857,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
858,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
859,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
860,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
861,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
862,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
863,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
864,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
865,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
866,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
867,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
868,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
869,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
870,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
893,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
894,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
895,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
896,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
897,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
898,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
899,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
900,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
901,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
902,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
903,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
904,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
905,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
906,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
907,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
908,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
909,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
910,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
911,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
912,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
913,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
914,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
915,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
916,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
917,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
918,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
919,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
920,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
921,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
922,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
923,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
924,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
925,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
926,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
927,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
928,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
929,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
930,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
931,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
932,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
933,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
934,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
935,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
936,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
937,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
938,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
939,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
940,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
941,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
942,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
943,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
944,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
945,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
946,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
947,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
948,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
949,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
950,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
951,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
952,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
953,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
954,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
955,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
956,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
957,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
958,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
959,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
960,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
961,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
962,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
963,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
964,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
965,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
966,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
967,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
968,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
969,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
970,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
971,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
972,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
973,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
974,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
975,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
976,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
977,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
978,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
979,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
980,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
981,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
982,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
983,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
984,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
985,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
986,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
987,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
988,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
989,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
990,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
991,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
992,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
993,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
994,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
995,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
996,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
997,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
998,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
999,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1000,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1001,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1002,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1003,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1004,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1005,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1006,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1007,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1008,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1009,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1010,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1011,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1012,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1013,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1014,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1015,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1016,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
1017,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1018,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1019,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1020,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
1021,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1022,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
1023,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1024,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1025,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
1026,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1027,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1028,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1029,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1030,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1031,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1032,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1033,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1034,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1035,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1036,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1037,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1038,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1039,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1040,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
