Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGE_M_R
751,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
752,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
753,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
754,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
755,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
756,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
757,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
758,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
759,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
760,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
761,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
762,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
763,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
764,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
765,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
766,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
767,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
768,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
769,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
770,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
771,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
772,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
773,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
774,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
775,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
776,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
777,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
778,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
779,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
780,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
781,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
782,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
783,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
784,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
785,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
786,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
817,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
818,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
819,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
820,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
821,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
822,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
823,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
824,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
825,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
826,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
827,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
828,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
829,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
830,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
831,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
832,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
833,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
834,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
835,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
836,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
837,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
838,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
839,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
840,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
841,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
842,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
843,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
844,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
845,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
846,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
847,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
848,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
849,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
850,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
851,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
852,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
853,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
854,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
855,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
856,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
857,Grassland,NULL,Wetland,NULL,NULL,NULL,Wetland,NULL
858,Grassland,NULL,Wetland,NULL,NULL,Grassland,Wetland,NULL
859,Grassland,NULL,Wetland,NULL,NULL,Wetland,Grassland,NULL
860,Grassland,NULL,Wetland,NULL,NULL,Wetland,Wetland,NULL
861,Grassland,NULL,Wetland,NULL,NULL,Wetland,Water,NULL
862,Grassland,NULL,Wetland,NULL,NULL,Bareland,Bareland,NULL
863,Grassland,NULL,Wetland,NULL,NULL,Bareland,Water,NULL
864,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
865,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
866,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
867,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
868,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
869,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
870,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
871,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
872,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
873,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
874,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,NULL
875,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,NULL
876,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,NULL
877,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,NULL
878,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,NULL
879,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
880,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
881,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
882,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
883,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Built-up,NULL
884,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
885,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
886,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
887,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
888,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
889,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
890,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
891,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
892,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,NULL
893,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Wetland,NULL
894,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Bareland,NULL
895,Grassland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,NULL
896,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
897,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
898,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
899,Grassland,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
900,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
901,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
902,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
903,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
904,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
905,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
906,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,NULL
907,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Wetland,NULL
908,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,NULL
909,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
910,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,NULL
911,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
912,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
913,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
914,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
915,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
916,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
917,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,NULL
918,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,NULL
919,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
920,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
921,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
922,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
923,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
924,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
925,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
926,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
927,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
928,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
929,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
930,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
931,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
932,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
933,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
934,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,NULL
935,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
936,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
937,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
938,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
939,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
940,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
941,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
942,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
943,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
944,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
945,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
946,Grassland,NULL,Water,NULL,Water,NULL,Grassland,NULL
947,Grassland,NULL,Water,NULL,Water,NULL,Wetland,NULL
948,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
949,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
950,Grassland,NULL,Water,NULL,Water,Cropland,Wetland,NULL
951,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,NULL
952,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
953,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
954,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,NULL
955,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
956,Grassland,NULL,Water,NULL,Water,Bareland,Water,NULL
957,Grassland,NULL,Water,NULL,Water,Water,Grassland,NULL
958,Grassland,NULL,Water,NULL,Water,Water,Wetland,NULL
959,Grassland,NULL,Water,NULL,Water,Water,Water,NULL
960,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
961,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
962,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
963,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
964,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
965,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
966,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
967,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
968,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
969,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
970,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
971,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
972,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
973,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
974,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
975,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
976,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
977,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
978,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
979,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
980,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
981,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
982,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
983,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
984,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
985,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
986,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
987,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
988,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
989,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
990,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
991,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,NULL
992,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
993,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
994,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
995,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
996,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
997,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
998,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
999,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1000,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1001,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
1002,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
1003,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1004,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1005,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1006,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1007,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1008,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1009,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1010,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1011,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1012,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1013,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1014,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1015,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1016,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1017,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1018,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1019,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
1020,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
1021,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
1022,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1023,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1024,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
1025,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
1026,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1027,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1028,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1029,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1030,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1031,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1032,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1033,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1034,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1035,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1036,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1037,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1038,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1039,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1040,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1041,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
1042,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,NULL
1043,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,NULL
1044,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,NULL
1045,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Bareland,NULL
1046,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Water,NULL
1047,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1048,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1049,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1050,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1051,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1052,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1053,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
1054,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1055,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1056,Grassland,Cropland,Wetland,NULL,Wetland,Built-up,Built-up,NULL
1057,Grassland,Cropland,Wetland,NULL,Wetland,Water,NULL,NULL
1058,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,NULL
1059,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
1060,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
1061,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1062,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1063,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1064,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
1065,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,NULL
1066,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Wetland,NULL
1067,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1068,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1069,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1070,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1071,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1072,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
1073,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
1074,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,NULL
1075,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1076,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1077,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1078,Grassland,Cropland,Water,NULL,Water,Cropland,Wetland,NULL
1079,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,NULL
1080,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,NULL
1081,Grassland,Cropland,Water,NULL,Water,Wetland,Water,NULL
1082,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,NULL
1083,Grassland,Cropland,Water,NULL,Water,Bareland,Water,NULL
1084,Grassland,Cropland,Water,NULL,Water,Water,Wetland,NULL
1085,Grassland,Cropland,Water,NULL,Water,Water,Water,NULL
