Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZS_M_R
7655,Water,Wetland,Water,Water,Water,Bareland,Water,Water
7656,Water,Wetland,Water,Water,Water,Water,NULL,Water
7657,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7658,Water,Wetland,Water,Water,Water,Water,Water,Water
7659,Water,Wetland,Water,Water,Water,Water,Water,Forest
7660,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7661,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7662,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7663,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7664,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7665,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7666,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7667,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7668,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7669,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7670,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7671,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7672,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7673,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7674,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7675,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7676,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
7677,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7678,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7679,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7680,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7681,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7682,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7683,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7684,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7685,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7686,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7687,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
7688,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7689,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7690,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7691,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
7692,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7693,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7694,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
7695,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7696,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7697,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
7698,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7699,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
7700,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7701,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7702,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
7703,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7704,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
7705,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
7706,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
7707,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7708,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7709,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7710,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7711,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
7712,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7713,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7714,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7715,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7716,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7717,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7718,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
7719,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7720,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7721,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
7722,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7723,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7724,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
7725,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7726,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7727,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7728,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7729,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7730,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7731,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7732,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7733,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7734,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7735,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
7736,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7737,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7738,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7739,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
7740,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7741,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7742,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7743,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7744,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7745,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7746,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7747,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7748,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7749,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7750,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7751,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7752,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
7753,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7754,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7755,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7756,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7757,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7758,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
7759,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7760,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
7761,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7762,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7763,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7764,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
7765,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
7766,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
7767,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
7768,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7769,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7770,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
7771,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7772,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7773,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
7774,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7775,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7776,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
7777,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7778,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
7779,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7780,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7781,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7782,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7783,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7784,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7785,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7786,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
7787,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7788,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
7789,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
7790,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7791,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
7792,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
7793,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7794,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7795,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
7796,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7797,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7798,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7799,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7800,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7801,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
7802,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
7803,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7804,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
7805,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7806,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
7807,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
7808,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
7809,Water,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
7810,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
7811,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7812,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
7813,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7814,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
7815,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
7816,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
7817,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
7818,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
7819,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
7820,Water,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
7821,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
7822,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
7823,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7824,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
7825,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7826,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
7827,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
7828,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
7829,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
7830,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
7831,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
7832,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
7833,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7834,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
7835,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
7836,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
7837,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
7838,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7839,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7840,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7841,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
7842,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
7843,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
7844,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
7845,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7846,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7847,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7848,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7849,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7850,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7851,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
7852,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7853,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
7854,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7855,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7856,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7857,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7858,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7859,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7860,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7861,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7862,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7863,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7864,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7865,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
7866,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
7867,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
7868,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7869,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7870,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7871,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
7872,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7873,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7874,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
7875,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
7876,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7877,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7878,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7879,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7880,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7881,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
7882,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
7883,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7884,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7885,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7886,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
7887,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7888,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7889,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
7890,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7891,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7892,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7893,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7894,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7895,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7896,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7897,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
7898,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7899,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7900,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7901,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7902,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
7903,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7904,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7905,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7906,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7907,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
7908,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7909,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7910,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7911,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7912,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
7913,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7914,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
7915,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7916,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7917,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7918,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7919,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7920,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7921,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7922,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7923,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7924,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7925,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7926,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7927,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
7928,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7929,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7930,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7931,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7932,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7933,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7934,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7935,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7936,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7937,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
7938,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7939,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
7940,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7941,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7942,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
7943,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7944,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7945,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7946,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
7947,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7948,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7949,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
7950,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7951,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
7952,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
7953,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7954,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
7955,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7956,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7957,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7958,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7959,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7960,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7961,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
7962,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7963,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7964,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7965,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7966,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7967,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
7968,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7969,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7970,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7971,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7972,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7973,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7974,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7975,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7976,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7977,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7978,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7979,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7980,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7981,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7982,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7983,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7984,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7985,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7986,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
7987,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
7988,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7989,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7990,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
7991,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7992,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
7993,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7994,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7995,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7996,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
7997,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7998,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7999,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8000,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
8001,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8002,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
8003,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8004,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
8005,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
