Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
6913,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
6914,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6915,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6916,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6917,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6918,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
6919,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6920,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6921,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6922,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
6923,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6924,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6925,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
6926,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6927,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6928,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6929,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6930,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6931,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6932,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6933,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6934,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6935,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6936,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6937,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6938,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6939,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6940,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
6941,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6942,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
6943,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6944,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6945,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6946,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6947,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6948,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6949,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6950,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6951,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6952,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6953,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
6954,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6955,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
6956,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6957,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6958,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6959,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6960,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6961,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6962,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6963,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6964,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
6965,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6966,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6967,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6968,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6969,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6970,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6971,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6972,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6973,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6974,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6975,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6976,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6977,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6978,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6979,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6980,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6981,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6982,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6983,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6984,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6985,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6986,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6987,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6988,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6989,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6990,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6991,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6992,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6993,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6994,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6995,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6996,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6997,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6998,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6999,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
7000,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7001,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7002,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7003,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7004,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7005,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7006,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7007,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7008,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7009,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
7010,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
7011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7030,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7031,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7032,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7033,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7034,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7035,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7036,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7037,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7038,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7039,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7040,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
7041,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7042,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7043,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7044,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7045,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7046,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7047,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7048,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7049,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7050,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7051,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7052,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
7053,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7054,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7055,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7056,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7057,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7058,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7059,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7060,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7061,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7062,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7063,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7064,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
7065,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7066,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
7067,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7068,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7069,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7070,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7071,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7072,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7073,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7074,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7075,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
7076,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7077,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
7078,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7079,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
7080,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7081,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7082,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7083,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7084,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7085,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7086,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7087,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7088,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7089,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7090,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7091,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7092,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
7093,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7094,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7095,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7096,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7097,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
7098,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7099,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7100,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7101,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
7102,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
7103,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7104,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7105,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7106,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7107,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7108,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
7109,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7110,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7111,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
7112,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
7113,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7114,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7115,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
7116,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7117,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
7118,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7119,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7120,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7121,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7122,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7123,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7124,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7125,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7126,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7127,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7128,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7129,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7130,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7131,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7132,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7133,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7134,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7135,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7136,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7137,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7138,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7139,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7140,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7141,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7142,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7143,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7144,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7145,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7146,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7147,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7148,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7149,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7150,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7151,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7152,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7153,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7154,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7155,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7156,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7157,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7158,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7159,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7160,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7161,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7162,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7163,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7164,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7165,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7166,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
7167,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7168,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7169,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
7170,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7171,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7172,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
7173,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
7174,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7175,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7176,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7177,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7178,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7179,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7180,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7181,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7182,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7183,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7184,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7185,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7186,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7187,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7188,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7189,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7190,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7191,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7192,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
7193,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7194,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7195,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7196,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7197,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7198,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7199,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7200,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7201,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7202,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Cropland
7203,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
7204,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
7205,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7206,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7207,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7208,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7209,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7210,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7211,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
7212,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Cropland
7213,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7214,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7215,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7216,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
7217,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
7218,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7219,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
7220,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7221,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
7222,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7223,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7224,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7225,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
7226,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
