Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVH_M_R
1032,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1033,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1034,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1035,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1036,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1037,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1038,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1039,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1040,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1041,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1042,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1043,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1044,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1045,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
1046,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1047,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1048,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1049,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1050,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1051,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1052,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1053,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1054,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1055,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1056,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1057,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1058,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1059,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1060,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1061,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1062,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1063,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1064,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1065,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1066,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1067,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1068,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1069,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1070,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1071,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1072,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1073,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1074,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1075,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1076,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1077,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1078,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1079,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1080,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1081,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1082,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1083,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1084,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1085,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1086,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1087,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1088,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1089,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1090,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1091,NULL,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
1092,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1093,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1094,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1095,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1096,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1097,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1098,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1099,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1100,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1101,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1102,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1103,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1104,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1105,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1106,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1107,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1108,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1109,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1110,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1111,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1112,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1113,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1114,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1115,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1116,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1117,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1118,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1119,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1120,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1121,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1122,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1123,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1124,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1125,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1126,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1127,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1128,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1129,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1130,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1131,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1132,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1133,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1134,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1135,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1136,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1137,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
1138,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1139,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1140,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1141,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1142,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1143,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1144,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1145,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1146,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
1147,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1148,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1149,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1150,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1151,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1152,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
1179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
1229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1236,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1237,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1238,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1239,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1240,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1241,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1242,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1243,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
1244,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1245,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1246,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1247,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1248,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1249,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1250,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1251,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1252,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1253,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1254,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1255,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1256,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1257,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1258,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1259,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1260,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1261,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1262,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1263,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1264,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1265,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1266,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1267,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1268,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1269,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1270,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1271,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1272,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1273,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1274,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1275,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1276,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1277,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1278,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1279,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1280,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1281,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1282,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1283,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1284,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1285,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1286,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1287,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1288,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1289,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1290,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1291,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1292,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1293,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1294,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1295,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1296,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1297,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1298,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1299,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1300,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1301,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1302,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1303,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1304,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1305,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1306,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1307,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1308,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1309,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1310,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1311,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1312,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1313,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1314,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1315,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1316,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1317,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1318,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1319,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1320,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1321,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1322,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1323,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1324,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1325,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1326,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1327,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1328,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1329,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Cropland
1330,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1331,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1332,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1333,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1334,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1335,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1336,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1337,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1338,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1339,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1340,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1341,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
1342,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1343,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1344,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1345,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1346,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1347,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
