Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUV_M_R
446,Cropland,NULL,Forest,Water,Non_Wetland,Water
447,Cropland,NULL,Forest,Water,Non_Wetland,Forest
448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
450,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
451,Cropland,Cropland,Wetland,Water,Wetland,Water
452,Cropland,Cropland,Water,Water,Water,Water
453,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
455,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
456,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water
457,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
458,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
459,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
460,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
461,Cropland,Wetland,Wetland,Water,Wetland,Water
462,Cropland,Wetland,Wetland,Water,Wetland,Forest
463,Cropland,Wetland,Water,Non_Water,Water,Water
464,Cropland,Wetland,Water,Water,Water,Grassland
465,Cropland,Wetland,Water,Water,Water,Water
466,Cropland,Wetland,Forest,NULL,Non_Wetland,Water
467,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
468,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Water
469,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
470,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
471,Cropland,Wetland,Forest,Water,Non_Wetland,Water
472,Cropland,Wetland,Forest,Water,Non_Wetland,Forest
473,Cropland,Bareland,Wetland,Non_Water,Wetland,Water
474,Cropland,Bareland,Wetland,Water,Wetland,Water
475,Cropland,Bareland,Water,Water,Water,Water
476,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
477,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
478,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
479,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
480,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
481,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
482,Cropland,Built-up,Wetland,NULL,Wetland,Forest
483,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
484,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
485,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
486,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water
487,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
488,Cropland,Water,Cropland,Water,Non_Wetland,Water
489,Cropland,Water,Wetland,NULL,Wetland,Water
490,Cropland,Water,Wetland,NULL,Wetland,Forest
491,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
492,Cropland,Water,Wetland,Non_Water,Wetland,Water
493,Cropland,Water,Wetland,Non_Water,Wetland,Forest
494,Cropland,Water,Wetland,Water,Wetland,Grassland
495,Cropland,Water,Wetland,Water,Wetland,Wetland
496,Cropland,Water,Wetland,Water,Wetland,Water
497,Cropland,Water,Wetland,Water,Wetland,Forest
498,Cropland,Water,Bareland,Water,Non_Wetland,Water
499,Cropland,Water,Water,NULL,Water,Water
500,Cropland,Water,Water,Non_Water,Water,Water
501,Cropland,Water,Water,Water,Water,Water
502,Cropland,Water,Water,Water,Water,Forest
503,Cropland,Water,Forest,NULL,Non_Wetland,Forest
504,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
505,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
506,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
507,Cropland,Water,Forest,Water,Non_Wetland,Water
508,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
509,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
510,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
511,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
512,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Water
513,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
514,Cropland,Forest,Wetland,NULL,Wetland,Water
515,Cropland,Forest,Wetland,NULL,Wetland,Forest
516,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
517,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
518,Cropland,Forest,Wetland,Water,Wetland,Water
519,Cropland,Forest,Wetland,Water,Wetland,Forest
520,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
521,Cropland,Forest,Bareland,Water,Non_Wetland,Water
522,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
523,Cropland,Forest,Water,NULL,Water,Water
524,Cropland,Forest,Water,Water,Water,Water
525,Cropland,Forest,Water,Water,Water,Forest
526,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
527,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
528,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
529,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water
530,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
531,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
532,Cropland,Forest,Forest,Water,Non_Wetland,Water
533,Cropland,Forest,Forest,Water,Non_Wetland,Forest
534,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
535,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
536,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
537,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
538,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
539,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
540,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
541,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
542,Wetland,NULL,Wetland,NULL,Wetland,Grassland
543,Wetland,NULL,Wetland,NULL,Wetland,Wetland
544,Wetland,NULL,Wetland,NULL,Wetland,Water
545,Wetland,NULL,Wetland,NULL,Wetland,Forest
546,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
547,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
548,Wetland,NULL,Wetland,Non_Water,Wetland,Water
549,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
550,Wetland,NULL,Wetland,Water,Wetland,Grassland
551,Wetland,NULL,Wetland,Water,Wetland,Wetland
552,Wetland,NULL,Wetland,Water,Wetland,Water
553,Wetland,NULL,Wetland,Water,Wetland,Forest
554,Wetland,NULL,Water,NULL,Water,Water
555,Wetland,NULL,Water,Non_Water,Water,Grassland
556,Wetland,NULL,Water,Water,Water,Grassland
557,Wetland,NULL,Water,Water,Water,Wetland
558,Wetland,NULL,Water,Water,Water,Water
559,Wetland,NULL,Water,Water,Water,Forest
560,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
561,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
562,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
563,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
564,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
565,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
566,Wetland,NULL,Forest,Water,Non_Wetland,Water
567,Wetland,NULL,Forest,Water,Non_Wetland,Forest
568,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
569,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
570,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
571,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
572,Wetland,Wetland,Wetland,NULL,Wetland,NULL
573,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
574,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
575,Wetland,Wetland,Wetland,NULL,Wetland,Water
576,Wetland,Wetland,Wetland,NULL,Wetland,Forest
577,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
578,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
579,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
580,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
581,Wetland,Wetland,Wetland,Water,Wetland,Grassland
582,Wetland,Wetland,Wetland,Water,Wetland,Wetland
583,Wetland,Wetland,Wetland,Water,Wetland,Water
584,Wetland,Wetland,Wetland,Water,Wetland,Forest
585,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
586,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
587,Wetland,Wetland,Water,NULL,Water,Grassland
588,Wetland,Wetland,Water,NULL,Water,Wetland
589,Wetland,Wetland,Water,NULL,Water,Water
590,Wetland,Wetland,Water,NULL,Water,Forest
591,Wetland,Wetland,Water,Non_Water,Water,Grassland
592,Wetland,Wetland,Water,Non_Water,Water,Wetland
593,Wetland,Wetland,Water,Non_Water,Water,Water
594,Wetland,Wetland,Water,Water,Water,Grassland
595,Wetland,Wetland,Water,Water,Water,Wetland
596,Wetland,Wetland,Water,Water,Water,Water
597,Wetland,Wetland,Water,Water,Water,Forest
598,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
599,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
600,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
601,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
602,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
603,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
604,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
605,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
606,Wetland,Wetland,Forest,Water,Non_Wetland,Water
607,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
608,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
609,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
610,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
611,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
612,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
613,Wetland,Water,Shrubland,Water,Non_Wetland,Water
614,Wetland,Water,Wetland,NULL,Wetland,Grassland
615,Wetland,Water,Wetland,NULL,Wetland,Forest
616,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
617,Wetland,Water,Wetland,Non_Water,Wetland,Water
618,Wetland,Water,Wetland,Non_Water,Wetland,Forest
619,Wetland,Water,Wetland,Water,Wetland,Grassland
620,Wetland,Water,Wetland,Water,Wetland,Wetland
621,Wetland,Water,Wetland,Water,Wetland,Water
622,Wetland,Water,Wetland,Water,Wetland,Forest
623,Wetland,Water,Water,Water,Water,Water
624,Wetland,Water,Water,Water,Water,Forest
625,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
626,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
627,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
628,Wetland,Water,Forest,Water,Non_Wetland,Water
629,Wetland,Water,Forest,Water,Non_Wetland,Forest
630,Wetland,Forest,Wetland,NULL,Wetland,Grassland
631,Wetland,Forest,Wetland,NULL,Wetland,Wetland
632,Wetland,Forest,Wetland,NULL,Wetland,Forest
633,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
634,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
635,Wetland,Forest,Wetland,Non_Water,Wetland,Water
636,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
637,Wetland,Forest,Wetland,Water,Wetland,Wetland
638,Wetland,Forest,Wetland,Water,Wetland,Water
639,Wetland,Forest,Wetland,Water,Wetland,Forest
640,Wetland,Forest,Water,NULL,Water,Wetland
641,Wetland,Forest,Water,Water,Water,Wetland
642,Wetland,Forest,Water,Water,Water,Water
643,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
644,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
645,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
648,Bareland,NULL,Grassland,Water,Non_Wetland,Water
649,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
650,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
651,Bareland,NULL,Cropland,Water,Non_Wetland,Water
652,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
653,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
654,Bareland,NULL,Wetland,Non_Water,Wetland,Water
655,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
656,Bareland,NULL,Wetland,Water,Wetland,Grassland
657,Bareland,NULL,Wetland,Water,Wetland,Wetland
658,Bareland,NULL,Wetland,Water,Wetland,Bareland
659,Bareland,NULL,Wetland,Water,Wetland,Water
660,Bareland,NULL,Wetland,Water,Wetland,Forest
661,Bareland,NULL,Bareland,Water,Non_Wetland,Water
662,Bareland,NULL,Water,Non_Water,Water,Grassland
663,Bareland,NULL,Water,Non_Water,Water,Forest
664,Bareland,NULL,Water,Water,Water,Grassland
665,Bareland,NULL,Water,Water,Water,Wetland
666,Bareland,NULL,Water,Water,Water,Water
667,Bareland,NULL,Water,Water,Water,Forest
668,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
669,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
670,Bareland,NULL,Forest,Water,Non_Wetland,Water
671,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
672,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
673,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
674,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
675,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
676,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
677,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
678,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
679,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
680,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
681,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
682,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
683,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
684,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
685,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
686,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
687,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
688,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
689,Bareland,Bareland,Wetland,NULL,Wetland,Water
690,Bareland,Bareland,Wetland,NULL,Wetland,Forest
691,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL
692,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
693,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
694,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
695,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
696,Bareland,Bareland,Wetland,Water,Wetland,NULL
697,Bareland,Bareland,Wetland,Water,Wetland,Grassland
698,Bareland,Bareland,Wetland,Water,Wetland,Wetland
699,Bareland,Bareland,Wetland,Water,Wetland,Water
700,Bareland,Bareland,Wetland,Water,Wetland,Forest
701,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
702,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
703,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
704,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
705,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
706,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
707,Bareland,Bareland,Water,NULL,Water,Water
708,Bareland,Bareland,Water,NULL,Water,Forest
709,Bareland,Bareland,Water,Non_Water,Water,Grassland
710,Bareland,Bareland,Water,Non_Water,Water,Water
711,Bareland,Bareland,Water,Non_Water,Water,Forest
712,Bareland,Bareland,Water,Water,Water,NULL
713,Bareland,Bareland,Water,Water,Water,Grassland
714,Bareland,Bareland,Water,Water,Water,Wetland
715,Bareland,Bareland,Water,Water,Water,Bareland
716,Bareland,Bareland,Water,Water,Water,Water
717,Bareland,Bareland,Water,Water,Water,Forest
718,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
719,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
720,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
721,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
722,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
723,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
724,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
725,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
726,Bareland,Bareland,Forest,Water,Non_Wetland,Water
727,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
728,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
729,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
730,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
731,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
732,Bareland,Water,Shrubland,Water,Non_Wetland,Water
733,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
734,Bareland,Water,Cropland,NULL,Non_Wetland,Water
735,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
736,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
737,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
738,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
739,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
740,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
741,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
742,Bareland,Water,Cropland,Water,Non_Wetland,Water
743,Bareland,Water,Cropland,Water,Non_Wetland,Forest
744,Bareland,Water,Wetland,NULL,Wetland,Grassland
745,Bareland,Water,Wetland,NULL,Wetland,Bareland
746,Bareland,Water,Wetland,NULL,Wetland,Water
747,Bareland,Water,Wetland,NULL,Wetland,Forest
748,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
749,Bareland,Water,Wetland,Non_Water,Wetland,Water
750,Bareland,Water,Wetland,Non_Water,Wetland,Forest
751,Bareland,Water,Wetland,Water,Wetland,Grassland
752,Bareland,Water,Wetland,Water,Wetland,Wetland
753,Bareland,Water,Wetland,Water,Wetland,Water
754,Bareland,Water,Wetland,Water,Wetland,Forest
755,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
756,Bareland,Water,Bareland,NULL,Non_Wetland,Water
757,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
758,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
759,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
760,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
761,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
762,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
763,Bareland,Water,Bareland,Water,Non_Wetland,Water
764,Bareland,Water,Built-up,NULL,Non_Wetland,Water
765,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
766,Bareland,Water,Water,NULL,Water,Water
767,Bareland,Water,Water,Non_Water,Water,Water
768,Bareland,Water,Water,Non_Water,Water,Forest
769,Bareland,Water,Water,Water,Water,NULL
770,Bareland,Water,Water,Water,Water,Grassland
771,Bareland,Water,Water,Water,Water,Water
772,Bareland,Water,Water,Water,Water,Forest
773,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
774,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
775,Bareland,Water,Forest,NULL,Non_Wetland,Water
776,Bareland,Water,Forest,NULL,Non_Wetland,Forest
777,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
778,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
779,Bareland,Water,Forest,Water,Non_Wetland,Grassland
780,Bareland,Water,Forest,Water,Non_Wetland,Water
781,Bareland,Water,Forest,Water,Non_Wetland,Forest
782,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
783,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
784,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
785,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
786,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
787,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
788,Bareland,Forest,Grassland,Water,Non_Wetland,Water
789,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
790,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
791,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
792,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
793,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
794,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
795,Bareland,Forest,Cropland,Water,Non_Wetland,Water
796,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
797,Bareland,Forest,Wetland,Non_Water,Wetland,Water
798,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
799,Bareland,Forest,Wetland,Water,Wetland,Grassland
800,Bareland,Forest,Wetland,Water,Wetland,Water
801,Bareland,Forest,Wetland,Water,Wetland,Forest
802,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
803,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
804,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
805,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
806,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
807,Bareland,Forest,Bareland,Water,Non_Wetland,Water
808,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
809,Bareland,Forest,Water,Non_Water,Water,Forest
810,Bareland,Forest,Water,Water,Water,Water
811,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
812,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
813,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
814,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
815,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
816,Bareland,Forest,Forest,Water,Non_Wetland,Water
817,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
818,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
819,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
820,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
821,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
822,Water,NULL,Grassland,NULL,Non_Wetland,Forest
823,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
824,Water,NULL,Cropland,NULL,Non_Wetland,Water
825,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
826,Water,NULL,Cropland,Water,Non_Wetland,Grassland
827,Water,NULL,Wetland,NULL,Wetland,Grassland
828,Water,NULL,Wetland,NULL,Wetland,Wetland
829,Water,NULL,Wetland,NULL,Wetland,Water
830,Water,NULL,Wetland,NULL,Wetland,Forest
831,Water,NULL,Wetland,Non_Water,Wetland,Grassland
832,Water,NULL,Wetland,Non_Water,Wetland,Wetland
833,Water,NULL,Wetland,Non_Water,Wetland,Water
834,Water,NULL,Wetland,Non_Water,Wetland,Forest
835,Water,NULL,Wetland,Water,Wetland,Grassland
836,Water,NULL,Wetland,Water,Wetland,Wetland
837,Water,NULL,Wetland,Water,Wetland,Water
838,Water,NULL,Wetland,Water,Wetland,Forest
839,Water,NULL,Bareland,Water,Non_Wetland,Water
840,Water,NULL,Water,NULL,Water,Water
841,Water,NULL,Water,Non_Water,Water,Grassland
842,Water,NULL,Water,Non_Water,Water,Water
843,Water,NULL,Water,Non_Water,Water,Forest
844,Water,NULL,Water,Water,Water,Grassland
845,Water,NULL,Water,Water,Water,Wetland
846,Water,NULL,Water,Water,Water,Water
847,Water,NULL,Water,Water,Water,Forest
848,Water,NULL,Forest,NULL,Non_Wetland,Grassland
849,Water,NULL,Forest,NULL,Non_Wetland,Wetland
850,Water,NULL,Forest,NULL,Non_Wetland,Water
851,Water,NULL,Forest,NULL,Non_Wetland,Forest
852,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
853,Water,NULL,Forest,Non_Water,Non_Wetland,Water
854,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
855,Water,NULL,Forest,Water,Non_Wetland,Grassland
856,Water,NULL,Forest,Water,Non_Wetland,Wetland
857,Water,NULL,Forest,Water,Non_Wetland,Water
858,Water,NULL,Forest,Water,Non_Wetland,Forest
859,Water,Cropland,Water,Water,Water,Water
860,Water,Cropland,Forest,NULL,Non_Wetland,Forest
861,Water,Wetland,Shrubland,Water,Non_Wetland,Water
862,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
863,Water,Wetland,Cropland,NULL,Non_Wetland,Water
864,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
865,Water,Wetland,Wetland,NULL,Wetland,Grassland
866,Water,Wetland,Wetland,NULL,Wetland,Wetland
867,Water,Wetland,Wetland,NULL,Wetland,Water
868,Water,Wetland,Wetland,NULL,Wetland,Forest
869,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
870,Water,Wetland,Wetland,Non_Water,Wetland,Water
871,Water,Wetland,Wetland,Non_Water,Wetland,Forest
872,Water,Wetland,Wetland,Water,Wetland,Grassland
873,Water,Wetland,Wetland,Water,Wetland,Wetland
874,Water,Wetland,Wetland,Water,Wetland,Water
875,Water,Wetland,Wetland,Water,Wetland,Forest
876,Water,Wetland,Water,NULL,Water,Forest
877,Water,Wetland,Water,Non_Water,Water,Grassland
878,Water,Wetland,Water,Non_Water,Water,Water
879,Water,Wetland,Water,Water,Water,Grassland
880,Water,Wetland,Water,Water,Water,Wetland
881,Water,Wetland,Water,Water,Water,Water
882,Water,Wetland,Water,Water,Water,Forest
883,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
884,Water,Wetland,Forest,NULL,Non_Wetland,Water
885,Water,Wetland,Forest,NULL,Non_Wetland,Forest
886,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
887,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
888,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
889,Water,Wetland,Forest,Water,Non_Wetland,Water
890,Water,Wetland,Forest,Water,Non_Wetland,Forest
891,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
892,Water,Bareland,Shrubland,Water,Non_Wetland,Water
893,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
894,Water,Bareland,Cropland,Water,Non_Wetland,Water
895,Water,Bareland,Cropland,Water,Non_Wetland,Forest
896,Water,Bareland,Wetland,NULL,Wetland,Grassland
897,Water,Bareland,Wetland,NULL,Wetland,Water
898,Water,Bareland,Wetland,NULL,Wetland,Forest
899,Water,Bareland,Wetland,Non_Water,Wetland,NULL
900,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
901,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
902,Water,Bareland,Wetland,Non_Water,Wetland,Water
903,Water,Bareland,Wetland,Non_Water,Wetland,Forest
904,Water,Bareland,Wetland,Water,Wetland,Grassland
905,Water,Bareland,Wetland,Water,Wetland,Wetland
