Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R
10567,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10568,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10569,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
10570,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10571,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10572,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10573,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10574,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10575,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
10576,Wetland,Built-up,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
10577,Wetland,Built-up,Cropland,Water,Non_Wetland,Water,Water,Grassland
10578,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
10579,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
10580,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
10581,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
10582,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Bareland,NULL
10583,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Water,NULL
10584,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
10585,Wetland,Built-up,Wetland,NULL,Wetland,NULL,Water,Bareland
10586,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
10587,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
10588,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
10589,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
10590,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
10591,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,Water,NULL
10592,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
10593,Wetland,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Wetland
10594,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
10595,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
10596,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
10597,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Water,Bareland
10598,Wetland,Built-up,Wetland,NULL,Wetland,Cropland,NULL,Grassland
10599,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
10600,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10601,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
10602,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
10603,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
10604,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Forest,NULL
10605,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,NULL,NULL
10606,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
10607,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
10608,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10609,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
10610,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
10611,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
10612,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
10613,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
10614,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
10615,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
10616,Wetland,Built-up,Wetland,NULL,Wetland,Water,NULL,Wetland
10617,Wetland,Built-up,Wetland,NULL,Wetland,Water,Wetland,Wetland
10618,Wetland,Built-up,Wetland,NULL,Wetland,Water,Wetland,Bareland
10619,Wetland,Built-up,Wetland,NULL,Wetland,Water,Bareland,Grassland
10620,Wetland,Built-up,Wetland,NULL,Wetland,Water,Bareland,Bareland
10621,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
10622,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
10623,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,Wetland
10624,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
10625,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,Built-up
10626,Wetland,Built-up,Wetland,NULL,Wetland,Water,Water,Water
10627,Wetland,Built-up,Wetland,NULL,Wetland,Water,Forest,Grassland
10628,Wetland,Built-up,Wetland,NULL,Wetland,Forest,Wetland,NULL
10629,Wetland,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
10630,Wetland,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
10631,Wetland,Built-up,Wetland,NULL,Wetland,Forest,Water,Grassland
10632,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
10633,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
10634,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10635,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
10636,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10637,Wetland,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
10638,Wetland,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
10639,Wetland,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
10640,Wetland,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
10641,Wetland,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
10642,Wetland,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
10643,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Built-up
10644,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10645,Wetland,Built-up,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
10646,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10647,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10648,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
10649,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
10650,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10651,Wetland,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
10652,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10653,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10654,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Forest
10655,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
10656,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,NULL
10657,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
10658,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
10659,Wetland,Built-up,Wetland,Non_Water,Wetland,Water,Water,Bareland
10660,Wetland,Built-up,Wetland,Water,Wetland,NULL,Forest,NULL
10661,Wetland,Built-up,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10662,Wetland,Built-up,Wetland,Water,Wetland,Shrubland,NULL,Wetland
10663,Wetland,Built-up,Wetland,Water,Wetland,Shrubland,Water,NULL
10664,Wetland,Built-up,Wetland,Water,Wetland,Shrubland,Water,Grassland
10665,Wetland,Built-up,Wetland,Water,Wetland,Shrubland,Water,Wetland
10666,Wetland,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
10667,Wetland,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
10668,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Wetland
10669,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
10670,Wetland,Built-up,Wetland,Water,Wetland,Water,NULL,Grassland
10671,Wetland,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
10672,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,NULL
10673,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
10674,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
10675,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
10676,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10677,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10678,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10679,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10680,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
10681,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10682,Wetland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
10683,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10684,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10685,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
10686,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10687,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10688,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
10689,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
10690,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
10691,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Wetland
10692,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
10693,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
10694,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
10695,Wetland,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
10696,Wetland,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
10697,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10698,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10699,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10700,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10701,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10702,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
10703,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
10704,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10705,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10706,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10707,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10708,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10709,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10710,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10711,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10712,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10713,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10714,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
10715,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
10716,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10717,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
10718,Wetland,Water,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
10719,Wetland,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10720,Wetland,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
10721,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10722,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10723,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10724,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10725,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
10726,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
10727,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10728,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10729,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10730,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
10731,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10732,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
10733,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
10734,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
10735,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
10736,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
10737,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
10738,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
10739,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
10740,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
10741,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10742,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
10743,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10744,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
10745,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
10746,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
10747,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
10748,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
10749,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10750,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10751,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
10752,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
10753,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10754,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10755,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
10756,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10757,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
10758,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10759,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
10760,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
10761,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10762,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Wetland
10763,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Bareland
10764,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10765,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
10766,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
10767,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
10768,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10769,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Bareland,Water
10770,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
10771,Wetland,Water,NULL,Water,Non_Wetland,NULL,Bareland,Wetland
10772,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
10773,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
10774,Wetland,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
10775,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
10776,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
10777,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
10778,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
10779,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Wetland
10780,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
10781,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
10782,Wetland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
10783,Wetland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
10784,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
10785,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
10786,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
10787,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10788,Wetland,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
10789,Wetland,Water,NULL,Water,Non_Wetland,Water,Bareland,Bareland
10790,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
10791,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
10792,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
10793,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10794,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10795,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10796,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10797,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10798,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
10799,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10800,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10801,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10802,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10803,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10804,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10805,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
10806,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10807,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10808,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10809,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
10810,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
10811,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
10812,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10813,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10814,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10815,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10816,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10817,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
10818,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10819,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
10820,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10821,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
10822,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
10823,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
10824,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10825,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
10826,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10827,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10828,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10829,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10830,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
10831,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10832,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10833,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
10834,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10835,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10836,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
10837,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10838,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
10839,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
10840,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
10841,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
10842,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
10843,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
10844,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
10845,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
10846,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10847,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10848,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10849,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10850,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
10851,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10852,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
10853,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10854,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10855,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
10856,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10857,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
10858,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10859,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
10860,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
10861,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10862,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10863,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
10864,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10865,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
10866,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10867,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10868,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10869,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
10870,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
10871,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
10872,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10873,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
10874,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
10875,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
10876,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
10877,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10878,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10879,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
10880,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10881,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
10882,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
10883,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10884,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
10885,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
10886,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
10887,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
10888,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
10889,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
10890,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
10891,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
10892,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
10893,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
10894,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
10895,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
