Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTQ_M_R
689,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
690,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
691,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
692,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
693,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
694,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
695,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
696,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
698,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
699,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
700,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
702,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
703,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
704,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
705,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
706,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
707,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
708,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
709,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
710,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
712,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
713,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
714,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
715,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
716,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
717,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
719,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
721,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
722,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
723,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
724,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
725,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
726,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
727,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
728,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
729,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
730,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
731,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
732,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
733,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
734,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
735,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
737,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
738,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
739,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
740,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
741,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
742,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
743,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
744,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
745,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
746,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
747,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
748,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
749,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
750,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
751,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
752,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
753,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
754,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
755,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
756,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
757,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
758,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
759,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
760,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
761,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
762,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
763,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
764,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
765,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
766,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
767,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
768,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
769,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
770,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
771,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
772,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
773,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
774,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
776,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
777,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
778,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
779,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
781,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
783,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
784,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
785,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
786,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
787,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
788,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
789,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
790,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
791,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
792,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
793,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
794,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
795,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
797,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
798,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
799,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
801,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
802,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
803,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
804,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
805,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
806,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
807,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
809,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
810,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
811,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
812,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
813,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
814,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
816,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
817,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
818,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
819,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
821,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
822,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
823,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
824,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
826,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
827,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
828,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
829,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
830,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
831,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
832,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
833,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
834,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
835,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
836,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
837,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
839,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
840,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
841,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
842,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
843,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
844,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
845,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
846,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
847,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
848,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
849,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
850,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
851,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
852,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
853,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
854,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
855,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
856,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
857,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
858,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
859,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
860,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
861,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
862,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
863,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
864,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
865,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
866,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
867,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
869,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
870,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
871,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
873,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
875,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
877,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
878,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
879,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
880,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
881,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
882,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
883,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
884,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
885,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
886,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
887,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
888,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
889,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
893,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
894,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
895,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
896,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
897,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
898,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
899,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
900,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
901,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
902,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
903,Water,NULL,Water,NULL,Water,NULL,NULL,Water
904,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
905,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
906,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
907,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
908,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
909,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
910,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
911,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
912,Water,NULL,Water,Water,Water,NULL,NULL,NULL
913,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
914,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
915,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
916,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
917,Water,NULL,Water,Water,Water,NULL,NULL,Water
918,Water,NULL,Water,Water,Water,NULL,NULL,Forest
919,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
920,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
921,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
922,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
923,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
924,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
925,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
926,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
927,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
928,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
929,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
930,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
931,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
932,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
933,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
935,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
936,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
937,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
938,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
939,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
940,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
941,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
942,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
943,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
944,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
946,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
947,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
949,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
950,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
951,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
953,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
954,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
958,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
959,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
960,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
961,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
962,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
963,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
964,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
965,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
966,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
967,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
968,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
969,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
970,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
971,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
972,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
973,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
974,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Water
975,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
976,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
977,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
978,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
979,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
980,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
981,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
982,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
983,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
984,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
985,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
986,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
987,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
988,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
989,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
990,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
991,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
992,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
993,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
994,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
996,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
997,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
998,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
999,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1001,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1002,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1003,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1004,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1005,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1016,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1017,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1018,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1019,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1021,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1022,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1023,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1024,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1026,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1027,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1028,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1029,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1030,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1031,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1034,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1036,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
