Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRN_M_R
427,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
428,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
429,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
430,Grassland,Wetland,Wetland,Water,Wetland,Grassland
431,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
432,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
433,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
434,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
435,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
436,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
437,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
438,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
439,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
440,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL
441,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
442,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
443,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
444,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
445,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL
446,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
447,Grassland,Bareland,Cropland,NULL,Non_Wetland,Built-up
448,Grassland,Bareland,Cropland,NULL,Non_Wetland,Forest
449,Grassland,Bareland,Cropland,Water,Non_Wetland,Water
450,Grassland,Bareland,Bareland,NULL,Non_Wetland,Grassland
451,Grassland,Bareland,Bareland,NULL,Non_Wetland,Built-up
452,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland
453,Grassland,Bareland,Built-up,NULL,Non_Wetland,Built-up
454,Grassland,Bareland,Built-up,NULL,Non_Wetland,Forest
455,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL
456,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
457,Grassland,Bareland,Forest,NULL,Non_Wetland,Cropland
458,Grassland,Bareland,Forest,NULL,Non_Wetland,Built-up
459,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
460,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
461,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
462,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
463,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
464,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
465,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
466,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
467,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
468,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
469,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
470,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
471,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
472,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
473,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
474,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
475,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
476,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
477,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
478,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
479,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
480,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
481,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
482,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
483,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
484,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
485,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
486,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
487,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
488,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
489,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
490,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
491,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
492,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
493,Grassland,Water,Shrubland,Water,Non_Wetland,Water
494,Grassland,Water,Grassland,NULL,Non_Wetland,NULL
495,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
496,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
497,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
498,Grassland,Water,Cropland,Water,Non_Wetland,Water
499,Grassland,Water,Bareland,Water,Non_Wetland,Cropland
500,Grassland,Water,Bareland,Water,Non_Wetland,Water
501,Grassland,Water,Water,NULL,Water,Grassland
502,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
503,Grassland,Water,Forest,NULL,Non_Wetland,Water
504,Grassland,Water,Forest,NULL,Non_Wetland,Forest
505,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
506,Grassland,Water,Forest,Water,Non_Wetland,Grassland
507,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
508,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
509,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
510,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
511,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
512,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
513,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
514,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
515,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
516,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
517,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
518,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
519,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
520,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
521,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
522,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
523,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
524,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
525,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
526,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
527,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
528,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
529,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
530,Grassland,Forest,Forest,NULL,Non_Wetland,Water
531,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
532,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
533,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
534,Grassland,Forest,Forest,Water,Non_Wetland,Forest
535,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
542,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
544,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
545,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
546,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
547,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
548,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
549,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
550,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
551,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
552,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
553,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
554,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
555,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
556,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
558,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
559,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
560,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
561,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
562,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
563,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
564,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
565,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
566,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
567,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
568,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
569,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
570,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
571,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
572,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
573,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
574,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
575,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
576,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
577,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
578,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
579,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
580,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
581,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
582,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
583,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
584,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
585,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
586,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
587,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
588,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
589,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
596,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
597,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
598,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
599,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
600,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
601,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
602,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
603,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
604,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
605,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
606,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
607,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
608,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
609,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
610,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
611,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
612,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
613,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
614,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
615,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
616,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
617,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
618,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
619,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
620,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
621,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
622,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
623,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
624,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
625,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
626,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
627,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
628,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
629,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
630,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
631,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
632,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
633,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
634,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
635,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
636,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
637,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
638,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
639,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
640,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
641,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
642,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
643,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
644,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
645,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
646,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
647,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
648,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
649,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
650,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
651,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
652,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
653,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
654,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
655,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
656,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
657,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
658,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
659,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
660,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
661,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
662,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
663,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
664,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
665,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
666,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
667,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
668,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
669,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
670,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
672,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
673,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
674,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
675,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
676,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
677,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
678,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
679,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
680,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
681,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
682,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
683,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
684,Cropland,Water,Bareland,Water,Non_Wetland,Water
685,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
686,Cropland,Water,Forest,NULL,Non_Wetland,Forest
687,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
688,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
689,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
690,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
691,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
692,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
693,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
694,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
695,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
696,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
697,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
698,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
699,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
700,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
701,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
702,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
703,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
704,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
705,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
706,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
707,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
708,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
709,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
710,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
711,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
712,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
713,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
714,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
715,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
716,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
717,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
718,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
719,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
720,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
721,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
722,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
723,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
724,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
725,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
726,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
727,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
728,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
729,Wetland,NULL,Wetland,Water,Wetland,Water
730,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
731,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
732,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
733,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
734,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
735,Wetland,NULL,Bareland,Water,Non_Wetland,Water
736,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
737,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
738,Wetland,NULL,Water,NULL,Water,Water
739,Wetland,NULL,Water,Water,Water,Water
740,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
741,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
742,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
743,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
744,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
745,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
746,Wetland,NULL,Forest,Water,Non_Wetland,NULL
747,Wetland,NULL,Forest,Water,Non_Wetland,Water
748,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
749,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
750,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
751,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
752,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
753,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
754,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
755,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
756,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
757,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
758,Wetland,Wetland,Water,NULL,Water,Wetland
759,Wetland,Wetland,Water,NULL,Water,Water
760,Wetland,Wetland,Water,Water,Water,Cropland
761,Wetland,Wetland,Water,Water,Water,Wetland
762,Wetland,Wetland,Water,Water,Water,Water
763,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
764,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
765,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
766,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
767,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
768,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
769,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
770,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
771,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
772,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
773,Wetland,Wetland,Forest,Water,Non_Wetland,Water
774,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
775,Wetland,Bareland,Cropland,NULL,Non_Wetland,Cropland
776,Wetland,Bareland,Cropland,NULL,Non_Wetland,Bareland
777,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
778,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
779,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
780,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
781,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
782,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
783,Wetland,Water,Shrubland,Water,Non_Wetland,Water
784,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
785,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
786,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
787,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
788,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
789,Wetland,Water,Water,NULL,Water,Cropland
790,Wetland,Water,Water,Non_Water,Water,Water
791,Wetland,Water,Water,Water,Water,Water
792,Wetland,Water,Forest,NULL,Non_Wetland,Water
793,Wetland,Water,Forest,NULL,Non_Wetland,Forest
794,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
795,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
796,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
797,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
798,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
799,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
806,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
807,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
808,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
809,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
810,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
811,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
812,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
813,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
814,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
815,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
816,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
817,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
818,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
819,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
820,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
821,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
822,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
823,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
824,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
825,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
826,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
827,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
828,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
829,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
830,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
831,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
832,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
833,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
834,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
835,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
836,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
837,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
838,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
839,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
840,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
841,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
842,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
843,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
844,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
845,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
