Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPT_M_R
7186,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7187,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7188,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7189,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7190,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
7191,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
7192,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7193,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7194,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7195,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7196,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7197,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
7198,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7199,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7200,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
7201,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
7202,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7203,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7204,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
7205,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7206,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7207,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7208,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
7209,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7210,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
7211,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7212,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7213,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7214,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7215,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7216,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
7217,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7218,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7219,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7220,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7221,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7222,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7223,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7224,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7225,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7226,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7227,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7228,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7229,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7230,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
7231,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Bareland
7232,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
7233,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
7234,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7235,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
7236,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
7237,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7238,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
7239,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Wetland
7240,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
7241,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7242,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
7243,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
7244,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
7245,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7246,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
7247,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
7248,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7249,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
7250,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7251,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7252,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
7253,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
7254,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7255,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7256,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
7257,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7258,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
7259,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Wetland
7260,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7261,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
7262,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
7263,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
7264,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
7265,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
7266,Wetland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
7267,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
7268,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
7269,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7270,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
7271,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
7272,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
7273,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7274,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7275,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7276,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7277,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7278,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7279,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
7280,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
7281,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
7282,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
7283,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
7284,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Cropland
7285,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
7286,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Bareland
7287,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
7288,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
7289,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Wetland
7290,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
7291,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7292,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
7293,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Built-up
7294,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
7295,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
7296,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
7297,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
7298,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Built-up
7299,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7300,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
7301,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7302,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
7303,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
7304,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
7305,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Built-up
7306,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
7307,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
7308,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7309,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
7310,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7311,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7312,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7313,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7314,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
7315,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
7316,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
7317,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
7318,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
7319,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
7320,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7321,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
7322,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
7323,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7324,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7325,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
7326,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
7327,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
7328,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7329,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7330,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Bareland
7331,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
7332,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
7333,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
7334,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
7335,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7336,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7337,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7338,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7339,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7340,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7341,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7342,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7343,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
7344,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
7345,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
7346,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
7347,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
7348,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
7349,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
7350,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
7351,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
7352,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7353,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
7354,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7355,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
7356,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
7357,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
7358,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
7359,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
7360,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
7361,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
7362,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
7363,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7364,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
7365,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
7366,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
7367,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
7368,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
7369,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
7370,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
7371,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
7372,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7373,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
7374,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
7375,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
7376,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
7377,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
7378,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
7379,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
7380,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7381,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
7382,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
7383,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7384,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
7385,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7386,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
7387,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
7388,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
7389,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
7390,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7391,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
7392,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
7393,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
7394,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
7395,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
7396,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
7397,Wetland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
7398,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
7399,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
7400,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7401,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
7402,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7403,Wetland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Wetland
7404,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
7405,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
7406,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Bareland
7407,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
7408,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
7409,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
7410,Wetland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7411,Wetland,NULL,Wetland,Non_Water,NULL,Shrubland,Bareland,Bareland
7412,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7413,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
7414,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7415,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
7416,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7417,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
7418,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7419,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
7420,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Bareland
7421,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
7422,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
7423,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
7424,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
7425,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
7426,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
7427,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
7428,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
7429,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
7430,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Bareland
7431,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7432,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7433,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7434,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
7435,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
7436,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7437,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7438,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
7439,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
7440,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
7441,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
7442,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
7443,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
7444,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
7445,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7446,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7447,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
7448,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
7449,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
7450,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
7451,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
7452,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7453,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7454,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
7455,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7456,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7457,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7458,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7459,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
7460,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
7461,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
7462,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
7463,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7464,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7465,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
7466,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
7467,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
7468,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
7469,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Bareland
7470,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
7471,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
7472,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
7473,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
7474,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7475,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
7476,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
7477,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
7478,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
7479,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
7480,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
7481,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7482,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
7483,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7484,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7485,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7486,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
7487,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
7488,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
7489,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
7490,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
7491,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7492,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7493,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
7494,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7495,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
7496,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7497,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7498,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
7499,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7500,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
7501,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Bareland
7502,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7503,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
7504,Wetland,NULL,Wetland,Water,NULL,Grassland,Water,Grassland
7505,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Wetland
7506,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Water
7507,Wetland,NULL,Wetland,Water,NULL,Bareland,Water,Wetland
7508,Wetland,NULL,Wetland,Water,NULL,Water,Water,Bareland
7509,Wetland,NULL,Wetland,Water,NULL,Water,Water,Water
7510,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
7511,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
7512,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
7513,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
7514,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
7515,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Bareland
