Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNN_M_R
771,Wetland,Bareland,Wetland,Water,Wetland,NULL,Forest
772,Wetland,Bareland,Water,NULL,Water,NULL,Water
773,Wetland,Bareland,Water,Water,Water,NULL,Wetland
774,Wetland,Bareland,Water,Water,Water,NULL,Water
775,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
776,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
777,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
778,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
779,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
780,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
781,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
782,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
783,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
784,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
785,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
786,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
787,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
788,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
789,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
790,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
791,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
792,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
793,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
794,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water
795,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
796,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
797,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
798,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
799,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water
800,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
801,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water
802,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
803,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
804,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
805,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
806,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
807,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
808,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
809,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
810,Wetland,Water,Wetland,Water,Wetland,NULL,Bareland
811,Wetland,Water,Wetland,Water,Wetland,NULL,Water
812,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
813,Wetland,Water,Water,NULL,Water,NULL,Grassland
814,Wetland,Water,Water,NULL,Water,NULL,Wetland
815,Wetland,Water,Water,NULL,Water,NULL,Water
816,Wetland,Water,Water,NULL,Water,NULL,Forest
817,Wetland,Water,Water,Non_Water,Water,NULL,Grassland
818,Wetland,Water,Water,Non_Water,Water,NULL,Water
819,Wetland,Water,Water,Non_Water,Water,NULL,Forest
820,Wetland,Water,Water,Water,Water,NULL,Grassland
821,Wetland,Water,Water,Water,Water,NULL,Wetland
822,Wetland,Water,Water,Water,Water,NULL,Bareland
823,Wetland,Water,Water,Water,Water,NULL,Water
824,Wetland,Water,Water,Water,Water,NULL,Forest
825,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
826,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
827,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water
828,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
829,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
830,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
831,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
832,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
833,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
834,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland
835,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
836,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
837,Wetland,Forest,NULL,Water,Non_Wetland,NULL,Grassland
838,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
839,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
840,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
841,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
842,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
843,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
844,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
845,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
846,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
847,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
848,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
849,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water
850,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
851,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
852,Wetland,Forest,Water,NULL,Water,NULL,Grassland
853,Wetland,Forest,Water,Water,Water,NULL,Grassland
854,Wetland,Forest,Water,Water,Water,NULL,Water
855,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
856,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
857,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
858,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
859,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
860,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
861,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
862,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
863,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
864,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
865,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
866,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
867,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
868,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Forest
869,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
870,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
871,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
872,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
873,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
874,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
875,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
876,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
877,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
878,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
879,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
880,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
881,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
882,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
883,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
884,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
885,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
886,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
887,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
888,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
889,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
890,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
891,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
892,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
893,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
894,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
895,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
896,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
897,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
898,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
899,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
900,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
901,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland
902,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
903,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water
904,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
905,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
906,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
907,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
908,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
909,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
910,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
911,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
912,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
913,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
914,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
915,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
916,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
917,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
918,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
919,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
920,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
921,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
922,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
923,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
924,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
925,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
926,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
927,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
928,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
929,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
930,Bareland,NULL,Water,NULL,Water,NULL,Bareland
931,Bareland,NULL,Water,NULL,Water,NULL,Water
932,Bareland,NULL,Water,NULL,Water,NULL,Forest
933,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
934,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
935,Bareland,NULL,Water,Non_Water,Water,NULL,Water
936,Bareland,NULL,Water,Non_Water,Water,NULL,Forest
937,Bareland,NULL,Water,Water,Water,NULL,Grassland
938,Bareland,NULL,Water,Water,Water,NULL,Wetland
939,Bareland,NULL,Water,Water,Water,NULL,Bareland
940,Bareland,NULL,Water,Water,Water,NULL,Water
941,Bareland,NULL,Water,Water,Water,NULL,Forest
942,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
943,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
944,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
945,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
946,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
947,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
948,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
949,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
950,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Water
951,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
952,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
953,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
954,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
955,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
956,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
957,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
958,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
959,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
960,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
961,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
962,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
963,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
964,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
965,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
966,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
967,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
968,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
969,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
970,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
971,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
972,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
973,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
974,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
975,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
976,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
977,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
978,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
979,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
980,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
981,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
982,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
983,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
984,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
985,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
986,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
987,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
988,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
989,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
990,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
991,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
992,Bareland,Wetland,Water,NULL,Water,NULL,Forest
993,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
994,Bareland,Wetland,Water,Non_Water,Water,NULL,Forest
995,Bareland,Wetland,Water,Water,Water,NULL,Grassland
996,Bareland,Wetland,Water,Water,Water,NULL,Wetland
997,Bareland,Wetland,Water,Water,Water,NULL,Water
998,Bareland,Wetland,Water,Water,Water,NULL,Forest
999,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1000,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1001,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1002,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1003,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1004,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1005,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Water
1006,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1007,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Water
1008,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1009,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
1010,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1011,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1012,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1013,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1014,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1015,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1016,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1017,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1018,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1019,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1020,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1021,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1022,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1023,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1024,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1025,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1026,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1027,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1028,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1029,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1030,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1031,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1032,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1033,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1034,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1035,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Forest
1036,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1037,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1038,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1039,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1040,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1041,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1042,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1043,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1044,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1045,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1046,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water
1047,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1048,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1049,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1050,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1051,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1052,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1053,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1054,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1055,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1056,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1057,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1058,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1059,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1060,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1061,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1062,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1063,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1064,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1065,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1066,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1067,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1068,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1069,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Wetland
1070,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1071,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1072,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Forest
1073,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1074,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1075,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1076,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1077,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water
1078,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1079,Bareland,Bareland,Water,NULL,Water,NULL,Wetland
1080,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1081,Bareland,Bareland,Water,NULL,Water,NULL,Water
1082,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1083,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1084,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1085,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1086,Bareland,Bareland,Water,Non_Water,Water,NULL,Forest
1087,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1088,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1089,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1090,Bareland,Bareland,Water,Water,Water,NULL,Water
1091,Bareland,Bareland,Water,Water,Water,NULL,Forest
1092,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1093,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1094,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1095,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1096,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1097,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1098,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1099,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1100,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1101,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1102,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1103,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1104,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1105,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Water
1106,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1107,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1108,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1109,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1110,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1111,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1112,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1113,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1114,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1115,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
1116,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1117,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1118,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1119,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1120,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1121,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1122,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1123,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1124,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1125,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1126,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1127,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1128,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1129,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1130,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1131,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1132,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1133,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1134,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1135,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
1136,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1137,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1138,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1139,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1140,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1141,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1142,Bareland,Water,Wetland,Water,Wetland,NULL,Wetland
1143,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1144,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1145,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1146,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1147,Bareland,Water,Water,NULL,Water,NULL,Grassland
1148,Bareland,Water,Water,NULL,Water,NULL,Water
1149,Bareland,Water,Water,NULL,Water,NULL,Forest
1150,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1151,Bareland,Water,Water,Non_Water,Water,NULL,Water
1152,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1153,Bareland,Water,Water,Water,Water,NULL,Grassland
1154,Bareland,Water,Water,Water,Water,NULL,Wetland
1155,Bareland,Water,Water,Water,Water,NULL,Water
1156,Bareland,Water,Water,Water,Water,NULL,Forest
