Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R
2985,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2986,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2987,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2988,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2989,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2990,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2991,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2992,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2993,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2994,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2995,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2996,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2997,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2998,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
2999,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3000,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3001,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
3002,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3003,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3004,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
3005,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3006,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3007,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3008,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3009,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3010,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3011,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3012,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3013,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3014,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3015,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3016,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3017,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3018,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3019,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3020,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3021,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
3022,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3023,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3024,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3025,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
3026,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3027,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3028,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
3029,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
3030,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3031,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
3032,Grassland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
3033,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3034,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Wetland
3035,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3036,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3037,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3038,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3039,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3040,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3041,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3042,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3043,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3044,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3045,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3046,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3047,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
3048,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3049,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
3050,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3051,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3052,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3053,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
3054,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
3055,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
3056,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
3057,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,Wetland
3058,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3059,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
3060,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
3061,Grassland,Cropland,Water,Water,Water,Wetland,Water,Wetland
3062,Grassland,Cropland,Water,Water,Water,Water,Wetland,Wetland
3063,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3064,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3065,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3066,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3067,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3068,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3069,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3070,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3071,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3072,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3073,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3074,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3075,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3076,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3077,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3078,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3079,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3080,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3081,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3082,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3083,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3084,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3085,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3086,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3087,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3088,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3089,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3090,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
3091,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3092,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
3093,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3094,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3095,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3096,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3097,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3098,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3099,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3100,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3101,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3102,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3103,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3104,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3105,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3106,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3107,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3108,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3109,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3110,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3111,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3112,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
3113,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
3114,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3115,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3116,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3117,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3118,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
3119,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3120,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3121,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3122,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3123,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
3124,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
3125,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3126,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3127,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3128,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3129,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3130,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3131,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3132,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
3133,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3134,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
3135,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3136,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3137,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3138,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
3139,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3140,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3141,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3142,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3143,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3144,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3145,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3146,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3147,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3148,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3149,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3150,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3151,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3152,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3153,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3154,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3155,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
3156,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3157,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3158,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3159,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3160,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3161,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3162,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3163,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3164,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
3165,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3166,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3167,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3168,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3169,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3170,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3171,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3172,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3173,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3174,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3175,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3176,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3177,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3178,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
3179,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3180,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3181,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3182,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3183,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3184,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3185,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3186,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3187,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3188,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3189,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
3190,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3191,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3192,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3193,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3194,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3195,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3196,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3197,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3198,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3199,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3200,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3201,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3202,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
3203,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3204,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
3205,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
3206,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
3207,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3208,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3209,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3210,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3211,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
3212,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3213,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3214,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3215,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3216,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
3217,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3218,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3219,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3220,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3221,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3222,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3223,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
3224,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3225,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
3226,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3227,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3228,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3229,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3230,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3231,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3232,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3233,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3234,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3235,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3236,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3237,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3238,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3239,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3240,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3241,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3242,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3243,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
3244,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
3245,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3246,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3247,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3248,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3249,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
3250,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3251,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Water
3252,Grassland,Wetland,Water,NULL,Water,Water,Water,Wetland
3253,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3254,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3255,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3256,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3257,Grassland,Wetland,Water,Water,Water,NULL,Water,Wetland
3258,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
3259,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
3260,Grassland,Wetland,Water,Water,Water,Grassland,Water,Water
3261,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3262,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3263,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
3264,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3265,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
3266,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3267,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
3268,Grassland,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
3269,Grassland,Wetland,Water,Water,Water,Bareland,Water,Wetland
3270,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
3271,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3272,Grassland,Wetland,Water,Water,Water,Water,Wetland,Bareland
3273,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
3274,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
3275,Grassland,Wetland,Water,Water,Water,Water,Water,Water
3276,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3277,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3278,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3279,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3280,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3281,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3282,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3283,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3284,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3285,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3286,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3287,Grassland,Bareland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3288,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3289,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3290,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3291,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3292,Grassland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3293,Grassland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3294,Grassland,Bareland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3295,Grassland,Bareland,Water,Water,Water,Wetland,Wetland,Wetland
3296,Grassland,Bareland,Water,Water,Water,Water,Water,Wetland
3297,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3298,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
3299,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3300,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3301,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3302,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3303,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3304,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3305,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3306,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3307,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3308,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3309,Grassland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
3310,Grassland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3311,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3312,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3313,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3314,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3315,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
