Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLL_M_R
360,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
361,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
362,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
363,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
364,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
365,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
367,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
368,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
370,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
371,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
372,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
373,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
374,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
376,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
377,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
378,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
379,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
380,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
381,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
382,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
383,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
384,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
385,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
386,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
387,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
389,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
390,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
391,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
392,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
393,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
394,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
395,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
396,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
397,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
398,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
399,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
400,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
401,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
402,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
403,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
404,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
405,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
406,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
409,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
410,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
411,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
412,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
413,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
416,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
418,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
419,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
420,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
421,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
422,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
423,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
424,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
425,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
426,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
427,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Forest
428,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
429,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
430,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
431,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
432,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
434,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
435,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
436,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
437,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
438,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
441,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
442,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
443,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
445,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
446,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
449,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
450,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
452,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
453,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
454,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
455,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
457,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
458,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
460,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
461,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
462,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
463,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
464,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
465,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
466,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
467,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
468,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
469,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
470,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
471,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
472,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
473,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
474,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
475,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
476,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
478,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
479,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
480,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
481,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
483,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
484,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
485,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
487,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
488,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
489,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
490,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
491,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
492,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
493,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
495,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
496,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
497,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
498,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
499,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
500,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
501,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
502,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
504,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
505,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
506,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
507,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
508,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
509,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
510,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
511,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
512,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
513,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
514,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
515,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
516,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
517,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
518,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
520,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
521,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
522,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
523,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
524,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
525,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
526,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
527,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
528,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
529,Forest,Water,Water,NULL,Water,NULL,NULL,Water
530,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
531,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
532,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
533,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
534,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
535,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
536,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
537,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
538,Forest,Water,Water,Water,Water,NULL,NULL,Water
539,Forest,Water,Water,Water,Water,NULL,NULL,Forest
540,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
541,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
542,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
543,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
544,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
545,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
548,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
550,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
551,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
552,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
553,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
554,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
555,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
556,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
557,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
558,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
559,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
560,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
562,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
563,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
564,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
566,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
567,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
568,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
569,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
570,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
572,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
573,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
574,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
576,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
577,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
579,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
580,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
581,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
582,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
583,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
584,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
585,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
586,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
587,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
590,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
591,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
592,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
593,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
594,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
595,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
596,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
597,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
599,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
600,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
601,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
602,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
603,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
604,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
605,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
606,Forest,Forest,Water,Water,Water,NULL,NULL,Water
607,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
608,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
609,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
610,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
611,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
612,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
613,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
614,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
616,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
617,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
619,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
