Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGJ_M_R
11731,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11732,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11733,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11734,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11735,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11736,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11737,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11738,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11739,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11740,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11741,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11742,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11743,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11744,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11745,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11746,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11747,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11748,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11749,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11750,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11751,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
11752,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
11753,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11754,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
11755,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
11756,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
11757,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11758,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11759,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11760,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11761,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11762,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11763,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11764,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11765,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
11766,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
11767,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11768,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
11769,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11770,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11771,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
11772,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11773,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11774,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11775,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11776,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11777,Bareland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11778,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11779,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11780,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11781,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11782,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11783,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
11784,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11785,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
11786,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11787,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11788,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
11789,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
11790,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11791,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11792,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11793,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11794,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11795,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11796,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11797,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11798,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11799,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11800,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11801,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11802,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11803,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11804,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11805,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11806,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11807,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11808,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11809,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11810,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11811,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11812,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11813,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11814,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11815,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11816,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11817,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
11818,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
11819,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
11820,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
11821,Bareland,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
11822,Bareland,Built-up,Water,NULL,Water,NULL,Bareland,Bareland
11823,Bareland,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
11824,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
11825,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
11826,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
11827,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Water
11828,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
11829,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
11830,Bareland,Built-up,Water,NULL,Water,Bareland,Water,Bareland
11831,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
11832,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
11833,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
11834,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11835,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11836,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11837,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11838,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
11839,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11840,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11841,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11842,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11843,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11844,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11845,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11846,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
11847,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
11848,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11849,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
11850,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11851,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
11852,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
11853,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11854,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11855,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11856,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11857,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
11858,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11859,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11860,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11861,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
11862,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
11863,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
11864,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
11865,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11866,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11867,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11868,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11869,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11870,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11871,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11872,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11873,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11874,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11875,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
11876,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11877,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11878,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11879,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11880,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11881,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
11882,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11883,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11884,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11885,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11886,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11887,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
11888,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11889,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11890,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11891,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11892,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11893,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
11894,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
11895,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11896,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11897,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11898,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
11899,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
11900,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11901,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11902,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11903,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11904,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11905,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
11906,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11907,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11908,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11909,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11910,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11911,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11912,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11913,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11914,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11915,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11916,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11917,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11918,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11919,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11920,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11921,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11922,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11923,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11924,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11925,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11926,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11927,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11928,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11929,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11930,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11931,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11932,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11933,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11934,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11935,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11936,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11937,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11938,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11939,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11940,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11941,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11942,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
11943,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11944,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
11945,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11946,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11947,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11948,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11949,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11950,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11951,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
11952,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
11953,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11954,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11955,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
11956,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
11957,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
11958,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
11959,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Water
11960,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
11961,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
11962,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11963,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11964,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11965,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Water
11966,Bareland,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
11967,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11968,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
11969,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
11970,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11971,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
11972,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11973,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11974,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11975,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11976,Bareland,Water,Water,NULL,Water,Bareland,NULL,Bareland
11977,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
11978,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Cropland
11979,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Bareland
11980,Bareland,Water,Water,NULL,Water,Bareland,Water,Bareland
11981,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
11982,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
11983,Bareland,Water,Water,Non_Water,Water,Bareland,Grassland,Bareland
11984,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Bareland
11985,Bareland,Water,Water,Water,Water,Bareland,Bareland,Grassland
11986,Bareland,Water,Water,Water,Water,Bareland,Bareland,Cropland
11987,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
11988,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
11989,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
11990,Bareland,Water,Water,Water,Water,Bareland,Water,Water
11991,Bareland,Water,Water,Water,Water,Water,Bareland,Water
11992,Bareland,Water,Water,Water,Water,Water,Water,Water
11993,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11994,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11995,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11996,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11997,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11998,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
11999,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12000,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
12001,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
12002,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12003,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12004,Bareland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12005,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
12006,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
12007,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12008,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12009,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12010,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12011,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12012,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12013,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12014,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12015,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12016,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12017,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12018,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12019,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12020,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12021,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12022,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12023,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12024,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12025,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12026,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12027,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
12028,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12029,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12030,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12031,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12032,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12033,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12034,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12035,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12036,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12037,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12038,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12039,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12040,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12041,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12042,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12043,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12044,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12045,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12046,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12047,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12048,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12049,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12050,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12051,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12052,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12053,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12054,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12055,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12056,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
