Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPL_M_R
717,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
718,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
719,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
720,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
721,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
722,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
723,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
724,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
725,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
726,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
727,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
728,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
729,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
730,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
731,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
732,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
733,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
734,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
735,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
736,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
737,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
738,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
739,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
740,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
741,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
742,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
743,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
744,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
745,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
746,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
747,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
748,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
749,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
750,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
751,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
752,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
753,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
754,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
755,NULL,Forest,Water,NULL,Water,Water,Grassland,Forest
756,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
757,NULL,Forest,Water,Water,Water,NULL,NULL,Water
758,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
759,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
760,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
761,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
762,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
763,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
764,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
765,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
766,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
767,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
768,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
769,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
770,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
771,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
772,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
773,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
774,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
775,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
776,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
777,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
778,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
779,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
780,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
781,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
782,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
783,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
784,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
785,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
786,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
787,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
788,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
790,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
791,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
792,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
813,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
816,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
817,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
818,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
819,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
820,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
821,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
823,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
825,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
826,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
827,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
828,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
829,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
830,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
831,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
832,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
833,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
835,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
836,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
837,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
839,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
840,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
841,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
842,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
843,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
844,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
845,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
846,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
847,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
848,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
849,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
850,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
851,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
852,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
854,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
855,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
856,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
857,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
858,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
859,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
860,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
861,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
862,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
863,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
864,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
865,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
866,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
867,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
868,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
869,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
870,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
871,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
872,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
873,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
874,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
875,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
876,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
877,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
878,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
879,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
880,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
881,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
882,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
883,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
884,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
885,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
886,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
887,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
888,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
889,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
890,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
891,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
892,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
893,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
896,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
897,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
898,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
899,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
900,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
902,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
903,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
904,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
906,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
907,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
909,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
910,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
911,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
912,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
913,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
914,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
917,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
918,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
919,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
920,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
921,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
922,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
924,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
925,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
926,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
927,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
928,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
929,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
930,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
931,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
932,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
934,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
935,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
936,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
937,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
938,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
939,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
940,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
942,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
944,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
945,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
947,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
949,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
951,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
952,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
953,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
954,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
955,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
956,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
957,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
958,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
960,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
961,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
962,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
964,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
965,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
966,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
967,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
968,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
969,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
970,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
971,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
972,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
973,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
974,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
975,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
976,Grassland,Water,Water,Water,Water,NULL,NULL,Water
977,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
978,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
979,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
980,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
982,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
983,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
984,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
985,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
986,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
987,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
988,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
989,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
990,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
991,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
992,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
993,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
994,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
995,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
997,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
998,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
999,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1001,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1002,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1003,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1008,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1012,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1013,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1015,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1020,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1026,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1029,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1031,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1032,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1033,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1037,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1038,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1039,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1042,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1043,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1044,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1045,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1046,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1047,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
