Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZG_M_R
344,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
352,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
353,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
356,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
358,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
360,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
361,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
362,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
363,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
365,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
367,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
370,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
372,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
373,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
375,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
376,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
377,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
378,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
379,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
380,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
381,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
382,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
383,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
384,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
385,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
386,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
387,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
388,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
389,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
390,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
391,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
392,Grassland,Wetland,Water,Water,NULL,NULL,NULL,Water
393,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
394,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
395,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
396,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
398,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
399,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
402,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
403,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
404,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
406,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
407,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
411,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
412,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
413,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
416,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
417,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
419,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
420,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
421,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
422,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
423,Grassland,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
424,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
425,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
426,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
427,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
428,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
429,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
430,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
431,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
432,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
433,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
434,Grassland,Water,Water,NULL,NULL,NULL,NULL,Water
435,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
436,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
437,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
438,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
439,Grassland,Water,Water,Non_Water,NULL,NULL,NULL,Water
440,Grassland,Water,Water,Water,NULL,NULL,NULL,Wetland
441,Grassland,Water,Water,Water,NULL,NULL,NULL,Water
442,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
443,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
444,Grassland,Water,Water,Water,Water,NULL,NULL,Water
445,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
446,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
448,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
449,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
451,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
452,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
453,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
455,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
458,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
459,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
461,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
463,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
464,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
465,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
466,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
467,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
468,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
469,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
472,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
473,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
474,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
476,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
484,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
485,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
487,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
488,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
489,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
491,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
492,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
493,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
496,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
498,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
499,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
500,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
501,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
502,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
503,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
504,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
505,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
506,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
509,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
510,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
511,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
513,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
515,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
516,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
518,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
519,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
521,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
522,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
523,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
524,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
525,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
528,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
531,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
532,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
534,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
536,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
537,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
538,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
541,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
542,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
543,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
544,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
545,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
547,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
550,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
551,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
553,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
556,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
558,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
564,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
568,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
570,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
571,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
572,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
573,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
577,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
578,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
579,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
581,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
582,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
585,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
586,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
587,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
588,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
592,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
595,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
600,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
601,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
603,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
604,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
605,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
606,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
608,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
611,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
612,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
613,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
614,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
615,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
616,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
617,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
618,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
619,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
620,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
621,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
622,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
623,Wetland,NULL,Wetland,Water,NULL,NULL,NULL,Water
624,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
625,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
626,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
627,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
628,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
629,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
630,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
631,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
632,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
633,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
634,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
635,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
636,Wetland,NULL,Water,Water,NULL,NULL,NULL,Water
637,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
638,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
639,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
640,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
641,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
642,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
643,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
644,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
646,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
647,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
649,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
651,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
652,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
654,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
655,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
656,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
658,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
659,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
660,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
661,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
662,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
663,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
664,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
665,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
666,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
667,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
668,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
669,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
670,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
671,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
672,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
673,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
675,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
676,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
678,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
679,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
680,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
682,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
683,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
684,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
685,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
687,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
