Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRU_M_R
871,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
872,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
873,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
874,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
875,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
876,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
877,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
878,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
879,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
880,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
881,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
882,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
883,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
884,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
885,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
886,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
887,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
888,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
889,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
890,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
891,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
892,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
893,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
894,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
895,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
896,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
897,Wetland,Wetland,Water,Water,Water,Water,Water,Water
898,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
899,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
900,Wetland,Water,Water,NULL,Water,Water,Water,Water
901,Wetland,Water,Water,Water,Water,Water,Water,Wetland
902,Wetland,Water,Water,Water,Water,Water,Water,Water
903,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
904,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
905,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
906,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
907,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
908,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
909,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
910,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
911,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
912,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
913,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
914,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
915,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
916,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
921,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
922,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
923,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
924,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
925,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
926,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
927,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
928,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
929,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
930,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
931,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
932,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
933,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
934,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
935,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
936,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
937,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
938,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
939,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
940,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
941,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
942,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
943,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
944,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
945,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
946,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Water
947,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
948,Bareland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
949,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
951,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
952,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
953,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
954,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
955,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
956,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
957,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
958,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
959,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
960,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
961,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
962,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
963,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
964,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
965,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Water,Water
966,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
967,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
968,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
969,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
970,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
971,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
972,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
973,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
974,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
975,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
976,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
977,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
978,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
979,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
980,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
981,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
982,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
983,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
984,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
985,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
986,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
987,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
988,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
989,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
990,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
991,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
992,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
993,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
994,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
995,Bareland,Water,Water,Water,Water,Water,Water,Water
996,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
997,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
998,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
999,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1000,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1001,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1002,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1003,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1004,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1005,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1006,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1007,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1008,Bareland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1009,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1010,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1011,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1012,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1013,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1014,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1015,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1016,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1017,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
1018,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1019,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1020,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1021,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1022,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1023,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1024,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1025,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1026,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1027,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
1028,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1029,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1030,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1031,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1032,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
1033,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1034,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1035,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1036,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1037,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1038,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1039,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1040,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1041,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
1042,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1043,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1044,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1045,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1046,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1047,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1048,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1049,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1050,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1051,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1052,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1053,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1054,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1055,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1056,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1057,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1058,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1059,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1060,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1061,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1062,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1063,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1064,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1065,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1066,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1067,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
1068,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
1069,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1070,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
1071,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1072,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1073,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1074,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1075,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1076,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1077,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1078,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1079,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1080,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1081,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1082,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1083,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1084,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1085,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1086,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1087,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1088,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1089,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1090,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1091,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1092,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1093,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1094,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1095,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1096,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1097,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1098,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1099,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1100,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1101,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1102,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1103,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1104,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1105,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1106,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1107,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1108,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1109,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1110,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1111,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1112,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1113,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1114,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1115,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1116,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1117,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Bareland
1118,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1119,Water,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1120,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1121,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1122,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1123,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
1124,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1125,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1126,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1127,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1128,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1129,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1130,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
1131,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1132,Water,NULL,Water,Water,Water,Wetland,Water,Water
1133,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1134,Water,NULL,Water,Water,Water,Water,Water,Grassland
1135,Water,NULL,Water,Water,Water,Water,Water,Wetland
1136,Water,NULL,Water,Water,Water,Water,Water,Water
1137,Water,NULL,Water,Water,Water,Water,Water,Forest
1138,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1139,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1140,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1141,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1142,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1143,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1144,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1145,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1146,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1147,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1148,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1149,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1150,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1151,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1152,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1153,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1154,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1155,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1156,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1157,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1158,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1159,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1160,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1161,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1162,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1163,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1164,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1165,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1166,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1167,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1168,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1169,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1170,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1171,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1172,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1173,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1174,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1175,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1176,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1177,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1178,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
1179,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1180,Water,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
1181,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1182,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1183,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1184,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1185,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1186,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1187,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1188,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1189,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1190,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1191,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1192,Water,Wetland,Water,Water,Water,Water,Water,Water
1193,Water,Wetland,Water,Water,Water,Water,Water,Forest
1194,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1195,Water,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Water
1196,Water,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
1197,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1198,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Water
1199,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1200,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1201,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1202,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1203,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1204,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1205,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1206,Water,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1207,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1208,Water,Bareland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1209,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1210,Water,Bareland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1211,Water,Bareland,Water,NULL,Water,Water,Water,Water
1212,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
1213,Water,Bareland,Water,Water,Water,Water,Water,Water
1214,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1215,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1216,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
1217,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1218,Water,Built-up,Water,Water,Water,Wetland,Water,Grassland
1219,Water,Built-up,Water,Water,Water,Water,Water,Grassland
1220,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1221,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1222,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1223,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1224,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1225,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1226,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1227,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
