Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXV_M_R
1829,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1830,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1831,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1832,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1833,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1834,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1835,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1836,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1837,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1838,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1839,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1840,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1841,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1842,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1843,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1844,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1845,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
1846,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1847,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
1848,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1849,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1850,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1851,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1852,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1853,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1854,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1855,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1856,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1857,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1858,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1859,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1860,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1861,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1862,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
1863,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1864,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1865,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1866,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1867,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1868,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1869,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1870,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1871,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1872,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1873,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1874,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1875,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1876,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1877,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1878,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1879,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1880,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1881,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1882,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1883,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1884,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1885,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
1886,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1887,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1888,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1889,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1890,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1891,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1892,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1893,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1894,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1895,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
1896,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1897,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1898,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1899,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1900,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1901,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1902,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1903,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1904,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1905,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1906,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1907,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1908,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1909,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1910,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1911,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1912,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1913,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1914,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1915,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1916,Grassland,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
1917,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1918,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Wetland
1919,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
1920,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Wetland
1921,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1922,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
1923,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1924,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1925,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1926,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1927,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1928,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1929,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1930,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1931,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1932,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1933,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
1934,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1935,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1936,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1937,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1938,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1939,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1940,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1941,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1942,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1943,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1944,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1945,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1946,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1947,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
1948,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1949,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1950,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
1951,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1952,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
1953,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1954,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1955,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1956,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
1957,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
1958,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1959,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1960,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1961,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1962,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1963,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1964,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1965,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1966,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1967,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
1968,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
1969,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
1970,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1971,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1972,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1973,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1974,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
1975,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1976,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1977,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
1978,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1979,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
1980,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1981,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1982,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Water
1983,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1984,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1985,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1986,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1987,Grassland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1988,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1989,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
1990,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1991,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1992,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1993,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
1994,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Wetland
1995,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Forest
1996,Grassland,NULL,Water,NULL,Water,Forest,Forest,Wetland
1997,Grassland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
1998,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1999,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2000,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2001,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2002,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
2003,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2004,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2005,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
2006,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
2007,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
2008,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2009,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2010,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2011,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
2012,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
2013,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2014,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
2015,Grassland,NULL,Water,Non_Water,Water,Forest,Grassland,Wetland
2016,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2017,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2018,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2019,Grassland,NULL,Water,Water,Water,Grassland,Water,Wetland
2020,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2021,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2022,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
2023,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Forest
2024,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2025,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2026,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
2027,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
2028,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
2029,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
2030,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
2031,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
2032,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
2033,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
2034,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
2035,Grassland,NULL,Water,Water,Water,Water,Water,Water
2036,Grassland,NULL,Water,Water,Water,Forest,Grassland,Wetland
2037,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2038,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2039,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2040,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2041,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2042,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2043,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2044,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2045,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2046,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2047,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2048,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2049,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2050,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2051,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2052,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2053,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2054,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2055,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2056,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2057,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2058,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2059,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2060,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2061,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2062,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2063,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2064,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
2065,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2066,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2067,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2068,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2069,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2070,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2071,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2072,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2073,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2074,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2075,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2076,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2077,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2078,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2079,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2080,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2081,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2082,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2083,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2084,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2085,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2086,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2087,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2088,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2089,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2090,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2091,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2092,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2093,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2094,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2095,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2096,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2097,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2098,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2099,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2100,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2101,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2102,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2103,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2104,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2105,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2106,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2107,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2108,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
2109,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2110,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2111,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2112,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2113,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2114,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2115,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2116,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2117,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2118,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2119,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2120,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2121,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2122,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2123,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2124,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2125,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2126,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
2127,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2128,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2129,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2130,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2131,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2132,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
2133,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2134,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
2135,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2136,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2137,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2138,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2139,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2140,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
2141,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
2142,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2143,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2144,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2145,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2146,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2147,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2148,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2149,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2150,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
2151,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2152,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2153,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2154,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
2155,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2156,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2157,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2158,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2159,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2160,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2161,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2162,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2163,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2164,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
