Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R
14896,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14897,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
14898,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14899,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14900,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14901,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
14902,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14903,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
14904,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
14905,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14906,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14907,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
14908,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14909,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
14910,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
14911,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
14912,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
14913,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
14914,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
14915,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14916,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
14917,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
14918,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
14919,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14920,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
14921,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
14922,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
14923,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
14924,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
14925,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
14926,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
14927,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
14928,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
14929,Water,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14930,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
14931,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
14932,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14933,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14934,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14935,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14936,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14937,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
14938,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
14939,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
14940,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
14941,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
14942,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
14943,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14944,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
14945,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
14946,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14947,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14948,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
14949,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
14950,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
14951,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14952,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
14953,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14954,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14955,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
14956,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
14957,Water,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
14958,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
14959,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
14960,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
14961,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
14962,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
14963,Water,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
14964,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
14965,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
14966,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
14967,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Water
14968,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14969,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
14970,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
14971,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14972,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14973,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
14974,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14975,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
14976,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
14977,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
14978,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
14979,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
14980,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
14981,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
14982,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
14983,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14984,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14985,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14986,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
14987,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14988,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14989,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14990,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14991,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14992,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14993,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14994,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14995,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14996,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14997,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
14998,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14999,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15000,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
15001,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
15002,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15003,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
15004,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
15005,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15006,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15007,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
15008,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15009,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15010,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
15011,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
15012,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15013,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
15014,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15015,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
15016,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Water
15017,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
15018,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
15019,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15020,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
15021,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15022,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
15023,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
15024,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15025,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15026,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
15027,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
15028,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15029,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
15030,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
15031,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15032,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15033,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15034,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
15035,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15036,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
15037,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15038,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15039,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15040,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
15041,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15042,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
15043,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15044,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15045,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15046,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
15047,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15048,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
15049,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15050,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
15051,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
15052,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
15053,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
15054,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
15055,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
15056,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15057,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
15058,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15059,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15060,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Water
15061,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
15062,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15063,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
15064,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
15065,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
15066,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
15067,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
15068,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
15069,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
15070,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
15071,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
15072,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
15073,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
15074,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
15075,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
15076,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
15077,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
15078,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
15079,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
15080,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
15081,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
15082,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
15083,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
15084,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
15085,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15086,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
15087,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15088,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
15089,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15090,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15091,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15092,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15093,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15094,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15095,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15096,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
15097,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15098,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15099,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
15100,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15101,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15102,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
15103,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15104,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15105,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15106,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15107,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
15108,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15109,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15110,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Water
15111,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15112,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15113,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
15114,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
15115,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
15116,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
15117,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
15118,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
15119,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
15120,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15121,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15122,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15123,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
15124,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
15125,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
15126,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
15127,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
15128,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
15129,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
15130,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
15131,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15132,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15133,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
15134,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15135,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
15136,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Water
15137,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
15138,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
15139,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
15140,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
15141,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
15142,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15143,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
15144,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
15145,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
15146,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
15147,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
15148,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
15149,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
15150,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
15151,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
15152,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
15153,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
15154,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
15155,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
15156,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
15157,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
15158,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
15159,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
15160,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
15161,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
15162,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
15163,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
15164,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
15165,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
15166,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
15167,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
15168,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
15169,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
15170,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
15171,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15172,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
15173,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
15174,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
15175,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15176,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15177,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
15178,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15179,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
15180,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
15181,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
15182,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
15183,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
15184,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
15185,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
15186,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
15187,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
15188,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
15189,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
15190,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
15191,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
15192,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
15193,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15194,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
15195,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
15196,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15197,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15198,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
15199,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15200,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15201,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15202,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
15203,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15204,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
15205,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
15206,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
15207,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
15208,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
15209,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15210,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15211,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
15212,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
15213,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
15214,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15215,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15216,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15217,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
15218,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15219,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
15220,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15221,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
15222,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
15223,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
15224,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
15225,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
15226,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
15227,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
15228,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
15229,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
15230,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
