Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDJ_M_R
1532,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1533,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1534,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1535,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1536,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1537,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1538,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1539,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1540,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1541,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1542,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1543,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1544,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1545,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1546,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
1547,Cropland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
1548,Cropland,Cropland,Water,Water,Water,Water,Water,Water
1549,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1550,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1551,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1552,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1553,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1554,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1555,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1556,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1557,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1558,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1559,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1560,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1561,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1562,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1563,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1564,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1565,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1566,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1567,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1568,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1569,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1570,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1571,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1572,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1573,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1574,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1575,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Forest,Grassland
1576,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1577,Cropland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
1578,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1579,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1580,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1581,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1582,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
1583,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1584,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1585,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1586,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
1587,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1588,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1589,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1590,Cropland,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Water
1591,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1592,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1593,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1594,Cropland,Bareland,Wetland,NULL,Wetland,Water,Grassland,Water
1595,Cropland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1596,Cropland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1597,Cropland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1598,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1599,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
1600,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
1601,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
1602,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1603,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1604,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1605,Cropland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1606,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1607,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1608,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1609,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1610,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1611,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1612,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1613,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1614,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1615,Cropland,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Water
1616,Cropland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Bareland
1617,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1618,Cropland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1619,Cropland,Bareland,Water,NULL,Water,Bareland,Forest,Water
1620,Cropland,Bareland,Water,NULL,Water,Water,Grassland,Grassland
1621,Cropland,Bareland,Water,NULL,Water,Water,Wetland,Water
1622,Cropland,Bareland,Water,NULL,Water,Water,Forest,Bareland
1623,Cropland,Bareland,Water,Non_Water,Water,Bareland,Grassland,Grassland
1624,Cropland,Bareland,Water,Non_Water,Water,Water,Grassland,Grassland
1625,Cropland,Bareland,Water,Non_Water,Water,Water,Grassland,Water
1626,Cropland,Bareland,Water,Non_Water,Water,Water,Wetland,Bareland
1627,Cropland,Bareland,Water,Non_Water,Water,Water,Water,Water
1628,Cropland,Bareland,Water,Non_Water,Water,Water,Forest,Bareland
1629,Cropland,Bareland,Water,Water,Water,Grassland,Wetland,Grassland
1630,Cropland,Bareland,Water,Water,Water,Grassland,Forest,Water
1631,Cropland,Bareland,Water,Water,Water,Bareland,Grassland,Bareland
1632,Cropland,Bareland,Water,Water,Water,Bareland,Grassland,Water
1633,Cropland,Bareland,Water,Water,Water,Bareland,Water,Water
1634,Cropland,Bareland,Water,Water,Water,Water,Grassland,Grassland
1635,Cropland,Bareland,Water,Water,Water,Water,Grassland,Bareland
1636,Cropland,Bareland,Water,Water,Water,Water,Grassland,Water
1637,Cropland,Bareland,Water,Water,Water,Water,Water,Water
1638,Cropland,Bareland,Water,Water,Water,Water,Forest,Water
1639,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1640,Cropland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1641,Cropland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1642,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1643,Cropland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Water
1644,Cropland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1645,Cropland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1646,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1647,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1648,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1649,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1650,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1651,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1652,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1653,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1654,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1655,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1656,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1657,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1658,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1659,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1660,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1661,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1662,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1663,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1664,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1665,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1666,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1667,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1668,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1670,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1671,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1672,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1673,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1674,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1675,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
1676,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1677,Cropland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1678,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1679,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1680,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1681,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1682,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1683,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1684,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1685,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1686,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1687,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1688,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1689,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1690,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1691,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1692,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1693,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1694,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1695,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1696,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1697,Cropland,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1698,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1699,Cropland,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1700,Cropland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
1701,Cropland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1702,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
1703,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1704,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1705,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1706,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1707,Cropland,Water,Wetland,Water,Wetland,Water,Grassland,Water
1708,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1709,Cropland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1710,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1711,Cropland,Water,Wetland,Water,Wetland,Water,Forest,Water
1712,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1713,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1714,Cropland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1715,Cropland,Water,Water,NULL,Water,Water,NULL,Water
1716,Cropland,Water,Water,NULL,Water,Water,Grassland,Water
1717,Cropland,Water,Water,NULL,Water,Water,Water,Water
1718,Cropland,Water,Water,Non_Water,Water,Grassland,NULL,Forest
1719,Cropland,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1720,Cropland,Water,Water,Non_Water,Water,Water,Grassland,Grassland
1721,Cropland,Water,Water,Water,Water,Grassland,Forest,Water
1722,Cropland,Water,Water,Water,Water,Bareland,Wetland,Water
1723,Cropland,Water,Water,Water,Water,Bareland,Water,Grassland
1724,Cropland,Water,Water,Water,Water,Bareland,Water,Water
1725,Cropland,Water,Water,Water,Water,Water,NULL,Water
1726,Cropland,Water,Water,Water,Water,Water,Grassland,Grassland
1727,Cropland,Water,Water,Water,Water,Water,Grassland,Water
1728,Cropland,Water,Water,Water,Water,Water,Wetland,Grassland
1729,Cropland,Water,Water,Water,Water,Water,Water,Water
1730,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1731,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1732,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1733,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1734,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1735,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1736,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1737,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1738,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1739,Cropland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1740,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1741,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1742,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1743,Cropland,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1744,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1745,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1746,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1747,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1748,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1749,Cropland,Forest,NULL,Water,Non_Wetland,Grassland,Water,Water
1750,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1751,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1752,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1753,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1754,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1755,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1756,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1757,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1758,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1759,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1760,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1761,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1762,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1763,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1764,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1765,Cropland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1766,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1767,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1768,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1769,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1770,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1771,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1772,Cropland,Forest,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1773,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1774,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1776,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1777,Cropland,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
1778,Cropland,Forest,Water,Water,Water,Water,Wetland,Water
1779,Cropland,Forest,Water,Water,Water,Water,Water,Water
1780,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1781,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1783,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1784,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1785,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1786,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1787,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1788,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1789,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1790,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1791,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1792,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1793,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1794,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1795,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1796,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1797,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1798,Cropland,Forest,Forest,Water,Non_Wetland,Water,Grassland,Bareland
1799,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1800,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1801,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1802,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1803,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1804,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1805,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1806,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1807,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1808,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1809,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1810,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1811,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1812,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1813,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1814,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1815,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1816,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1817,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1818,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1819,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1820,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Forest,Grassland
1821,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1822,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Water
1823,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
1824,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1825,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1826,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1827,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1828,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1829,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1830,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1831,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1832,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
1833,Wetland,Water,Water,Water,Water,Water,Water,Water
1834,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1835,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1836,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1841,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1842,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1843,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1844,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1845,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
1846,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1847,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1848,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1849,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1850,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1851,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1852,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1853,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1854,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1855,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1856,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1857,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1858,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1859,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1860,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1861,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1862,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1863,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1864,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1865,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1866,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
1867,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
