Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUB_M_R
380,Forest,Water,Water,Water,Water,Water,Water,Grassland
381,Forest,Water,Water,Water,Water,Water,Water,Bareland
382,Forest,Water,Water,Water,Water,Water,Water,Water
383,Forest,Water,Water,Water,Water,Water,Water,Forest
384,Forest,Water,Water,Water,Water,Water,Forest,Water
385,Forest,Water,Water,Water,Water,Water,Forest,Forest
386,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
387,Forest,Water,Water,Water,Water,Forest,Water,Forest
388,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
390,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
391,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
392,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
393,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
394,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
395,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
396,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
397,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
398,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
399,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
400,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
401,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
402,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
403,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
404,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
405,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
406,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
407,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
408,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
409,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
410,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
411,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
412,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
413,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
414,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
415,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
416,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
418,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
419,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
420,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
421,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
422,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
423,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
424,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
425,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
426,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
427,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
428,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
429,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
430,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
431,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
432,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
433,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
434,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
435,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
436,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
437,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
438,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
439,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
440,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
441,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
442,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
443,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
444,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
445,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
446,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
447,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
448,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
449,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
450,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
451,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
452,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
453,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
454,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
455,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
456,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
457,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
458,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
460,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
461,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
462,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
463,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
464,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
465,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
466,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
469,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
470,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
471,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
472,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
473,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
474,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
476,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
477,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
478,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
479,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
480,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
481,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
482,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
483,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
484,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
485,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
486,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
487,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
488,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
489,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
490,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
491,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
492,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
493,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
494,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
495,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
496,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
497,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
498,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
499,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
500,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
501,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
502,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
503,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
504,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
505,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
506,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
507,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
508,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
509,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
510,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
511,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
512,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
513,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
514,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
515,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
516,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
517,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
518,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
519,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
520,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
521,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
522,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
523,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
524,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
525,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
526,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
527,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
528,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
529,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
530,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
531,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
532,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
533,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
534,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
535,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
536,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
537,Forest,Forest,Water,NULL,Water,Water,Water,Forest
538,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
539,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
540,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
541,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
542,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
543,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
544,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
545,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
546,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
547,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
548,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
549,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
550,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
551,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
552,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
553,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
554,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
555,Forest,Forest,Water,Water,Water,NULL,Water,Forest
556,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
557,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
558,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
559,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
560,Forest,Forest,Water,Water,Water,Water,Water,Forest
561,Forest,Forest,Water,Water,Water,Water,Forest,Forest
562,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
563,Forest,Forest,Water,Water,Water,Forest,Water,Forest
564,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
565,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
566,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
568,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
569,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
571,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
572,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
574,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
575,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
576,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
577,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
578,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
579,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
580,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
581,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
582,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
583,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
584,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
585,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
586,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
587,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
588,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
589,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
590,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
591,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
592,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
593,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
594,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
595,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
596,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
597,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
598,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
599,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
600,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
601,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
602,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
603,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
604,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
605,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
606,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
607,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
608,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
609,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
610,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
611,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
612,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
613,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
614,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
615,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
616,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
617,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
618,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
619,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
620,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
621,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
622,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
623,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
624,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
625,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
626,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
627,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
628,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
629,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
630,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
631,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
632,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
