Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTK_M_R
7667,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7668,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7669,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7670,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7671,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7672,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7673,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7674,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7675,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7676,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
7677,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7678,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7679,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7680,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7681,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7682,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7683,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7684,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
7685,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7686,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
7687,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7688,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
7689,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7690,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7691,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7692,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7693,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7694,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7695,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7696,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
7697,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
7698,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7699,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7700,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7701,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
7702,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7703,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7704,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7705,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
7706,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7707,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7708,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
7709,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
7710,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7711,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7712,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
7713,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
7714,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
7715,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
7716,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
7717,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7718,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7719,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7720,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7721,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7722,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
7723,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7724,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
7725,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
7726,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7727,Wetland,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
7728,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
7729,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
7730,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
7731,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7732,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7733,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7734,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7735,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7736,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
7737,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
7738,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
7739,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
7740,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
7741,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
7742,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7743,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
7744,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
7745,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
7746,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
7747,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7748,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
7749,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
7750,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
7751,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7752,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
7753,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7754,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7755,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
7756,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7757,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
7758,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
7759,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
7760,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7761,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
7762,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
7763,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7764,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
7765,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
7766,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7767,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
7768,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
7769,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
7770,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
7771,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
7772,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
7773,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
7774,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
7775,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Wetland
7776,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest,Water
7777,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
7778,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
7779,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
7780,Wetland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
7781,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7782,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
7783,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
7784,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
7785,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
7786,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
7787,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
7788,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7789,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7790,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
7791,Wetland,NULL,Wetland,Water,Wetland,Forest,NULL,Wetland
7792,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Water
7793,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
7794,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7795,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
7796,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
7797,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
7798,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
7799,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7800,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
7801,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7802,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7803,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
7804,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
7805,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
7806,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Bareland
7807,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
7808,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
7809,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
7810,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7811,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7812,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7813,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7814,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7815,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7816,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
7817,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
7818,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7819,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
7820,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
7821,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7822,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7823,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7824,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Cropland
7825,Wetland,NULL,Water,NULL,Water,NULL,Shrubland,Water
7826,Wetland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
7827,Wetland,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
7828,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
7829,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
7830,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
7831,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Water
7832,Wetland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
7833,Wetland,NULL,Water,Water,Water,NULL,Water,Water
7834,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
7835,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
7836,Wetland,NULL,Water,Water,Water,Forest,Water,Water
7837,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7838,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7839,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7840,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7841,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7842,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
7843,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7844,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7845,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7846,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
7847,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
7848,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7849,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7850,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7851,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7852,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7853,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7854,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7855,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
7856,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7857,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7858,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7859,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7860,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7861,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7862,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7863,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
7864,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7865,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7866,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7867,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7868,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7869,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7870,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
7871,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7872,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7873,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7874,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7875,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
7876,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7877,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
7878,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
7879,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7880,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7881,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
7882,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
7883,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7884,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7885,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7886,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7887,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
7888,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7889,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7890,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7891,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7892,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7893,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7894,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
7895,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
7896,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7897,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7898,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7899,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7900,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7901,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7902,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7903,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7904,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7905,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
7906,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
7907,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
7908,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
7909,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7910,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
7911,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
7912,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
7913,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
7914,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
7915,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
7916,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
7917,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
7918,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
7919,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
7920,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
7921,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
7922,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7923,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7924,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7925,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
7926,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7927,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7928,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7929,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7930,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7931,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7932,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7933,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,NULL
7934,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7935,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Wetland
7936,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
7937,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7938,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
7939,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7940,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7941,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7942,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
7943,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
7944,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Wetland
7945,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7946,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
7947,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
7948,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7949,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7950,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
7951,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
7952,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
7953,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
7954,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
7955,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
7956,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
7957,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Wetland
7958,Wetland,Wetland,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
7959,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
7960,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7961,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Wetland
7962,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7963,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7964,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7965,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7966,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7967,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7968,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
7969,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7970,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7971,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7972,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
7973,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
7974,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
7975,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7976,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
7977,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
7978,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7979,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Shrubland,Wetland
7980,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland,Forest,Wetland
7981,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7982,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7983,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
7984,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7985,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7986,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
7987,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7988,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7989,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
7990,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7991,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7992,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
