Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLF_M_R
1963,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1964,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1965,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1966,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1967,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1968,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1969,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1970,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1971,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1972,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1973,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1974,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1975,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1976,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1977,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
1978,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1979,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1980,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1981,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1982,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1983,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1984,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1985,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1986,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1987,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1988,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1989,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1990,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1991,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1992,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1993,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1995,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1996,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1997,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1998,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1999,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2000,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2001,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2002,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2003,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2004,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2005,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2006,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2007,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2008,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2009,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2010,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2011,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2012,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2013,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2014,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2015,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2016,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2017,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2018,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2019,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2020,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2021,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2022,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2023,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2024,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2025,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2026,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2027,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2028,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2029,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2030,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2031,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2032,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2033,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
2034,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2035,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2036,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2037,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2038,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2039,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2040,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2041,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2042,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2043,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2044,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2045,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2046,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2047,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
2048,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
2049,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2050,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2051,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2052,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2053,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2054,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2055,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2056,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2057,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2058,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2059,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2060,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2061,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2062,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2063,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2064,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2065,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2066,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2067,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2068,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2069,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2070,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2071,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2072,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2073,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2074,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2075,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2076,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2077,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2078,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2079,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2080,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2082,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2083,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2084,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2085,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2086,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2087,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2088,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2089,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2090,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2091,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2092,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2093,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2094,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2095,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2096,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2097,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2098,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2099,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2100,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2101,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
2102,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2103,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2104,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2105,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2106,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2107,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2108,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2109,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2110,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2111,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2112,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2113,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2114,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2115,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2116,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2117,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2118,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2119,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2120,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2121,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2122,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2123,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2124,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2125,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2126,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2127,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2128,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2129,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2130,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2131,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2132,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2133,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2134,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2135,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2136,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2137,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2138,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2139,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2140,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2141,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2142,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2143,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2144,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2145,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2146,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2147,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2148,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2149,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2150,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2151,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2152,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2153,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2154,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2155,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2156,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2157,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2158,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2159,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2160,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2161,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2162,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2163,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2164,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2165,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2166,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2167,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2168,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2169,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2170,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2171,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2172,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2173,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2174,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2175,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2176,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2177,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2178,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2179,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2180,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2181,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2182,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2183,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2184,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2185,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2186,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2187,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2188,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2189,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2190,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2191,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2192,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2193,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2194,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2195,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2196,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2197,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2198,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2199,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2200,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2201,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2202,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2203,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2204,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2205,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2206,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2207,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2208,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2209,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2210,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2211,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2212,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2213,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2214,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2215,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2216,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2217,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2218,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2219,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2220,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2221,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2222,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2223,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2224,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2225,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2226,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2227,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2228,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2229,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2230,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2231,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2232,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2233,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2234,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
2235,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2236,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2237,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2238,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2239,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2240,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2241,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2242,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2243,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2244,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2245,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2246,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2247,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2248,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2249,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2250,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2251,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2252,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2253,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2254,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2255,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2256,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2257,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2258,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2259,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2260,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2261,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2262,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2263,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2264,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2265,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2266,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2267,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2268,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2269,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2270,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2271,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2272,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2273,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2274,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2275,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2276,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2277,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2278,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2279,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2280,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2281,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2282,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2283,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2284,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2285,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2286,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2287,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2288,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2289,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2290,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2291,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2292,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2293,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2294,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2295,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2296,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
