Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEU_M_R
1929,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1930,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1931,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1932,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
1933,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
1934,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1935,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1936,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
1937,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
1938,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1939,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1940,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1941,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
1942,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1943,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1944,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1945,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1946,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1947,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1948,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1949,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1950,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1951,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1952,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1953,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1954,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1955,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1956,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
1957,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1958,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
1959,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1960,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1961,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1962,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1963,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1964,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1965,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1966,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1967,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1968,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1969,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1970,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1971,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1972,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1973,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1974,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1975,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1976,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1977,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1978,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1979,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1980,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1981,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1982,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1983,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1984,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
1985,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
1986,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Bareland
1987,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
1988,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1989,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1990,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1991,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1992,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1993,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1994,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1995,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1996,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1997,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Water
1998,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1999,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Forest
2000,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
2001,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Water
2002,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2003,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2004,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2005,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2006,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2007,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2008,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
2009,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2010,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2011,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2012,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2013,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2014,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2015,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2016,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2017,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2018,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2019,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2020,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2021,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2022,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2023,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2024,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2025,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2026,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2027,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2028,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2029,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2030,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2031,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2032,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2033,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2034,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2035,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2036,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2037,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
2038,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2039,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
2040,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2041,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2042,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2043,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2044,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2046,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2047,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
2048,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2049,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2050,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2051,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
2052,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2053,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2054,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2055,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2056,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2057,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
2058,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
2059,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
2060,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2061,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2062,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2063,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
2064,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
2065,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
2066,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2067,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2068,NULL,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
2069,NULL,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2070,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2071,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2072,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2073,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2074,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2075,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2076,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2077,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2078,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2079,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2080,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2081,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2082,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
2083,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2084,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
2085,NULL,Water,Water,NULL,Water,NULL,Forest,Grassland
2086,NULL,Water,Water,NULL,Water,Bareland,Bareland,Built-up
2087,NULL,Water,Water,Non_Water,Water,NULL,Water,Grassland
2088,NULL,Water,Water,Non_Water,Water,Water,NULL,Water
2089,NULL,Water,Water,Non_Water,Water,Water,NULL,Forest
2090,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
2091,NULL,Water,Water,Non_Water,Water,Water,Water,Water
2092,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
2093,NULL,Water,Water,Water,Water,Water,NULL,Grassland
2094,NULL,Water,Water,Water,Water,Water,NULL,Water
2095,NULL,Water,Water,Water,Water,Water,Water,Grassland
2096,NULL,Water,Water,Water,Water,Water,Water,Bareland
2097,NULL,Water,Water,Water,Water,Water,Water,Water
2098,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2099,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2100,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2101,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2102,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2103,NULL,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2104,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2105,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2106,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2107,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2108,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2109,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2110,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2111,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2112,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2113,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2114,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2115,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2116,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2117,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2118,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2119,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2120,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2121,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2122,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
2123,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2124,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2125,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2126,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2127,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
2128,NULL,Water,Forest,Water,Non_Wetland,Water,NULL,Water
2129,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2130,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
2131,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2132,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2133,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2134,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2135,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2136,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2137,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2138,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2139,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2140,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2141,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2142,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2143,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2144,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2145,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2146,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2147,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2148,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2149,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2150,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2151,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2152,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2153,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2154,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2155,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2156,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2157,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2158,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2159,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2160,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2161,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2162,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2163,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2164,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2165,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2166,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2167,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2168,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2169,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
2170,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2171,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2172,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2173,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2174,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2175,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2176,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2177,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2178,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2179,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2180,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2181,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2182,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2183,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2184,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2185,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2186,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2187,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2188,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2189,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2190,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2191,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2192,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2193,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2194,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2195,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2196,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2197,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2198,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2199,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2200,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2201,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2202,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2203,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2204,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2205,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2206,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2207,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2208,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2209,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2210,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2211,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2212,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2213,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2214,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2215,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2216,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2217,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2218,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2219,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2220,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2221,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2222,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2223,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2224,NULL,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2225,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2226,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2227,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2228,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2229,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2230,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2231,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
2232,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2233,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2234,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2235,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2236,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2237,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2238,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2239,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2240,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2241,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2242,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2243,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2244,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2245,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2246,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2247,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2248,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2249,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2250,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2251,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2252,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2253,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2254,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2255,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2256,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2257,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2258,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2259,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2260,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2261,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2262,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2263,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2264,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2265,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2266,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2267,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
