Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PRQ_M_R
449,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
450,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
451,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
452,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
453,Water,Built-up,Water,NULL,Water,Bareland
454,Water,Built-up,Water,NULL,Water,Water
455,Water,Built-up,Water,Non_Water,Water,Water
456,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
457,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
458,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
459,Water,Built-up,Forest,NULL,Non_Wetland,Forest
460,Water,Water,NULL,NULL,Non_Wetland,Water
461,Water,Water,NULL,NULL,Non_Wetland,Forest
462,Water,Water,NULL,Non_Water,Non_Wetland,Water
463,Water,Water,NULL,Non_Water,Non_Wetland,Forest
464,Water,Water,NULL,Water,Non_Wetland,Wetland
465,Water,Water,NULL,Water,Non_Wetland,Bareland
466,Water,Water,NULL,Water,Non_Wetland,Water
467,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
468,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
469,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
470,Water,Water,Shrubland,NULL,Non_Wetland,Water
471,Water,Water,Shrubland,NULL,Non_Wetland,Forest
472,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
473,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
474,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
475,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
476,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
477,Water,Water,Shrubland,Water,Non_Wetland,Grassland
478,Water,Water,Shrubland,Water,Non_Wetland,Wetland
479,Water,Water,Shrubland,Water,Non_Wetland,Bareland
480,Water,Water,Shrubland,Water,Non_Wetland,Water
481,Water,Water,Shrubland,Water,Non_Wetland,Forest
482,Water,Water,Grassland,NULL,Non_Wetland,Wetland
483,Water,Water,Grassland,NULL,Non_Wetland,Forest
484,Water,Water,Grassland,Non_Water,Non_Wetland,Water
485,Water,Water,Grassland,Water,Non_Wetland,Water
486,Water,Water,Cropland,NULL,Non_Wetland,Grassland
487,Water,Water,Cropland,NULL,Non_Wetland,Wetland
488,Water,Water,Cropland,NULL,Non_Wetland,Bareland
489,Water,Water,Cropland,NULL,Non_Wetland,Water
490,Water,Water,Cropland,NULL,Non_Wetland,Forest
491,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
492,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
493,Water,Water,Cropland,Non_Water,Non_Wetland,Water
494,Water,Water,Cropland,Water,Non_Wetland,Grassland
495,Water,Water,Cropland,Water,Non_Wetland,Wetland
496,Water,Water,Cropland,Water,Non_Wetland,Bareland
497,Water,Water,Cropland,Water,Non_Wetland,Water
498,Water,Water,Cropland,Water,Non_Wetland,Forest
499,Water,Water,Wetland,NULL,NULL,Wetland
500,Water,Water,Wetland,NULL,NULL,Water
501,Water,Water,Wetland,NULL,Wetland,Grassland
502,Water,Water,Wetland,NULL,Wetland,Wetland
503,Water,Water,Wetland,NULL,Wetland,Bareland
504,Water,Water,Wetland,NULL,Wetland,Built-up
505,Water,Water,Wetland,NULL,Wetland,Water
506,Water,Water,Wetland,NULL,Wetland,Forest
507,Water,Water,Wetland,Non_Water,NULL,Wetland
508,Water,Water,Wetland,Non_Water,NULL,Bareland
509,Water,Water,Wetland,Non_Water,Wetland,Grassland
510,Water,Water,Wetland,Non_Water,Wetland,Cropland
511,Water,Water,Wetland,Non_Water,Wetland,Wetland
512,Water,Water,Wetland,Non_Water,Wetland,Bareland
513,Water,Water,Wetland,Non_Water,Wetland,Water
514,Water,Water,Wetland,Non_Water,Wetland,Forest
515,Water,Water,Wetland,Water,NULL,Wetland
516,Water,Water,Wetland,Water,NULL,Water
517,Water,Water,Wetland,Water,Wetland,Grassland
518,Water,Water,Wetland,Water,Wetland,Wetland
519,Water,Water,Wetland,Water,Wetland,Bareland
520,Water,Water,Wetland,Water,Wetland,Water
521,Water,Water,Wetland,Water,Wetland,Forest
522,Water,Water,Bareland,NULL,Non_Wetland,Wetland
523,Water,Water,Bareland,NULL,Non_Wetland,Water
524,Water,Water,Bareland,NULL,Non_Wetland,Forest
525,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
526,Water,Water,Bareland,Non_Water,Non_Wetland,Water
527,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
528,Water,Water,Bareland,Water,Non_Wetland,Wetland
529,Water,Water,Bareland,Water,Non_Wetland,Water
530,Water,Water,Bareland,Water,Non_Wetland,Forest
531,Water,Water,Built-up,NULL,Non_Wetland,Wetland
532,Water,Water,Built-up,NULL,Non_Wetland,Water
533,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
534,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
535,Water,Water,Built-up,Water,Non_Wetland,Water
536,Water,Water,Water,NULL,NULL,Wetland
537,Water,Water,Water,NULL,NULL,Water
538,Water,Water,Water,NULL,Water,Wetland
539,Water,Water,Water,NULL,Water,Bareland
540,Water,Water,Water,NULL,Water,Water
541,Water,Water,Water,NULL,Water,Forest
542,Water,Water,Water,Non_Water,NULL,Grassland
543,Water,Water,Water,Non_Water,NULL,Wetland
544,Water,Water,Water,Non_Water,NULL,Bareland
545,Water,Water,Water,Non_Water,NULL,Water
546,Water,Water,Water,Non_Water,Water,Grassland
547,Water,Water,Water,Non_Water,Water,Wetland
548,Water,Water,Water,Non_Water,Water,Bareland
549,Water,Water,Water,Non_Water,Water,Water
550,Water,Water,Water,Non_Water,Water,Forest
551,Water,Water,Water,Water,NULL,Wetland
552,Water,Water,Water,Water,NULL,Bareland
553,Water,Water,Water,Water,NULL,Water
554,Water,Water,Water,Water,Water,Grassland
555,Water,Water,Water,Water,Water,Wetland
556,Water,Water,Water,Water,Water,Bareland
557,Water,Water,Water,Water,Water,Water
558,Water,Water,Water,Water,Water,Forest
559,Water,Water,Forest,NULL,Non_Wetland,Grassland
560,Water,Water,Forest,NULL,Non_Wetland,Wetland
561,Water,Water,Forest,NULL,Non_Wetland,Bareland
562,Water,Water,Forest,NULL,Non_Wetland,Water
563,Water,Water,Forest,NULL,Non_Wetland,Forest
564,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
565,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
566,Water,Water,Forest,Non_Water,Non_Wetland,Water
567,Water,Water,Forest,Non_Water,Non_Wetland,Forest
568,Water,Water,Forest,Water,Non_Wetland,Grassland
569,Water,Water,Forest,Water,Non_Wetland,Wetland
570,Water,Water,Forest,Water,Non_Wetland,Water
571,Water,Water,Forest,Water,Non_Wetland,Forest
572,Water,Forest,NULL,NULL,Non_Wetland,Grassland
573,Water,Forest,NULL,NULL,Non_Wetland,Forest
574,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
575,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
576,Water,Forest,Shrubland,NULL,Non_Wetland,Water
577,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
578,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
579,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
580,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
581,Water,Forest,Shrubland,Water,Non_Wetland,Water
582,Water,Forest,Shrubland,Water,Non_Wetland,Forest
583,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
584,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
585,Water,Forest,Grassland,NULL,Non_Wetland,Forest
586,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
587,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
588,Water,Forest,Cropland,NULL,Non_Wetland,Forest
589,Water,Forest,Wetland,NULL,Wetland,NULL
590,Water,Forest,Wetland,NULL,Wetland,Grassland
591,Water,Forest,Wetland,NULL,Wetland,Wetland
592,Water,Forest,Wetland,NULL,Wetland,Bareland
593,Water,Forest,Wetland,NULL,Wetland,Built-up
594,Water,Forest,Wetland,NULL,Wetland,Water
595,Water,Forest,Wetland,NULL,Wetland,Forest
596,Water,Forest,Wetland,Non_Water,NULL,Wetland
597,Water,Forest,Wetland,Non_Water,Wetland,Grassland
598,Water,Forest,Wetland,Non_Water,Wetland,Wetland
599,Water,Forest,Wetland,Non_Water,Wetland,Bareland
600,Water,Forest,Wetland,Non_Water,Wetland,Water
601,Water,Forest,Wetland,Non_Water,Wetland,Forest
602,Water,Forest,Wetland,Water,Wetland,Wetland
603,Water,Forest,Wetland,Water,Wetland,Water
604,Water,Forest,Wetland,Water,Wetland,Forest
605,Water,Forest,Bareland,NULL,Non_Wetland,Forest
606,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
607,Water,Forest,Built-up,NULL,Non_Wetland,Forest
608,Water,Forest,Water,NULL,NULL,Bareland
609,Water,Forest,Water,NULL,Water,Wetland
610,Water,Forest,Water,NULL,Water,Water
611,Water,Forest,Water,NULL,Water,Forest
612,Water,Forest,Water,Non_Water,Water,Wetland
613,Water,Forest,Water,Non_Water,Water,Bareland
614,Water,Forest,Water,Non_Water,Water,Water
615,Water,Forest,Water,Non_Water,Water,Forest
616,Water,Forest,Water,Water,Water,Wetland
617,Water,Forest,Water,Water,Water,Water
618,Water,Forest,Water,Water,Water,Forest
619,Water,Forest,Forest,NULL,Non_Wetland,NULL
620,Water,Forest,Forest,NULL,Non_Wetland,Grassland
621,Water,Forest,Forest,NULL,Non_Wetland,Wetland
622,Water,Forest,Forest,NULL,Non_Wetland,Bareland
623,Water,Forest,Forest,NULL,Non_Wetland,Water
624,Water,Forest,Forest,NULL,Non_Wetland,Forest
625,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
626,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
627,Water,Forest,Forest,Non_Water,Non_Wetland,Water
628,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
629,Water,Forest,Forest,Water,Non_Wetland,Wetland
630,Water,Forest,Forest,Water,Non_Wetland,Water
631,Water,Forest,Forest,Water,Non_Wetland,Forest
632,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
633,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
634,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
635,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
636,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
637,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
638,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
639,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
640,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
641,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
642,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
643,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,Forest
644,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
645,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,Water
646,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
647,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
648,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
649,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
650,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
651,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
652,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
653,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
654,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
655,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
656,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
657,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
658,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
659,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland
660,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
661,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
662,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland
663,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
664,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
665,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
666,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
667,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
668,Permanent_ice_and_snow,Water,Water,Water,Water,Water
669,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
670,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
671,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
672,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
673,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
674,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland
675,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland
676,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water
677,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
678,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland
679,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
680,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland
681,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
682,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
683,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Forest
684,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
685,Forest,NULL,NULL,NULL,Non_Wetland,Forest
686,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
687,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
688,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
689,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
690,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
691,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
692,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
693,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
694,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
695,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
696,Forest,NULL,Wetland,NULL,Wetland,NULL
697,Forest,NULL,Wetland,NULL,Wetland,Grassland
698,Forest,NULL,Wetland,NULL,Wetland,Wetland
699,Forest,NULL,Wetland,NULL,Wetland,Bareland
700,Forest,NULL,Wetland,NULL,Wetland,Water
701,Forest,NULL,Wetland,NULL,Wetland,Forest
702,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
703,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
704,Forest,NULL,Wetland,Non_Water,Wetland,Water
705,Forest,NULL,Wetland,Water,Wetland,Wetland
706,Forest,NULL,Wetland,Water,Wetland,Water
707,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
708,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
709,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
710,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
711,Forest,NULL,Water,NULL,Water,Wetland
712,Forest,NULL,Water,Water,NULL,Water
713,Forest,NULL,Water,Water,Water,Wetland
714,Forest,NULL,Forest,NULL,Non_Wetland,NULL
715,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
716,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
717,Forest,NULL,Forest,NULL,Non_Wetland,Forest
718,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
719,Forest,Cropland,Wetland,NULL,Wetland,Forest
720,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
721,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
722,Forest,Wetland,Wetland,NULL,Wetland,Grassland
723,Forest,Wetland,Wetland,NULL,Wetland,Wetland
724,Forest,Wetland,Wetland,NULL,Wetland,Bareland
725,Forest,Wetland,Wetland,NULL,Wetland,Water
726,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
727,Forest,Wetland,Wetland,Non_Water,Wetland,Water
728,Forest,Wetland,Wetland,Water,Wetland,Wetland
729,Forest,Wetland,Wetland,Water,Wetland,Water
730,Forest,Wetland,Water,NULL,Water,Grassland
731,Forest,Wetland,Water,NULL,Water,Wetland
732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
734,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
735,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
736,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
737,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
738,Forest,Built-up,Wetland,NULL,Wetland,Wetland
739,Forest,Built-up,Wetland,NULL,Wetland,Built-up
740,Forest,Built-up,Wetland,NULL,Wetland,Forest
741,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
742,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
743,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
744,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
745,Forest,Water,NULL,Non_Water,Non_Wetland,Water
746,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
747,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
748,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
749,Forest,Water,Shrubland,NULL,Non_Wetland,Water
750,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
751,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
752,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
753,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
754,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
755,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
756,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
757,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
758,Forest,Water,Shrubland,Water,Non_Wetland,Water
759,Forest,Water,Shrubland,Water,Non_Wetland,Forest
760,Forest,Water,Grassland,NULL,Non_Wetland,Forest
761,Forest,Water,Grassland,Water,Non_Wetland,Water
762,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
763,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
764,Forest,Water,Cropland,NULL,Non_Wetland,Forest
765,Forest,Water,Cropland,Water,Non_Wetland,Grassland
766,Forest,Water,Cropland,Water,Non_Wetland,Wetland
767,Forest,Water,Cropland,Water,Non_Wetland,Forest
768,Forest,Water,Wetland,NULL,Wetland,Grassland
769,Forest,Water,Wetland,NULL,Wetland,Cropland
770,Forest,Water,Wetland,NULL,Wetland,Wetland
771,Forest,Water,Wetland,NULL,Wetland,Bareland
772,Forest,Water,Wetland,NULL,Wetland,Water
773,Forest,Water,Wetland,NULL,Wetland,Forest
774,Forest,Water,Wetland,Non_Water,NULL,Wetland
775,Forest,Water,Wetland,Non_Water,NULL,Water
776,Forest,Water,Wetland,Non_Water,Wetland,Grassland
777,Forest,Water,Wetland,Non_Water,Wetland,Cropland
778,Forest,Water,Wetland,Non_Water,Wetland,Wetland
779,Forest,Water,Wetland,Non_Water,Wetland,Bareland
780,Forest,Water,Wetland,Non_Water,Wetland,Water
781,Forest,Water,Wetland,Non_Water,Wetland,Forest
782,Forest,Water,Wetland,Water,Wetland,Grassland
783,Forest,Water,Wetland,Water,Wetland,Wetland
784,Forest,Water,Wetland,Water,Wetland,Bareland
785,Forest,Water,Wetland,Water,Wetland,Water
786,Forest,Water,Wetland,Water,Wetland,Forest
787,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
788,Forest,Water,Bareland,NULL,Non_Wetland,Water
789,Forest,Water,Bareland,NULL,Non_Wetland,Forest
790,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
791,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
792,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
793,Forest,Water,Bareland,Water,Non_Wetland,Water
794,Forest,Water,Bareland,Water,Non_Wetland,Forest
795,Forest,Water,Built-up,NULL,Non_Wetland,Water
796,Forest,Water,Built-up,NULL,Non_Wetland,Forest
797,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
798,Forest,Water,Water,NULL,NULL,Water
799,Forest,Water,Water,NULL,Water,Wetland
800,Forest,Water,Water,NULL,Water,Bareland
801,Forest,Water,Water,NULL,Water,Water
802,Forest,Water,Water,NULL,Water,Forest
803,Forest,Water,Water,Non_Water,NULL,Wetland
804,Forest,Water,Water,Non_Water,Water,Wetland
805,Forest,Water,Water,Non_Water,Water,Bareland
806,Forest,Water,Water,Non_Water,Water,Water
807,Forest,Water,Water,Non_Water,Water,Forest
808,Forest,Water,Water,Water,NULL,Wetland
809,Forest,Water,Water,Water,Water,Wetland
810,Forest,Water,Water,Water,Water,Water
811,Forest,Water,Water,Water,Water,Forest
812,Forest,Water,Forest,NULL,Non_Wetland,Grassland
813,Forest,Water,Forest,NULL,Non_Wetland,Wetland
814,Forest,Water,Forest,NULL,Non_Wetland,Bareland
815,Forest,Water,Forest,NULL,Non_Wetland,Water
816,Forest,Water,Forest,NULL,Non_Wetland,Forest
817,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
818,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
819,Forest,Water,Forest,Non_Water,Non_Wetland,Water
820,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
821,Forest,Water,Forest,Water,Non_Wetland,Wetland
822,Forest,Water,Forest,Water,Non_Wetland,Water
823,Forest,Water,Forest,Water,Non_Wetland,Forest
824,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
825,Forest,Forest,NULL,NULL,Non_Wetland,Forest
826,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
827,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
828,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
829,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
830,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
831,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
832,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
833,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
834,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
835,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
836,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
837,Forest,Forest,Shrubland,Water,Non_Wetland,Water
838,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
839,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
840,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
841,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
842,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
843,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
844,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
845,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
846,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
847,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
848,Forest,Forest,Cropland,Water,Non_Wetland,Water
849,Forest,Forest,Wetland,NULL,Wetland,NULL
850,Forest,Forest,Wetland,NULL,Wetland,Grassland
851,Forest,Forest,Wetland,NULL,Wetland,Cropland
852,Forest,Forest,Wetland,NULL,Wetland,Wetland
853,Forest,Forest,Wetland,NULL,Wetland,Bareland
854,Forest,Forest,Wetland,NULL,Wetland,Built-up
855,Forest,Forest,Wetland,NULL,Wetland,Water
856,Forest,Forest,Wetland,NULL,Wetland,Forest
857,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
858,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
859,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
860,Forest,Forest,Wetland,Non_Water,Wetland,Water
861,Forest,Forest,Wetland,Non_Water,Wetland,Forest
862,Forest,Forest,Wetland,Water,Wetland,Grassland
863,Forest,Forest,Wetland,Water,Wetland,Wetland
864,Forest,Forest,Wetland,Water,Wetland,Bareland
865,Forest,Forest,Wetland,Water,Wetland,Water
866,Forest,Forest,Wetland,Water,Wetland,Forest
867,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
868,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
869,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
870,Forest,Forest,Bareland,NULL,Non_Wetland,Water
871,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
872,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
873,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
874,Forest,Forest,Bareland,Water,Non_Wetland,Water
875,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
876,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
877,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
878,Forest,Forest,Built-up,NULL,Non_Wetland,Water
879,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
880,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
881,Forest,Forest,Water,NULL,NULL,Forest
882,Forest,Forest,Water,NULL,Water,Grassland
883,Forest,Forest,Water,NULL,Water,Wetland
884,Forest,Forest,Water,NULL,Water,Bareland
885,Forest,Forest,Water,NULL,Water,Water
886,Forest,Forest,Water,NULL,Water,Forest
887,Forest,Forest,Water,Non_Water,NULL,Wetland
888,Forest,Forest,Water,Non_Water,Water,Grassland
889,Forest,Forest,Water,Non_Water,Water,Wetland
890,Forest,Forest,Water,Non_Water,Water,Water
891,Forest,Forest,Water,Non_Water,Water,Forest
892,Forest,Forest,Water,Water,NULL,Water
893,Forest,Forest,Water,Water,Water,Grassland
894,Forest,Forest,Water,Water,Water,Wetland
895,Forest,Forest,Water,Water,Water,Bareland
896,Forest,Forest,Water,Water,Water,Water
897,Forest,Forest,Water,Water,Water,Forest
898,Forest,Forest,Forest,NULL,Non_Wetland,NULL
899,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
900,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
901,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
902,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
903,Forest,Forest,Forest,NULL,Non_Wetland,Water
904,Forest,Forest,Forest,NULL,Non_Wetland,Forest
905,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
906,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
907,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
