Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLK_M_R
331,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
332,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
333,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
334,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
335,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
336,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
337,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
338,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
339,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
340,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
341,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
342,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
343,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
344,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
345,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
346,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
347,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
348,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
349,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
350,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
351,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
352,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
353,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
354,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
355,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
356,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
357,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
358,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
359,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
360,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
361,Wetland,Water,Water,Water,Water,NULL,NULL,Water
362,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
366,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
370,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
371,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
372,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
373,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
374,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
375,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
376,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
378,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
379,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
380,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
381,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
383,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
384,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
385,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
386,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
387,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
388,Bareland,Water,Water,Water,Water,Bareland,Water,Water
389,Bareland,Water,Water,Water,Water,Water,Wetland,Water
390,Bareland,Water,Water,Water,Water,Water,Water,Water
391,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
392,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
394,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
395,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
396,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
397,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
398,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
399,Bareland,Forest,Water,Non_Water,Water,Grassland,Water,Water
400,Bareland,Forest,Water,Water,Water,Grassland,Wetland,Water
401,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
403,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
404,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
405,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
406,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
407,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
408,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
409,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
410,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
411,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
414,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
415,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
417,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
418,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
419,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
420,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
421,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
422,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
423,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
424,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
425,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
426,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
427,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
428,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
429,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
430,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
431,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
432,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
433,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
434,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
435,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
436,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
437,Water,Bareland,Water,Water,Water,NULL,NULL,Water
438,Water,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
439,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
440,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
441,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
442,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
443,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
444,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
445,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
446,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
447,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
449,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
450,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
451,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
452,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
453,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
454,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
455,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
456,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
457,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
458,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
459,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
460,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
461,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
462,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
463,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
464,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
465,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
467,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
468,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
469,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
470,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
471,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
472,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
473,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
474,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
475,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
476,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
477,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
478,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
479,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
480,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
481,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
482,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
483,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
484,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
485,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
486,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
487,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
488,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
489,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
490,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
491,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
492,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
493,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
494,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
495,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
496,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
497,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
498,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
499,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
500,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
501,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
502,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
503,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
504,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
505,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
506,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
507,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
508,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
509,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
510,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
511,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
512,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
513,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
514,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
515,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
516,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
517,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
518,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
519,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
520,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
521,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
522,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
523,Water,Water,Wetland,Water,Wetland,Water,Water,Water
524,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
525,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
526,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
527,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
528,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
529,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
530,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
531,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
532,Water,Water,Water,NULL,Water,NULL,NULL,Water
533,Water,Water,Water,NULL,Water,NULL,NULL,Forest
534,Water,Water,Water,NULL,Water,NULL,Wetland,Water
535,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
536,Water,Water,Water,NULL,Water,NULL,Water,Bareland
537,Water,Water,Water,NULL,Water,NULL,Water,Water
538,Water,Water,Water,NULL,Water,NULL,Water,Forest
539,Water,Water,Water,NULL,Water,NULL,Forest,Bareland
540,Water,Water,Water,NULL,Water,NULL,Forest,Water
541,Water,Water,Water,NULL,Water,NULL,Forest,Forest
542,Water,Water,Water,NULL,Water,Bareland,Forest,Water
543,Water,Water,Water,NULL,Water,Water,Wetland,Water
544,Water,Water,Water,NULL,Water,Water,Wetland,Forest
545,Water,Water,Water,NULL,Water,Water,Water,Grassland
546,Water,Water,Water,NULL,Water,Water,Water,Bareland
547,Water,Water,Water,NULL,Water,Water,Water,Water
548,Water,Water,Water,NULL,Water,Water,Water,Forest
549,Water,Water,Water,NULL,Water,Water,Forest,Bareland
550,Water,Water,Water,NULL,Water,Water,Forest,Water
551,Water,Water,Water,NULL,Water,Water,Forest,Forest
552,Water,Water,Water,NULL,Water,Forest,Wetland,Water
553,Water,Water,Water,NULL,Water,Forest,Water,Water
554,Water,Water,Water,NULL,Water,Forest,Water,Forest
555,Water,Water,Water,NULL,Water,Forest,Forest,Water
556,Water,Water,Water,NULL,Water,Forest,Forest,Forest
557,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
558,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
559,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
560,Water,Water,Water,Non_Water,Water,NULL,Water,Water
561,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
562,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
563,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
564,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
565,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
566,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
567,Water,Water,Water,Non_Water,Water,Water,Water,Water
568,Water,Water,Water,Non_Water,Water,Water,Water,Forest
569,Water,Water,Water,Non_Water,Water,Water,Forest,Water
570,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
571,Water,Water,Water,Non_Water,Water,Forest,Water,Water
572,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
573,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
574,Water,Water,Water,Water,Water,NULL,NULL,Grassland
575,Water,Water,Water,Water,Water,NULL,NULL,Wetland
576,Water,Water,Water,Water,Water,NULL,NULL,Bareland
577,Water,Water,Water,Water,Water,NULL,NULL,Water
578,Water,Water,Water,Water,Water,NULL,NULL,Forest
579,Water,Water,Water,Water,Water,NULL,Wetland,Water
580,Water,Water,Water,Water,Water,NULL,Wetland,Forest
581,Water,Water,Water,Water,Water,NULL,Water,Grassland
582,Water,Water,Water,Water,Water,NULL,Water,Bareland
583,Water,Water,Water,Water,Water,NULL,Water,Water
584,Water,Water,Water,Water,Water,NULL,Water,Forest
585,Water,Water,Water,Water,Water,NULL,Forest,Water
586,Water,Water,Water,Water,Water,NULL,Forest,Forest
587,Water,Water,Water,Water,Water,Water,Wetland,Water
588,Water,Water,Water,Water,Water,Water,Wetland,Forest
589,Water,Water,Water,Water,Water,Water,Water,Grassland
590,Water,Water,Water,Water,Water,Water,Water,Bareland
591,Water,Water,Water,Water,Water,Water,Water,Water
592,Water,Water,Water,Water,Water,Water,Water,Forest
593,Water,Water,Water,Water,Water,Water,Forest,Bareland
594,Water,Water,Water,Water,Water,Water,Forest,Water
595,Water,Water,Water,Water,Water,Water,Forest,Forest
596,Water,Water,Water,Water,Water,Forest,Water,Grassland
597,Water,Water,Water,Water,Water,Forest,Water,Water
598,Water,Water,Water,Water,Water,Forest,Water,Forest
599,Water,Water,Water,Water,Water,Forest,Forest,Water
600,Water,Water,Water,Water,Water,Forest,Forest,Forest
601,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
602,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
603,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
604,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
605,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
606,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
607,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
608,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
609,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
610,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
611,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
612,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
613,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
614,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
615,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
616,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
617,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
618,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
619,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
620,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
621,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
622,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
623,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
624,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
625,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
626,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
627,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
628,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
629,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
630,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
631,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
632,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
633,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
634,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
635,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
637,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
638,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
639,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
640,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
641,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
642,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
643,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
644,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
645,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
646,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
647,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
648,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
649,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
650,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
651,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
652,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
653,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
654,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
655,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
656,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
657,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
658,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
659,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
660,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
661,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
662,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
663,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
664,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
665,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
666,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
667,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
668,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
669,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
670,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
671,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
672,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
673,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
674,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
675,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
677,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
678,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
679,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
680,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
681,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
682,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
683,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
684,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
685,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
687,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
688,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
689,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
690,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
691,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
692,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
693,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
694,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
695,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
696,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
697,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
698,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
699,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
700,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
701,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
702,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
703,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
704,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
705,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
706,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
707,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
708,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
709,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
710,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
711,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
712,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
713,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
714,Water,Forest,Water,NULL,Water,NULL,NULL,Water
715,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
716,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
717,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
718,Water,Forest,Water,NULL,Water,Water,Water,Water
719,Water,Forest,Water,NULL,Water,Water,Forest,Water
