Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRE_M_R
681,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
682,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
683,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
684,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
685,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
687,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
688,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
689,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
690,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
691,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
693,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
694,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
695,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
696,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
697,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
698,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
699,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
700,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
701,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
702,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
703,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
704,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
705,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
706,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
707,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
708,Water,NULL,Water,NULL,Water,NULL,NULL,Water
709,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
710,Water,NULL,Water,Water,Water,NULL,NULL,Water
711,Water,NULL,Water,Water,Water,NULL,NULL,Forest
712,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
713,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
714,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
715,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
716,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
717,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
718,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
719,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
720,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
721,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
722,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
723,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
724,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
725,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
726,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
728,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
729,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
730,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
731,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
732,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
733,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
734,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
735,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
736,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
738,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
739,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
740,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
741,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
742,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
743,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
744,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
745,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
746,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
747,Water,Water,Water,NULL,Water,NULL,NULL,Water
748,Water,Water,Water,NULL,Water,NULL,NULL,Forest
749,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
750,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
751,Water,Water,Water,Water,Water,NULL,NULL,Wetland
752,Water,Water,Water,Water,Water,NULL,NULL,Water
753,Water,Water,Water,Water,Water,NULL,NULL,Forest
754,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
755,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
756,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
757,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
758,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
759,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
760,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
761,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
762,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
763,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
764,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
765,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
766,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
767,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
768,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
769,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
770,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
771,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
772,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
773,Water,Forest,Water,Water,Water,NULL,NULL,Forest
774,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
775,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
776,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
777,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
778,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
779,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
780,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
781,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
783,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
784,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
785,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
787,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
788,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
789,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
790,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
791,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
792,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
793,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
794,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
795,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
796,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
797,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
799,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
803,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
804,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
805,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
806,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
807,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
808,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
809,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
811,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
812,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
813,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
815,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
816,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
817,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
818,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
819,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
820,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
821,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
822,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
823,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
825,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
826,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
827,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
828,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
829,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
831,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
832,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
833,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
834,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
835,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
836,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
837,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
838,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
839,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
840,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
841,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
842,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
843,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
844,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
845,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
846,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
848,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
849,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
850,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
851,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
852,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
853,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
854,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
855,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
856,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
860,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
861,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
862,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
863,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
864,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
865,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
866,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
867,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
868,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
869,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
871,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
872,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
873,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
874,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
876,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
877,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
878,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
879,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
881,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
882,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
883,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
884,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
885,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
887,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
888,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
889,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
890,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
892,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
893,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
894,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
895,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
896,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
897,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
898,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
899,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
900,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
901,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
902,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
903,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
904,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
905,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
906,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
907,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
908,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
909,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
910,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
911,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
912,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
913,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
914,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
915,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
916,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
917,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
918,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
920,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
921,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
922,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
925,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
927,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
928,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
929,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
930,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
931,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
932,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
935,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
936,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
937,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
938,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
939,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
940,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
941,Forest,Water,Water,Water,Water,NULL,NULL,Water
942,Forest,Water,Water,Water,Water,NULL,NULL,Forest
943,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
944,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
945,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
946,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
947,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
948,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
949,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
950,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
951,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
952,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
953,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
955,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
956,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
958,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
959,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
960,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
961,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
963,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
964,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
966,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
967,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
969,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
970,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
972,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
973,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
974,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
977,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
979,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
980,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
984,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
985,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
988,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
989,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
990,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
991,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
992,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
993,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
994,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
995,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
996,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
997,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
998,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
999,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1002,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1003,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
1004,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1005,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1006,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1007,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
1008,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1009,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1010,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1011,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1012,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1013,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1014,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1016,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1017,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1018,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1019,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1020,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1022,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1023,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
