Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R
1986,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1987,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1988,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1989,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1990,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1991,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1992,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1993,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1994,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1995,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1996,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1997,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1998,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1999,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2000,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2001,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2002,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2003,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2004,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2005,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2006,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2007,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2008,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2009,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2010,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2011,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2012,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2013,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2014,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2015,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2016,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2017,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2018,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2019,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2020,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2021,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2022,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2023,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2024,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2025,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2026,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2027,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2029,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2030,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2031,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2032,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2033,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2034,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2035,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2036,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2037,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2038,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2039,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2040,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2041,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2042,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2043,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2044,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2045,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2046,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2047,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
2048,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
2049,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2050,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2051,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2052,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2053,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2054,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2055,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2056,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2057,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2058,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2059,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2060,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2061,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2062,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2063,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2064,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2065,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2066,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2067,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2068,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2069,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2070,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
2071,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2073,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2074,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2075,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2076,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2077,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2078,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2079,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2080,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2081,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2082,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2083,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2084,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2085,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2086,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2087,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2088,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2089,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2090,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2091,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2092,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2093,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2094,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2095,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2096,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2097,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2098,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2099,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2100,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2101,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2102,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2103,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2104,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2105,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2106,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2107,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2108,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2109,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2110,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2111,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2112,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2113,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2114,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2115,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2116,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2117,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2118,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2119,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2120,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2121,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2122,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2123,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2124,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2125,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2126,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2127,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2128,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2129,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2130,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2131,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2132,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2133,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2134,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2135,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2136,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2137,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2138,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2139,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2140,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2141,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2142,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2143,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2144,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2145,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2146,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2147,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2148,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2149,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2150,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2151,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2152,Bareland,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Bareland
2153,Bareland,Water,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Water
2154,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2155,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2156,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2157,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2158,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2159,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2160,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2161,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2162,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2163,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2164,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2165,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2166,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2167,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2168,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2169,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2170,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2171,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2172,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2173,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2174,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2175,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2176,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2177,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2178,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2179,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2180,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2181,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2182,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2183,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2184,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2185,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2186,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2187,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2188,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2190,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2191,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2192,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2193,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2194,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2195,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2196,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2197,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2198,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2199,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2200,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2201,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2202,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2203,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2204,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2205,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2206,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2207,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2208,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2209,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2210,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2211,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2212,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2213,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2214,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2215,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2216,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2217,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2218,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2219,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2220,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2221,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2222,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2223,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2224,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2225,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2226,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2227,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2228,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2229,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2230,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2231,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2232,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2233,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2234,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2235,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2236,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2237,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2238,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2239,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2240,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2241,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2242,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2243,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2244,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2245,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2246,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2247,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2248,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2249,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2250,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2251,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2252,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2253,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2254,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2255,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2256,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2257,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2258,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2259,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2260,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2261,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2262,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2263,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2264,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2265,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2266,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2267,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2268,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2269,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2270,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2271,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2272,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2273,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2274,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2275,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2276,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2277,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2278,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2279,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2280,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2281,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2282,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2283,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2284,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
2285,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2286,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2287,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2288,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2289,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2290,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2291,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2292,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2293,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2294,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2295,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2296,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2297,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2298,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2299,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2300,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2301,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2302,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2303,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2304,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2305,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2306,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2307,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2308,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2309,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2310,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2311,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2312,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2313,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2314,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2315,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2316,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
