Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWH_M_R
1718,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1719,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1720,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1721,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
1722,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1723,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1724,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1725,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1726,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1727,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1728,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1729,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1730,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1731,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
1732,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
1733,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1734,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1735,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1736,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1737,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1738,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1739,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1740,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1741,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1742,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1743,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
1744,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1745,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1746,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1747,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1748,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1749,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1750,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1751,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1752,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1753,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1754,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1755,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1756,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1757,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1758,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1759,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1760,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1761,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1762,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1763,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1833,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1834,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1846,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1847,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1848,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1849,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1850,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1851,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1852,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1853,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1854,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1855,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1856,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1857,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1858,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1859,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1860,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1861,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1862,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1863,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1864,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1865,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1866,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1867,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1868,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1869,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1870,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1871,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1872,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1873,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1874,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1875,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1876,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1877,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1878,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1879,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1880,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1881,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1882,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1883,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1884,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1885,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1886,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1887,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1888,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1889,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1890,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1891,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1892,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1893,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
1894,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1895,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1896,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1897,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1898,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1899,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1900,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1901,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1902,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1903,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1904,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1905,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1906,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1907,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1908,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1909,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1910,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1911,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1912,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1913,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1914,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1915,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1916,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1917,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1918,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1919,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1920,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1921,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1922,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1923,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1924,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1925,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1926,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1927,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1928,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1929,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1930,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1931,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1932,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1933,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1934,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1935,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1936,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1937,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1938,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1939,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1940,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1941,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1942,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1943,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1944,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1945,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1946,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1947,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1948,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1949,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1950,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1951,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1952,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1953,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1954,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1955,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1956,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1957,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1958,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1959,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1960,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1961,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1962,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1963,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1964,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1965,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1966,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1967,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1968,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
1969,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1970,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1971,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1972,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1973,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1974,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1975,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1976,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1977,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1978,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1979,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1980,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1981,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1982,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1983,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1984,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1985,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1986,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1987,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1988,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1989,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
1990,Grassland,NULL,Water,NULL,Water,Cropland,NULL,Grassland
1991,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1992,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Water
1993,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1994,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1995,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1996,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1997,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1998,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1999,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2000,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2001,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2002,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2003,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2004,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2005,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2006,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2007,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2008,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2009,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2010,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2011,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2012,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2013,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2014,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2015,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2016,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2017,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2018,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2019,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2020,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2021,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2022,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2023,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2024,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2025,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2026,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2027,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2028,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2029,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2030,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2031,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2032,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2033,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
