Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKU_M_R
12365,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12366,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
12367,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12368,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
12369,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,NULL
12370,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12371,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12372,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12373,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12374,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12375,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12376,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12377,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12378,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
12379,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12380,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
12381,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
12382,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12383,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12384,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12385,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12386,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12387,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12388,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12389,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12390,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12391,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12392,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
12393,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12394,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12395,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12396,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12397,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12398,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12399,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
12400,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12401,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Cropland
12402,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12403,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12404,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
12405,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
12406,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
12407,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
12408,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Water
12409,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
12410,Bareland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
12411,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
12412,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12413,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
12414,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
12415,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
12416,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12417,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12418,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
12419,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
12420,Bareland,Cropland,Wetland,Water,Wetland,NULL,Bareland,Grassland
12421,Bareland,Cropland,Wetland,Water,Wetland,NULL,Bareland,Water
12422,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
12423,Bareland,Cropland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
12424,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,NULL
12425,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12426,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Cropland
12427,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12428,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
12429,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
12430,Bareland,Cropland,Wetland,Water,Wetland,Water,Bareland,Water
12431,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
12432,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12433,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12434,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12435,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
12436,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12437,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12438,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12439,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12440,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12441,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12442,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12443,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
12444,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
12445,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
12446,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
12447,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12448,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
12449,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
12450,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12451,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
12452,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
12453,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12454,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
12455,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
12456,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12457,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
12458,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12459,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
12460,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12461,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12462,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
12463,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
12464,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12465,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12466,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12467,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
12468,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
12469,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
12470,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
12471,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
12472,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
12473,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
12474,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
12475,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12476,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12477,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
12478,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12479,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12480,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
12481,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12482,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12483,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12484,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
12485,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12486,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12487,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
12488,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12489,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
12490,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
12491,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12492,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12493,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12494,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12495,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12496,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
12497,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
12498,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12499,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
12500,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
12501,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12502,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12503,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
12504,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12505,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12506,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
12507,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12508,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12509,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
12510,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12511,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
12512,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
12513,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
12514,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
12515,Bareland,Cropland,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
12516,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
12517,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
12518,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
12519,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
12520,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
12521,Bareland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
12522,Bareland,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
12523,Bareland,Cropland,Water,NULL,Water,NULL,Bareland,NULL
12524,Bareland,Cropland,Water,NULL,Water,NULL,Bareland,Grassland
12525,Bareland,Cropland,Water,NULL,Water,NULL,Bareland,Cropland
12526,Bareland,Cropland,Water,NULL,Water,NULL,Bareland,Bareland
12527,Bareland,Cropland,Water,NULL,Water,NULL,Bareland,Forest
12528,Bareland,Cropland,Water,NULL,Water,NULL,Built-up,Bareland
12529,Bareland,Cropland,Water,NULL,Water,NULL,Built-up,Water
12530,Bareland,Cropland,Water,NULL,Water,NULL,Water,Cropland
12531,Bareland,Cropland,Water,NULL,Water,NULL,Water,Bareland
12532,Bareland,Cropland,Water,NULL,Water,Grassland,NULL,NULL
12533,Bareland,Cropland,Water,NULL,Water,Grassland,Bareland,NULL
12534,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
12535,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
12536,Bareland,Cropland,Water,NULL,Water,Cropland,Shrubland,NULL
12537,Bareland,Cropland,Water,NULL,Water,Cropland,Bareland,Grassland
12538,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
12539,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
12540,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
12541,Bareland,Cropland,Water,NULL,Water,Bareland,Shrubland,Bareland
12542,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,NULL
12543,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
12544,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
12545,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Built-up
12546,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Water
12547,Bareland,Cropland,Water,NULL,Water,Bareland,Built-up,Cropland
12548,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Bareland
12549,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Water
12550,Bareland,Cropland,Water,NULL,Water,Bareland,Forest,Water
12551,Bareland,Cropland,Water,NULL,Water,Built-up,Built-up,Bareland
12552,Bareland,Cropland,Water,NULL,Water,Built-up,Built-up,Built-up
12553,Bareland,Cropland,Water,Non_Water,Water,NULL,Bareland,NULL
12554,Bareland,Cropland,Water,Non_Water,Water,NULL,Bareland,Grassland
12555,Bareland,Cropland,Water,Non_Water,Water,NULL,Bareland,Wetland
12556,Bareland,Cropland,Water,Non_Water,Water,NULL,Bareland,Forest
12557,Bareland,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
12558,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,NULL
12559,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Grassland
12560,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Cropland
12561,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Bareland
12562,Bareland,Cropland,Water,Non_Water,Water,Bareland,Bareland,Water
12563,Bareland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
12564,Bareland,Cropland,Water,Non_Water,Water,Bareland,Water,Water
12565,Bareland,Cropland,Water,Non_Water,Water,Bareland,Forest,NULL
12566,Bareland,Cropland,Water,Water,Water,NULL,Bareland,NULL
12567,Bareland,Cropland,Water,Water,Water,NULL,Bareland,Cropland
12568,Bareland,Cropland,Water,Water,Water,NULL,Bareland,Wetland
12569,Bareland,Cropland,Water,Water,Water,NULL,Bareland,Forest
12570,Bareland,Cropland,Water,Water,Water,NULL,Water,Grassland
12571,Bareland,Cropland,Water,Water,Water,NULL,Water,Wetland
12572,Bareland,Cropland,Water,Water,Water,NULL,Water,Water
12573,Bareland,Cropland,Water,Water,Water,Wetland,Bareland,Grassland
12574,Bareland,Cropland,Water,Water,Water,Bareland,NULL,Bareland
12575,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,NULL
12576,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Grassland
12577,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Cropland
12578,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
12579,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Water
12580,Bareland,Cropland,Water,Water,Water,Bareland,Water,Grassland
12581,Bareland,Cropland,Water,Water,Water,Bareland,Water,Water
12582,Bareland,Cropland,Water,Water,Water,Water,Bareland,Water
12583,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12584,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12585,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12586,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12587,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12588,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
12589,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12590,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12591,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12592,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
12593,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12594,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12595,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12596,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12597,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12598,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
12599,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
12600,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12601,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12602,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
12603,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12604,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
12605,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12606,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12607,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12608,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
12609,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12610,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12611,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12612,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12613,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12614,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12615,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12616,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12617,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12618,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12619,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12620,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12621,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12622,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12623,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
12624,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12625,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12626,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12627,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12628,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12629,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12630,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12631,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12632,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
12633,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12634,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12635,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12636,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12637,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12638,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12639,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Water
12640,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
12641,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12642,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
12643,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12644,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12645,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12646,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12647,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12648,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12649,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12650,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12651,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12652,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12653,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
12654,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12655,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
12656,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12657,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
12658,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
12659,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12660,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12661,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12662,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12663,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12664,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12665,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12666,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12667,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12668,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12669,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12670,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12671,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12672,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12673,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12674,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12675,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
12676,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12677,Bareland,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
12678,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
12679,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12680,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12681,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
12682,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12683,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12684,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12685,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
12686,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
12687,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland,Water
12688,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
12689,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
