Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXP_M_R
15374,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
15375,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
15376,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
15377,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
15378,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
15379,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
15380,Wetland,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
15381,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
15382,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
15383,Wetland,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
15384,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
15385,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15386,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15387,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15388,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
15389,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
15390,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15391,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15392,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15393,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15394,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15395,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15396,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15397,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
15398,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
15399,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
15400,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15401,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
15402,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15403,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
15404,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15405,Wetland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15406,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15407,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15408,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15409,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15410,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15411,Wetland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15412,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
15413,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15414,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15415,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15416,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15417,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15418,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
15419,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15420,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
15421,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15422,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15423,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15424,Wetland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15425,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15426,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15427,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15428,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
15429,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15430,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
15431,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
15432,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
15433,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
15434,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
15435,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
15436,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
15437,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15438,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
15439,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
15440,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
15441,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15442,Wetland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15443,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
15444,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
15445,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15446,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15447,Wetland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
15448,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
15449,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
15450,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
15451,Wetland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15452,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
15453,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
15454,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
15455,Wetland,Forest,Wetland,NULL,Wetland,NULL,Bareland,Wetland
15456,Wetland,Forest,Wetland,NULL,Wetland,NULL,Built-up,Wetland
15457,Wetland,Forest,Wetland,NULL,Wetland,NULL,Built-up,Built-up
15458,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
15459,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
15460,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
15461,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Built-up
15462,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
15463,Wetland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
15464,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
15465,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15466,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
15467,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
15468,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
15469,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
15470,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
15471,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
15472,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
15473,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
15474,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
15475,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
15476,Wetland,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
15477,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
15478,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
15479,Wetland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
15480,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
15481,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
15482,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15483,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
15484,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
15485,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
15486,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
15487,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
15488,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
15489,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
15490,Wetland,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
15491,Wetland,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
15492,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
15493,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
15494,Wetland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
15495,Wetland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
15496,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
15497,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
15498,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
15499,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
15500,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
15501,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
15502,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
15503,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
15504,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
15505,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
15506,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
15507,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
15508,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
15509,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
15510,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
15511,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
15512,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
15513,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
15514,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
15515,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
15516,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
15517,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
15518,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
15519,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
15520,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
15521,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
15522,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
15523,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
15524,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15525,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15526,Wetland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Wetland
15527,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
15528,Wetland,Forest,Wetland,Water,Wetland,NULL,Bareland,Wetland
15529,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
15530,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Water
15531,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
15532,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
15533,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
15534,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
15535,Wetland,Forest,Wetland,Water,Wetland,Wetland,Bareland,Wetland
15536,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
15537,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
15538,Wetland,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
15539,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
15540,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
15541,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
15542,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
15543,Wetland,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
15544,Wetland,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
15545,Wetland,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
15546,Wetland,Forest,Wetland,Water,Wetland,Forest,Water,Water
15547,Wetland,Forest,Wetland,Water,Wetland,Forest,Forest,Wetland
15548,Wetland,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15549,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15550,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15551,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
15552,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
15553,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
15554,Wetland,Forest,Water,NULL,Water,Wetland,Water,Wetland
15555,Wetland,Forest,Water,NULL,Water,Wetland,Forest,Wetland
15556,Wetland,Forest,Water,NULL,Water,Forest,Forest,Wetland
15557,Wetland,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
15558,Wetland,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
15559,Wetland,Forest,Water,Water,Water,NULL,Water,Wetland
15560,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
15561,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
15562,Wetland,Forest,Water,Water,Water,Water,Forest,Wetland
15563,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15564,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15565,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15566,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15567,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15568,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15569,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15570,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
15571,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
15572,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
15573,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15574,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15575,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15576,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15577,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15578,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15579,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15580,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15581,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
15582,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15583,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15584,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15585,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
15586,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
15587,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
15588,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
15589,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
15590,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
15591,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15592,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15593,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
15594,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15595,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
15596,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15597,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15598,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
15599,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15600,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
15601,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
15602,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
15603,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
15604,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
15605,Wetland,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
15606,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15607,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15608,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15609,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
15610,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
15611,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15612,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15613,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15614,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
15615,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
15616,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
15617,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15618,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15619,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15620,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15621,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
15622,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
15623,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15624,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
15625,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
15626,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
15627,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
15628,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
15629,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
15630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
15631,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
15632,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
15633,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
15634,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
15635,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15636,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
15637,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15638,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
15639,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15640,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15641,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15642,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15643,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15644,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
15645,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15646,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15647,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
15648,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15649,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
15650,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15651,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15652,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
15653,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
15654,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15655,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15656,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15657,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
15658,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
15659,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15660,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15661,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15662,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15663,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15664,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15665,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15666,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15667,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15668,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15669,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
15670,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
15671,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15672,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
15673,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15674,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
15675,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
15676,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
15677,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
15678,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
15679,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
15680,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
15681,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15682,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
15683,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
15684,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
15685,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
15686,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
15687,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
15688,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
15689,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
15690,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
15691,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15692,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
15693,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
15694,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
15695,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
15696,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15697,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
15698,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15699,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
15700,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15701,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
15702,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
15703,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
15704,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15705,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
15706,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
