Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNC_M_R
677,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
680,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
681,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
682,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
683,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
684,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
685,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
686,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
687,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
688,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
689,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
690,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
691,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
692,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
693,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
694,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
695,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
696,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
699,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
700,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
701,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
702,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
703,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
704,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
705,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
706,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
707,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
709,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
710,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
711,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
712,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
713,Water,NULL,Water,NULL,Water,NULL,NULL,Water
714,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
715,Water,NULL,Water,Water,Water,NULL,NULL,NULL
716,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
717,Water,NULL,Water,Water,Water,NULL,NULL,Water
718,Water,NULL,Water,Water,Water,NULL,NULL,Forest
719,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
720,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
721,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
722,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
723,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
724,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
725,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
726,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
727,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
728,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
729,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
730,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
731,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
732,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
733,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
734,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
735,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
736,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
737,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
738,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
739,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
740,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
741,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
742,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
743,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
744,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
745,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
746,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
747,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
748,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
749,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
750,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
751,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
753,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
754,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
755,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
756,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
757,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
758,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
759,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
760,Water,Bareland,Water,Water,Water,NULL,NULL,Water
761,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
762,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
763,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
764,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
765,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
766,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
767,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
768,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
769,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
770,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
771,Water,Built-up,Water,NULL,Water,NULL,NULL,NULL
772,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
773,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
774,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
775,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
776,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
777,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
778,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
779,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
780,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
781,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
782,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
783,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
784,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
785,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
786,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
787,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
788,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
789,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
790,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
791,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
792,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
793,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
794,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
795,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
796,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
797,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
798,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
799,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
800,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
801,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
804,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
805,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
806,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
807,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
808,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
809,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
812,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
813,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
815,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
816,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
817,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
818,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
819,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
820,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
821,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
822,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
823,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
824,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
825,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
826,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
827,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
828,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
829,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
830,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
831,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
832,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
835,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
836,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
837,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
838,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
839,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
840,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
843,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
844,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
845,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
846,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
847,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
848,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,NULL
849,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
850,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
851,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
852,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
853,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
854,Water,Water,Water,NULL,Water,NULL,NULL,Water
855,Water,Water,Water,NULL,Water,NULL,NULL,Forest
856,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
857,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
858,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
859,Water,Water,Water,Water,Water,NULL,NULL,Bareland
860,Water,Water,Water,Water,Water,NULL,NULL,Water
861,Water,Water,Water,Water,Water,NULL,NULL,Forest
862,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
863,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
864,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
865,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
866,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
867,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
868,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
869,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
870,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
871,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
872,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
873,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
874,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
875,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
876,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
877,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
878,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
879,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
880,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
882,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
883,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
884,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
885,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
886,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
887,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
888,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
890,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
891,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
892,Water,Forest,Water,NULL,Water,NULL,NULL,Water
893,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
894,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
895,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
896,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
897,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
898,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
899,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
900,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
901,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
902,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
906,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
907,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
908,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
910,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
911,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
912,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
913,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
914,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
916,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
917,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
919,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
920,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
921,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
922,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
926,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
927,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
928,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
929,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
931,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
932,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
933,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
934,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
936,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
937,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
938,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
939,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
940,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
942,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
944,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
945,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
946,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
947,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
948,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
949,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
950,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
951,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
952,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
953,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
955,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
956,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
957,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
958,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
959,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
960,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
961,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
962,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
964,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
965,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
966,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
967,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
968,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
969,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
970,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
971,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
972,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
973,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
974,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
975,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
976,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
977,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
978,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
979,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
980,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
981,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
982,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
983,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
984,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
985,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
986,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
987,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
988,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
989,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
990,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
991,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
992,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
993,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
995,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
997,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
999,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1000,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1002,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1004,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1005,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1006,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1008,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1009,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1010,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1011,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1012,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1013,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1014,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1015,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1016,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1017,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1018,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1019,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1020,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1021,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1022,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1023,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1024,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1025,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1027,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1029,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1032,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1034,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1036,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1037,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
