Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRP_M_R
383,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
384,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water
385,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest
386,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
387,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland
388,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water
389,NULL,Water,Cropland,Water,Non_Wetland,NULL,Forest
390,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
391,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland
392,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland
393,NULL,Water,Wetland,NULL,Wetland,NULL,Water
394,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
395,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland
396,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water
397,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
398,NULL,Water,Wetland,Water,Wetland,NULL,Water
399,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
400,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
401,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
402,NULL,Water,Water,NULL,Water,NULL,Grassland
403,NULL,Water,Water,NULL,Water,NULL,Bareland
404,NULL,Water,Water,NULL,Water,NULL,Water
405,NULL,Water,Water,NULL,Water,NULL,Forest
406,NULL,Water,Water,Non_Water,Water,NULL,Bareland
407,NULL,Water,Water,Non_Water,Water,NULL,Water
408,NULL,Water,Water,Water,Water,NULL,Grassland
409,NULL,Water,Water,Water,Water,NULL,Bareland
410,NULL,Water,Water,Water,Water,NULL,Water
411,NULL,Water,Water,Water,Water,NULL,Forest
412,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
413,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland
414,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
415,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
416,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
417,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
418,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water
419,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
420,NULL,Water,Forest,Water,Non_Wetland,NULL,Bareland
421,NULL,Water,Forest,Water,Non_Wetland,NULL,Water
422,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
423,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
424,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest
425,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland
426,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
427,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
428,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
429,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
430,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
431,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
432,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
433,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
434,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
435,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
436,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
437,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
438,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
439,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
440,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
441,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
442,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
443,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
444,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
445,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland
446,NULL,Forest,Wetland,NULL,Wetland,NULL,Water
447,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
448,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
449,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water
450,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest
451,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
452,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
453,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
454,NULL,Forest,Water,NULL,Water,NULL,Forest
455,NULL,Forest,Water,Water,Water,NULL,Forest
456,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
457,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
458,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
459,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
460,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water
461,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
462,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
463,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
464,NULL,Forest,Forest,Water,Non_Wetland,NULL,Forest
465,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
466,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
467,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
468,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
469,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
470,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
471,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
472,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
473,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
475,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
476,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
477,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
478,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
479,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
480,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
481,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
482,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
483,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
484,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
485,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
486,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
487,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
488,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
489,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
490,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
491,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
492,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
493,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
494,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
495,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
496,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water
497,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
498,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
499,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
500,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
501,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
502,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
503,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
504,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
505,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
506,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
507,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
508,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
509,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
510,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
511,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
512,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
513,Grassland,NULL,Water,NULL,Water,NULL,NULL
514,Grassland,NULL,Water,NULL,Water,NULL,Grassland
515,Grassland,NULL,Water,NULL,Water,NULL,Bareland
516,Grassland,NULL,Water,NULL,Water,NULL,Water
517,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
518,Grassland,NULL,Water,Water,Water,NULL,Grassland
519,Grassland,NULL,Water,Water,Water,NULL,Wetland
520,Grassland,NULL,Water,Water,Water,NULL,Water
521,Grassland,NULL,Water,Water,Water,NULL,Forest
522,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
523,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
524,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
525,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
526,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
527,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
528,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
530,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
531,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
532,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
533,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
534,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
535,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
536,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
537,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
538,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
539,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest
540,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
541,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
542,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water
543,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland
544,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
545,Grassland,Cropland,Water,NULL,Water,NULL,Grassland
546,Grassland,Cropland,Water,NULL,Water,NULL,Water
547,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland
548,Grassland,Cropland,Water,Non_Water,Water,NULL,Water
549,Grassland,Cropland,Water,Water,Water,NULL,Water
550,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
551,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
552,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
553,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
554,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
555,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
556,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
557,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
558,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
559,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
560,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
561,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
562,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
563,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
564,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
565,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
566,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
567,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
568,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
569,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
570,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
571,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
572,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
573,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
574,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
575,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
576,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
577,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
578,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
579,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up
580,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
581,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
582,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
583,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
584,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
585,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
586,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
587,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
588,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
589,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
590,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
591,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
592,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
593,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
594,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
595,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
596,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
597,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
598,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
599,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
600,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
601,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
602,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland
603,Grassland,Wetland,Water,Non_Water,Water,NULL,Water
604,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
605,Grassland,Wetland,Water,Water,Water,NULL,Grassland
606,Grassland,Wetland,Water,Water,Water,NULL,Water
607,Grassland,Wetland,Water,Water,Water,NULL,Forest
608,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
609,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
610,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
611,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
612,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
613,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
614,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
615,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Water
616,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
617,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
618,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
619,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
620,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
621,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
622,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
623,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Forest
624,Grassland,Built-up,Water,NULL,Water,NULL,Grassland
625,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
626,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Water
627,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
628,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
629,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Forest
630,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
631,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
632,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
633,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
634,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
635,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
636,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
637,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
638,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water
639,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
640,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
641,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
642,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Forest
643,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
644,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
645,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
646,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
647,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
648,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
649,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
650,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
651,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
652,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
653,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
654,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
655,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
656,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
657,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
658,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,Forest
659,Grassland,Water,Water,NULL,Water,NULL,Grassland
660,Grassland,Water,Water,NULL,Water,NULL,Water
661,Grassland,Water,Water,Non_Water,Water,NULL,Grassland
662,Grassland,Water,Water,Water,Water,NULL,Grassland
663,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
664,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
665,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Water
666,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
667,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
668,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
669,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water
670,Grassland,Water,Forest,Water,Non_Wetland,NULL,Forest
671,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
672,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
673,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
674,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
675,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
676,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
677,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
678,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
679,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
680,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
681,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
682,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
683,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
684,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland
685,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
686,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
687,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
688,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL
689,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
690,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
691,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
692,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
693,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
694,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
695,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
696,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
697,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
698,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
699,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
700,Grassland,Forest,Water,NULL,Water,NULL,Forest
701,Grassland,Forest,Water,Non_Water,Water,NULL,Forest
702,Grassland,Forest,Water,Water,Water,NULL,Grassland
703,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
704,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
705,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
706,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water
707,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
708,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
709,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
710,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
711,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
712,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
713,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
714,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
715,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
716,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
717,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
718,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
719,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
720,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
721,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
722,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
723,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
724,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
725,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
726,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
727,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
728,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
729,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
730,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
731,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
732,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
733,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
734,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
736,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
737,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland
738,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water
739,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
740,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland
741,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
742,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
743,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
744,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
745,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
746,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
747,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
748,Cropland,NULL,Water,NULL,Water,NULL,Wetland
749,Cropland,NULL,Water,NULL,Water,NULL,Bareland
750,Cropland,NULL,Water,NULL,Water,NULL,Water
751,Cropland,NULL,Water,NULL,Water,NULL,Forest
752,Cropland,NULL,Water,Non_Water,Water,NULL,Bareland
753,Cropland,NULL,Water,Water,Water,NULL,Water
754,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
755,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
756,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
757,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
758,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
759,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
760,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
761,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
762,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Water
763,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
764,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
765,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
766,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
767,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
768,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
769,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
770,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
771,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
772,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
