Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCK_M_R
1337,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1338,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1340,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1341,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1342,Cropland,Forest,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1343,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1344,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1345,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
1346,Cropland,Forest,Grassland,Water,Non_Wetland,Water,NULL,Water
1347,Cropland,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
1348,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1349,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1350,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Bareland
1351,Cropland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1352,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1353,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1354,Cropland,Forest,Water,Non_Water,Water,Water,Forest,Bareland
1355,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1356,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1357,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1358,Cropland,Forest,Water,Water,Water,Water,NULL,Water
1359,Cropland,Forest,Water,Water,Water,Water,Wetland,Grassland
1360,Cropland,Forest,Water,Water,Water,Water,Wetland,Bareland
1361,Cropland,Forest,Water,Water,Water,Water,Water,Bareland
1362,Cropland,Forest,Water,Water,Water,Water,Water,Water
1363,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1365,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1366,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1368,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1369,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1370,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1371,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1372,Cropland,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1373,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1374,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1375,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1376,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1377,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1378,Wetland,NULL,Water,Water,Water,Water,Water,Water
1379,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1380,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1381,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1382,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1383,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1384,Wetland,Water,Water,NULL,Water,Forest,Water,Forest
1385,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1386,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1387,Wetland,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1388,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1389,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1390,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1391,Bareland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
1392,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1393,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1394,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1395,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
1396,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1398,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1399,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1400,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1401,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1402,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1403,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1404,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
1405,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Water
1406,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
1407,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1408,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1409,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1410,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1411,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1412,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1413,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1414,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1415,Bareland,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
1416,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1417,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1418,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
1419,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1420,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
1421,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1422,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1423,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1424,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1425,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1426,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
1427,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1428,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1429,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1430,Bareland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
1431,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1432,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1433,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
1434,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1435,Bareland,NULL,Water,NULL,Water,Bareland,Forest,Water
1436,Bareland,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
1437,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1438,Bareland,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
1439,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1440,Bareland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1441,Bareland,NULL,Water,Non_Water,Water,Water,Water,Bareland
1442,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
1443,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1444,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1445,Bareland,NULL,Water,Water,Water,Bareland,Water,Forest
1446,Bareland,NULL,Water,Water,Water,Built-up,Grassland,Water
1447,Bareland,NULL,Water,Water,Water,Built-up,Water,Water
1448,Bareland,NULL,Water,Water,Water,Water,NULL,Water
1449,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
1450,Bareland,NULL,Water,Water,Water,Water,Grassland,Forest
1451,Bareland,NULL,Water,Water,Water,Water,Wetland,Bareland
1452,Bareland,NULL,Water,Water,Water,Water,Built-up,Water
1453,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
1454,Bareland,NULL,Water,Water,Water,Water,Water,Bareland
1455,Bareland,NULL,Water,Water,Water,Water,Water,Water
1456,Bareland,NULL,Water,Water,Water,Water,Water,Forest
1457,Bareland,NULL,Water,Water,Water,Water,Forest,Grassland
1458,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1459,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1460,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1461,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
1462,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1463,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1464,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1465,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
1466,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1467,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1468,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1469,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1470,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1471,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1472,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Water
1473,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1474,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
1475,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1476,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1477,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1478,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1479,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
1480,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1481,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1482,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1483,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1484,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
1485,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Bareland
1486,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1487,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1488,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1490,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1491,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1492,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1493,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Bareland
1494,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Water
1495,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
1496,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1497,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1498,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
1499,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Bareland
1500,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
1501,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Forest
1502,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1503,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1504,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1505,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1506,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1507,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1508,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1509,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1510,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1511,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1512,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
1513,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1514,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1515,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1516,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1517,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1518,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
1519,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1520,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1521,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1522,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1523,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1524,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1525,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,NULL,Water
1526,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1527,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1528,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1529,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
1530,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Water
1531,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1532,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1533,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1534,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1535,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1536,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1537,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1538,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1539,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1540,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
1541,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1542,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
1543,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1544,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1545,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1546,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1547,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1548,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Water
1549,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1550,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1551,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1552,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1553,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,NULL,Bareland
1554,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1555,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1556,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1557,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1558,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1559,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1560,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1561,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1562,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1563,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1564,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1565,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1566,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1567,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,NULL,Water
1568,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
1569,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Grassland
1570,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Bareland
1571,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,NULL,Water
1572,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
1573,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
1574,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1575,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
1576,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
1577,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1578,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1579,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1580,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1581,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1582,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
1583,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Bareland
1584,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Bareland
1585,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1586,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Forest,Bareland
1587,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1588,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1589,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1590,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1591,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
1592,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1593,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Bareland
1594,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Forest
1595,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1596,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1597,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1598,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
1599,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
1600,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1601,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1602,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1603,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1604,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
1605,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1606,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1607,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1608,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1609,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1610,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Built-up,Water
1611,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1612,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1613,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
1614,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1615,Bareland,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
1616,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1617,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1618,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1619,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
1620,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
1621,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1622,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1624,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1625,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1626,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Bareland
1627,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Water
1628,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Bareland
1629,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
1630,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
1631,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
1632,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1633,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Grassland
1634,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Bareland
1635,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Water
1636,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1638,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1639,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1640,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
1641,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
1642,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Grassland
1643,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Bareland
1644,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Water
1645,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Forest
1646,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
1647,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Bareland
1648,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1649,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
1650,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1651,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1653,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1654,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1655,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1656,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1657,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1659,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1660,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1661,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1662,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1663,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
1664,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1665,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1666,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
1667,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1668,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
