Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNV_M_R
1184,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1185,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1186,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1187,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1188,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1189,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1190,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1191,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1192,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1193,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1194,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1195,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1196,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1197,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1198,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1199,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1200,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1201,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1202,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1203,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1204,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1205,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1206,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1207,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1208,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1209,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1210,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1211,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1212,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1213,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1214,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1215,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1216,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1217,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1218,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1219,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1220,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1221,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1222,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1223,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1224,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
1225,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1226,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1227,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1228,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1229,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
1230,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1231,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1232,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1233,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
1234,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
1235,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1236,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1237,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1238,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
1239,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
1240,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1241,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1242,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1243,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1244,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1245,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
1246,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1247,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
1248,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1249,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1250,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
1251,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1252,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1253,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1254,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1255,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1256,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1257,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
1258,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1259,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
1260,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1261,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1262,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1263,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
1264,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1265,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1266,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1267,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1268,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1269,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1270,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1271,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1272,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1273,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1274,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1275,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1276,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1277,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1278,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1279,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1280,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1281,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1282,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1283,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1284,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1285,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1286,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1287,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1288,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1289,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1290,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1291,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1292,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1293,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1294,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1295,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1296,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1297,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1298,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1299,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1300,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1301,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1302,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1303,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1304,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1305,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1306,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1307,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1308,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1309,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1310,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1311,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1312,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1313,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1314,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1315,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
1316,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
1317,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
1318,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
1319,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
1320,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1321,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1322,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1323,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
1324,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1325,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1326,Wetland,Water,Water,Water,Water,Water,Water,Water
1327,Wetland,Water,Water,Water,Water,Water,Water,Forest
1328,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1329,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1330,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1331,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1332,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1333,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1334,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1335,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1336,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1337,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1338,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1339,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1340,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1341,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1342,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1343,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1344,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1345,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1346,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1347,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1348,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1349,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1350,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1351,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1352,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1353,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1354,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1355,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1356,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1357,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1358,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1359,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1360,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1361,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1362,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1363,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1364,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1365,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1366,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1367,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1368,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1369,Wetland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1370,Wetland,Forest,Water,NULL,Water,Water,Water,Grassland
1371,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1372,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1373,Wetland,Forest,Water,Water,Water,Wetland,Water,Grassland
1374,Wetland,Forest,Water,Water,Water,Wetland,Water,Forest
1375,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
1376,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
1377,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1378,Wetland,Forest,Water,Water,Water,Water,Water,Water
1379,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1380,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1381,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1382,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1383,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1384,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1385,Wetland,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1386,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1387,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1388,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1389,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1390,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1391,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1392,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1393,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1394,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1395,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1396,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1397,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1398,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1399,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1400,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1401,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1402,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1403,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1404,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1405,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Bareland
1406,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1407,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
1408,Bareland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1409,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
1410,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1411,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1412,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1413,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1414,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1415,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1416,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1417,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1418,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1419,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1420,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1421,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1422,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1423,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1424,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1425,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1426,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1427,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1428,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1429,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1430,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1431,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1432,Bareland,Water,Water,Water,Water,Water,Water,Water
1433,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1434,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1435,Bareland,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1436,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1437,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1438,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
1439,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1440,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1441,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
1442,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1443,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1444,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1445,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1446,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1447,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1448,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1449,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1450,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1451,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1452,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1453,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1454,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1455,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1456,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1457,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1458,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1459,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1460,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1461,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1462,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1463,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1464,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1465,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1466,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1467,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1468,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1469,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1470,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1471,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1472,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1473,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1474,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1475,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1476,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1477,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1478,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1479,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1480,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1481,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1482,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1483,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1484,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1485,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1486,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1487,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1488,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1489,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1490,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1491,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1492,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1493,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1494,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1495,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1496,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1497,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1498,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1499,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1500,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1501,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1502,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1503,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1504,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1505,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1506,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1507,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1508,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1509,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1510,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1511,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1512,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1513,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1514,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1515,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
1516,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1517,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1518,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1519,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1520,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1521,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1522,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1523,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1524,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1525,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1526,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1527,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1528,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1529,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1530,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1531,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1532,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1533,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1534,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1535,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
