Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPB_M_R
1269,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Forest
1270,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1271,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
1272,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1273,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1274,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1276,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1277,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1278,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1279,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1280,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1281,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1282,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1283,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1284,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1285,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1286,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1287,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1288,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1289,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1290,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1291,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1292,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1293,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1294,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1295,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1296,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1297,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
1298,NULL,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1299,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1300,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1301,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1302,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
1303,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1304,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Built-up,Grassland
1305,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Water,Water
1306,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1307,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1308,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1309,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1310,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1311,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1312,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1313,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1314,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1315,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1316,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1317,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1318,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1319,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1320,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1321,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1322,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1323,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1324,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1325,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
1326,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1327,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1328,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
1329,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1330,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
1331,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1332,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1333,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1334,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1335,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1336,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1337,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
1338,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
1339,NULL,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
1340,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1341,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1342,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1343,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1344,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1345,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1346,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
1347,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1348,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
1349,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1350,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1351,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1352,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1353,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1354,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1355,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
1356,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1357,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1358,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1359,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1360,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1361,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1362,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1363,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
1364,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
1365,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1366,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1367,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1368,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1369,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1370,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1371,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1372,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
1373,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1374,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1375,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1376,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
1377,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Wetland,Forest
1378,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1379,NULL,Built-up,Wetland,Water,Wetland,Grassland,Wetland,Forest
1380,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
1381,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1382,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1383,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1384,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Grassland
1385,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Water
1386,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
1387,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1388,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
1389,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
1390,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1391,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
1392,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1393,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1394,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1395,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
1396,NULL,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
1397,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
1398,NULL,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
1399,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Forest
1400,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
1401,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
1402,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
1403,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1404,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1405,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1406,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1407,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1408,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1409,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1410,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1411,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1412,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1413,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1414,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1415,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1416,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1417,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1418,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1419,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1420,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1421,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1422,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1423,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1424,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1425,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1426,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1427,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1428,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1429,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1430,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1431,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1432,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1433,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
1434,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1435,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Built-up
1436,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1437,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1438,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1439,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1440,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1441,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1442,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
1443,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1444,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
1445,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1446,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
1447,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1448,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1449,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1450,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1451,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1452,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1453,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1454,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1455,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1456,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1457,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1458,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1459,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1460,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
1461,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1462,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1463,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1464,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
1465,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
1466,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1467,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1468,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1469,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1470,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1471,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Grassland
1472,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1473,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1474,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
1475,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Bareland,Grassland
1476,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Bareland,Forest
1477,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1478,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1479,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Forest
1480,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1481,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1482,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Water
1483,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Grassland
1484,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
1485,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1486,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1487,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1488,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1489,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1490,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1491,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1492,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1493,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1494,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1495,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1496,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1497,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1498,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1499,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1500,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1501,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1502,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1503,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1504,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
1505,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1506,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1507,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1508,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1509,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1510,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1511,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1512,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1513,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1514,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1515,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1516,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1517,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1518,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1519,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1520,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1521,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1522,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1523,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1524,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1525,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1526,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1527,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1528,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1529,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1530,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1531,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1532,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1533,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1534,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1535,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1536,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1537,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1538,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1539,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1540,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1541,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1542,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1543,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1544,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1545,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1546,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1547,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1548,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1549,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1550,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
1551,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
1552,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1553,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1554,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1555,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1556,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1557,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
1558,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1559,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1560,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1561,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1562,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
1563,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1564,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1565,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1566,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1567,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1568,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1569,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1570,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
1571,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Forest
1572,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1573,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1574,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
1575,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1576,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1577,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1578,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
1579,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1580,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1581,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
1582,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
1583,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
1584,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Grassland
1585,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Water
1586,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Forest
1587,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1588,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1589,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Wetland
1590,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Built-up
1591,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
