Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGE_M_R
1591,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1592,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1593,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1594,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1595,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1596,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1597,Bareland,NULL,Water,NULL,Water,NULL,NULL,Built-up
1598,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1599,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1600,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1601,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1602,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1603,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1604,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1605,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1606,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1607,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1608,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1609,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1610,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1612,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1613,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1614,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1616,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1617,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1619,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1622,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1623,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1625,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1626,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1627,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1628,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1630,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1631,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1632,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1633,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1634,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1635,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1636,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1638,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1639,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1640,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1641,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1642,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1643,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1644,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1647,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1648,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1649,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1650,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1651,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1652,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1653,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1654,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1655,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1657,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1658,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1659,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1660,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1661,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1662,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1663,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1664,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1665,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1666,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1667,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1668,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1669,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1670,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Bareland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1672,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1673,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1674,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1675,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1676,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1677,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1678,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1679,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1680,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1681,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1682,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1683,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1684,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1685,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1686,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1687,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1689,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1690,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1693,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1694,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1695,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1696,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1697,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1698,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1699,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1700,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1702,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1703,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1704,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1705,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1706,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1708,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1709,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1710,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1711,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1712,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1713,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1714,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1716,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1717,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1718,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1719,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1720,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1722,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1723,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1724,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Built-up
1725,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1726,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1727,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1728,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1729,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1730,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1732,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1733,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1734,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1735,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1736,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1737,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1739,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1740,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1741,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1742,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1743,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1744,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1745,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1746,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1747,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1748,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1749,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1750,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1751,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1752,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
1753,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
1754,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1755,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1756,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1757,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1760,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1761,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1762,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1763,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1764,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1765,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1766,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1767,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1770,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1771,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1772,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1773,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1774,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1775,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1776,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1779,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1780,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1784,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1786,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1787,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1788,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1789,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1790,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1791,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1792,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1793,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1794,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1795,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Built-up
1796,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1797,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1798,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1800,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1801,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1802,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1803,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1804,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1805,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1807,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1808,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1811,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1813,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1814,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1815,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1816,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1817,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1818,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1820,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1821,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1822,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1823,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1824,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1825,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1826,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1827,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1828,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1829,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1830,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1831,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1833,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1835,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1836,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1837,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1838,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1839,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1840,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1841,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1842,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1843,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1844,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1845,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1846,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1847,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1848,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1849,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1850,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1851,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1852,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1854,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1855,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1856,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1857,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1858,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1859,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1860,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1861,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1862,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1864,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1865,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1866,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1867,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1868,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1869,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1870,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1871,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1872,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1873,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1874,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1875,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1876,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1877,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1878,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1879,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1880,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1881,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1882,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1883,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1884,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1885,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1886,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1887,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1888,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1889,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1890,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1891,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1892,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1893,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1894,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1895,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1896,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1897,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1898,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1899,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1900,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1901,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1902,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1903,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1904,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1905,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1906,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1907,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1908,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1909,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1910,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1913,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1914,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1915,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1916,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1917,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1918,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1919,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1920,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1921,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1922,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1923,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1924,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1925,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1926,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
1927,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1928,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1929,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1930,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1931,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
