Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYF_M_R
356,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
357,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
358,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
359,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
360,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
361,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
362,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
365,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
367,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
368,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
370,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
371,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
372,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
373,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
374,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
375,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
376,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
377,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
378,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
380,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
381,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
383,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
384,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
385,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
387,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
389,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
390,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
391,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
392,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
393,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
395,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
396,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
397,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
398,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
399,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
400,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
401,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
402,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
403,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
404,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
405,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
406,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
408,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
410,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
411,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
412,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
413,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
414,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
415,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
418,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
419,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
420,Forest,Water,Water,NULL,Water,NULL,NULL,Water
421,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
422,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
423,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
424,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
425,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
426,Forest,Water,Water,Water,Water,NULL,NULL,Water
427,Forest,Water,Water,Water,Water,NULL,NULL,Forest
428,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
429,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
430,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
431,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
432,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
434,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
436,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
437,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
438,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
439,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
440,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
441,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
442,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
443,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
444,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
445,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
447,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
448,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
450,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
451,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
453,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
454,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
456,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
457,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
458,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
459,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
460,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
461,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
462,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
463,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
464,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
465,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
466,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
467,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
468,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
469,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
470,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
471,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
473,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
474,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
477,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
478,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
479,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
480,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
481,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
482,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
484,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
485,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
486,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
487,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
488,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
489,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
490,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
491,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
492,Forest,Forest,Water,Water,Water,NULL,NULL,Water
493,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
494,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
495,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
497,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
498,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
499,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
500,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
501,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
502,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
504,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
