Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLK_M_R
4771,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4772,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4773,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4774,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4776,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4777,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4778,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4779,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4780,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4781,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4782,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4783,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4784,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4785,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4786,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4787,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4788,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4789,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4790,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4791,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4792,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4793,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4794,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4795,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4796,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4797,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4798,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
4799,Bareland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
4800,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4801,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4802,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4803,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4804,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4805,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4806,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4807,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4808,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4809,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4810,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4811,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4812,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4813,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4814,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4815,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4816,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4817,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4818,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4819,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4820,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4821,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4822,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4823,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4824,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4825,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4826,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4827,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4828,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4829,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4830,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4831,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4832,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4833,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4834,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4835,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4836,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4837,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4838,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4839,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4840,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4841,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4842,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4843,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4845,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4846,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4847,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4848,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4849,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4850,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4851,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4852,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4853,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4854,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4855,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4856,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4857,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4858,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4859,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4860,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4861,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4862,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4863,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4864,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4865,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4866,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Grassland
4867,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
4868,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
4869,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4870,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4871,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4872,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4873,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4874,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4875,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4876,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4877,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4878,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4879,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4880,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4881,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4882,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4883,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4884,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4885,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4886,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4887,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4888,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4889,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4890,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4891,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4892,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4893,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4894,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4900,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4901,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4902,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4903,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4904,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4905,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4906,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4907,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4908,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4909,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
4910,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4911,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4912,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
4913,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
4914,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4915,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4916,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4917,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4918,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4919,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4920,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4921,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4922,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4923,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4924,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4925,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4926,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4927,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4928,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4929,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4930,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4931,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4932,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4933,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4934,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4935,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4936,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4937,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4938,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4939,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4940,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4941,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4942,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4943,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4944,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4945,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4946,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4947,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4948,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4949,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4950,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4951,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4952,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4953,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4954,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4955,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4956,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4957,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4958,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4959,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4960,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
4961,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4962,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4963,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4964,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4965,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4966,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
4967,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4968,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4969,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
4970,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
4971,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4972,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4973,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
4974,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4975,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4976,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4977,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4978,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4979,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4980,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
4981,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4982,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4983,Bareland,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
4984,Bareland,Water,Water,Non_Water,Water,Shrubland,Shrubland,Bareland
4985,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Bareland
4986,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4987,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4988,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4989,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4990,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4991,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4992,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4993,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4994,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4995,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4996,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4997,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4998,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4999,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5000,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5001,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5002,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5003,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5004,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5005,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5006,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5007,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5008,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5009,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5010,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5011,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5012,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5013,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5014,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5015,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5016,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5017,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5018,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5019,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5020,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5021,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5022,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5023,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
5024,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5025,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5026,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5027,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
5028,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5029,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5030,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5031,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5032,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
5033,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
5034,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
5035,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5036,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5037,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
5038,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
5039,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5040,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5041,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5042,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5043,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5044,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5045,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
5046,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5047,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5048,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
5049,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
5050,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5051,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
5052,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
5053,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5054,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5055,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5056,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5057,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5058,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
5059,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5060,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5061,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5062,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5063,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5064,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5065,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5066,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5067,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5068,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
5069,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
5070,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5071,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5072,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
5073,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5074,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
5075,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5076,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
5077,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5078,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5079,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
5080,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5081,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
5082,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5083,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
