Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTD_M_R
7833,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7834,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7835,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7836,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
7837,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7838,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7839,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7840,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7841,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7842,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7843,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7844,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7845,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7846,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7847,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7848,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
7849,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7850,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
7851,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7852,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Forest,Water
7853,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7854,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Water
7855,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7856,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7857,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Water
7858,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7859,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7860,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7861,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
7862,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7863,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
7864,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
7865,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
7866,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
7867,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7868,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
7869,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
7870,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Forest
7871,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7872,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
7873,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7874,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
7875,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
7876,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
7877,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
7878,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Bareland
7879,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7880,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7881,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
7882,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7883,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7884,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
7885,Water,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
7886,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
7887,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
7888,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
7889,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
7890,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
7891,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
7892,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
7893,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
7894,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
7895,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
7896,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
7897,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
7898,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
7899,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
7900,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
7901,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
7902,Water,Cropland,Water,NULL,Water,Water,Grassland,Wetland
7903,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
7904,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
7905,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
7906,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
7907,Water,Cropland,Water,NULL,Water,Water,Water,Water
7908,Water,Cropland,Water,NULL,Water,Water,Water,Forest
7909,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
7910,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
7911,Water,Cropland,Water,Non_Water,Water,Bareland,Grassland,Water
7912,Water,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
7913,Water,Cropland,Water,Water,Water,Grassland,Grassland,Water
7914,Water,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
7915,Water,Cropland,Water,Water,Water,Wetland,Grassland,Water
7916,Water,Cropland,Water,Water,Water,Wetland,Grassland,Forest
7917,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7918,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
7919,Water,Cropland,Water,Water,Water,Water,Grassland,Water
7920,Water,Cropland,Water,Water,Water,Water,Water,Wetland
7921,Water,Cropland,Water,Water,Water,Water,Water,Water
7922,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7923,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7924,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7925,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7926,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7927,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7928,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7929,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7930,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7931,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7932,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7933,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7934,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7935,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7936,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
7937,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7938,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7939,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7940,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7941,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7942,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
7943,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
7944,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
7945,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7946,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
7947,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7948,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7949,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7950,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
7951,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7952,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7953,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7954,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7955,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7956,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7957,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7958,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
7959,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
7960,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
7961,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7962,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7963,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
7964,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
7965,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7966,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7967,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
7968,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
7969,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7970,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7971,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7972,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7973,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7974,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7975,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
7976,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
7977,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
7978,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
7979,Water,Wetland,Water,NULL,Water,Wetland,Bareland,Forest
7980,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
7981,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Wetland
7982,Water,Wetland,Water,NULL,Water,Bareland,Bareland,Water
7983,Water,Wetland,Water,NULL,Water,Bareland,Water,Water
7984,Water,Wetland,Water,NULL,Water,Water,Grassland,Forest
7985,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
7986,Water,Wetland,Water,NULL,Water,Water,Water,Water
7987,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7988,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
7989,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
7990,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
7991,Water,Wetland,Water,Water,Water,Bareland,Bareland,Forest
7992,Water,Wetland,Water,Water,Water,Bareland,Water,Water
7993,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
7994,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7995,Water,Wetland,Water,Water,Water,Water,Water,Water
7996,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7997,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7998,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7999,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8000,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8001,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8002,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8003,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8004,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8005,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
8006,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8007,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8008,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8009,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8010,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8011,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8012,Water,Bareland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8013,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8014,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
8015,Water,Bareland,Wetland,NULL,Wetland,Water,Grassland,Forest
8016,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
8017,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8018,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
8019,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8020,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
8021,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
8022,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8023,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
8024,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8025,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
8026,Water,Bareland,Water,NULL,Water,Bareland,Bareland,NULL
8027,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
8028,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Water
8029,Water,Bareland,Water,Non_Water,Water,Bareland,Wetland,NULL
8030,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,NULL
8031,Water,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
8032,Water,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
8033,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
8034,Water,Bareland,Water,Water,Water,Water,Water,Water
8035,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8036,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
8037,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8038,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8039,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8040,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
8041,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8042,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
8043,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8044,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8045,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8046,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
8047,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
8048,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8049,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8050,Water,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
8051,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
8052,Water,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
8053,Water,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
8054,Water,Built-up,Water,NULL,Water,Water,Grassland,Grassland
8055,Water,Built-up,Water,Water,Water,Built-up,Built-up,Water
8056,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8057,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8058,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8059,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
8060,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8061,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8062,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8063,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8064,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8065,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
8066,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
8067,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8068,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8069,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8070,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8071,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8072,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
8073,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
8074,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8075,Water,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Water
8076,Water,Water,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
8077,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8078,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8079,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
8080,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
8081,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8082,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8083,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
8084,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8085,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8086,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8087,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8088,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8089,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8090,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
8091,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8092,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8093,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8094,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8095,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8096,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8097,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8098,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8099,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8100,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
8101,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8102,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
8103,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8104,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
8105,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8106,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
8107,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8108,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8109,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
8110,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8111,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Cropland
8112,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8113,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8114,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8115,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
8116,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Cropland
8117,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
8118,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
8119,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8120,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8121,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
8122,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8123,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8124,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8125,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8126,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8127,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8128,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
8129,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8130,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8131,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8132,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
8133,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8134,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8135,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8136,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8137,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8138,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8139,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
8140,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
8141,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
8142,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8143,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8144,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8145,Water,Water,NULL,Water,Non_Wetland,NULL,Grassland,Water
8146,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8147,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
8148,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
8149,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
8150,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
8151,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8152,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
8153,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
8154,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
8155,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8156,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
8157,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Water
8158,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
8159,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
8160,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
8161,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
8162,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8163,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Wetland
8164,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
8165,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8166,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8167,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
8168,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8169,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8170,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8171,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8172,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8173,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8174,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8175,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8176,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8177,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8178,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8179,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8180,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8181,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
8182,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8183,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8184,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
8185,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8186,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
8187,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8188,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
