Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYS_M_R
11443,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11444,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11445,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11446,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
11447,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11448,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11449,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11450,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11451,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11452,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11453,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11454,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
11455,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
11456,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
11457,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
11458,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
11459,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
11460,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
11461,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
11462,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
11463,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
11464,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Cropland
11465,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11466,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
11467,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
11468,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
11469,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
11470,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Cropland
11471,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
11472,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11473,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Cropland
11474,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
11475,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
11476,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
11477,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
11478,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11479,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11480,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
11481,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
11482,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
11483,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11484,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
11485,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11486,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11487,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11488,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11489,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11490,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11491,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11492,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11493,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11494,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11495,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
11496,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11497,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11498,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11499,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11500,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11501,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
11502,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
11503,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11504,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11505,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11506,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11507,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11508,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
11509,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11510,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
11511,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11512,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
11513,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11514,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
11515,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11516,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
11517,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11518,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11519,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
11520,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11521,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11522,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11523,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11524,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11525,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
11526,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11527,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
11528,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11529,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11530,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11531,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11532,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11533,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11534,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11535,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11536,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11537,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11538,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11539,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11540,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
11541,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11542,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11543,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
11544,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11545,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
11546,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11547,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11548,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
11549,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
11550,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11551,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
11552,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11553,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11554,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
11555,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11556,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11557,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11558,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11559,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11560,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11561,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11562,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
11563,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11564,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11565,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11566,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11567,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
11568,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11569,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11570,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
11571,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11572,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
11573,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11574,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11575,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11576,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11577,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11578,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11579,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11580,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
11581,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
11582,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
11583,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
11584,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
11585,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
11586,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
11587,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11588,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
11589,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11590,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11591,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11592,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11593,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
11594,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
11595,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11596,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11597,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11598,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
11599,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
11600,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11601,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
11602,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11603,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
11604,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11605,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
11606,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
11607,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11608,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11609,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
11610,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11611,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11612,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11613,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11614,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11615,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11616,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
11617,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11618,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
11619,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11620,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11621,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11622,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Cropland
11623,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
11624,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11625,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Water
11626,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11627,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
11628,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
11629,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
11630,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11631,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11632,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
11633,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11634,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
11635,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
11636,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
11637,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
11638,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11639,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
11640,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
11641,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
11642,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11643,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
11644,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
11645,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
11646,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
11647,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
11648,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
11649,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
11650,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11651,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11652,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11653,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11654,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11655,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11656,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
11657,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11658,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11659,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11660,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11661,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11662,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
11663,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11664,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11665,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11666,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11667,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11668,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11669,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11670,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11671,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11672,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11673,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11674,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
11675,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11676,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11677,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11678,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11679,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11680,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11681,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
11682,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
11683,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11684,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11685,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11686,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11687,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11688,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11689,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11690,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11691,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11692,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11693,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11694,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11695,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11696,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11697,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11698,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11699,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11700,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11701,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11702,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11703,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
11704,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
11705,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11706,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
11707,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11708,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11709,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11710,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11711,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11712,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11713,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11714,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11715,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11716,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11717,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11718,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11719,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11720,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11721,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
11722,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11723,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11724,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
11725,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11726,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11727,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
11728,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11729,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11730,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11731,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11732,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
11733,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11734,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11735,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11736,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11737,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
11738,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11739,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11740,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
11741,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11742,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
11743,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
11744,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11745,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
11746,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11747,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11748,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11749,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11750,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
11751,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11752,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
11753,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11754,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11755,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
11756,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11757,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11758,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11759,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11760,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11761,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11762,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11763,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11764,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
11765,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11766,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11767,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11768,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11769,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11770,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11771,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11772,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11773,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
11774,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
11775,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11776,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11777,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
11778,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11779,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
11780,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11781,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11782,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11783,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
11784,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11785,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11786,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
11787,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
11788,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11789,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11790,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11791,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
11792,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
11793,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
11794,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
