Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLQ_M_R
902,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
903,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
904,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
905,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
906,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
907,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
908,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
909,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
910,NULL,NULL,Water,NULL,Water,Cropland,NULL,Grassland
911,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
912,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
913,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
914,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Water
915,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
916,NULL,NULL,Water,NULL,Water,Water,Water,Forest
917,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
918,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
919,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
920,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
921,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
922,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
923,NULL,NULL,Water,Non_Water,Water,Cropland,Grassland,Grassland
924,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Bareland
925,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
926,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
927,NULL,NULL,Water,Non_Water,Water,Built-up,Built-up,Bareland
928,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
929,NULL,NULL,Water,Non_Water,Water,Forest,Forest,Grassland
930,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
931,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
932,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
933,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
934,NULL,NULL,Water,Water,Water,Grassland,Water,Cropland
935,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
936,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
937,NULL,NULL,Water,Water,Water,Water,NULL,Water
938,NULL,NULL,Water,Water,Water,Water,Bareland,Water
939,NULL,NULL,Water,Water,Water,Water,Water,Water
940,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
942,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
943,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
944,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
945,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
946,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
947,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
948,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
949,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
950,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
951,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
952,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
953,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
954,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
955,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
956,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
957,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
958,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
959,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Built-up
960,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
961,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
962,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
963,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
964,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
965,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
966,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
967,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
968,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
969,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
970,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
971,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
972,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
973,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
974,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
975,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
976,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
977,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
978,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
979,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
980,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
981,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
982,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
983,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
984,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
985,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
986,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
987,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
988,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
989,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
990,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Cropland
991,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
992,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Built-up
993,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
994,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
995,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
996,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
997,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
998,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
999,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1000,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1001,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1002,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1003,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1004,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1005,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1006,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1007,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1008,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1009,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1010,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1011,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1012,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1013,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1014,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1015,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1016,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1017,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1018,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1019,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
1020,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1021,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1022,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1023,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1024,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1025,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1026,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1027,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1028,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1029,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1030,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Cropland
1031,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1032,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1033,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1034,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1035,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
1036,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1037,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1038,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1039,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1040,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1041,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1042,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1043,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1044,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1045,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1046,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1047,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1048,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
1049,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1050,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1051,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1052,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
1053,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
1054,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1055,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1056,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1057,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1058,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1060,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1061,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1062,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1063,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1064,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1065,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1066,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1067,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1068,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1069,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1070,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1071,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1072,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1073,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
1074,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
1075,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Built-up,Forest
1076,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1077,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1078,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1079,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1080,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1081,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
1082,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1083,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1084,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1085,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1086,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1087,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1088,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1089,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1090,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1091,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1092,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1093,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1094,NULL,NULL,Forest,Water,Non_Wetland,NULL,Built-up,Water
1095,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1096,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1097,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
1098,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
1099,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1100,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1101,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1102,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1103,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1104,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1105,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1106,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1107,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1108,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1109,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1110,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1111,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1112,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1113,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1114,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1115,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1116,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
1117,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Water
1118,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1119,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1120,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1121,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1123,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1124,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1125,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1126,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1128,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1129,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1130,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1131,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1132,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1133,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1134,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1135,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1136,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1137,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1138,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1139,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1140,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1141,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1142,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
1143,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1144,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1145,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1146,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1147,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1148,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1149,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1150,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1151,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1152,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1153,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1154,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1155,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1156,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1157,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1158,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1159,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1160,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1161,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1162,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1163,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1164,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1165,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1166,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1167,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1168,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1169,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
1170,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1171,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
1172,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1173,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1174,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1175,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1176,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1177,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
1178,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1179,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1180,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1181,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1182,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1183,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1184,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
1185,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1186,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1187,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1188,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1189,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
1190,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1191,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1193,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1195,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1196,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1197,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1198,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1199,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1200,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1201,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1202,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1203,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1204,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
1205,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1206,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1207,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1208,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1209,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1210,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1211,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1212,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
1213,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1214,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1215,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1216,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1217,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1218,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1219,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1221,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1222,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1223,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1224,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1225,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1226,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1227,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1228,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1229,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1230,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1231,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1232,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1233,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1234,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1235,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1236,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1237,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
