Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
10842,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
10843,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
10844,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
10845,Water,NULL,Water,Water,Water,Bareland,Water,Water
10846,Water,NULL,Water,Water,Water,Bareland,Water,Forest
10847,Water,NULL,Water,Water,Water,Bareland,Forest,Water
10848,Water,NULL,Water,Water,Water,Water,NULL,Wetland
10849,Water,NULL,Water,Water,Water,Water,NULL,Water
10850,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
10851,Water,NULL,Water,Water,Water,Water,Grassland,Water
10852,Water,NULL,Water,Water,Water,Water,Wetland,Water
10853,Water,NULL,Water,Water,Water,Water,Water,Water
10854,Water,NULL,Water,Water,Water,Water,Water,Forest
10855,Water,NULL,Water,Water,Water,Forest,NULL,Forest
10856,Water,NULL,Water,Water,Water,Forest,Water,Forest
10857,Water,NULL,Water,Water,Water,Forest,Forest,Water
10858,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10859,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
10860,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10861,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10862,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10863,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10864,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10865,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10866,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10867,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
10868,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10869,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
10870,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10871,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10872,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10873,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10874,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10875,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10876,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10877,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10878,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
10879,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10880,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10881,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10882,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10883,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10884,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10885,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
10886,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10887,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10888,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10889,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10890,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10891,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
10892,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10893,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10894,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10895,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10896,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
10897,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
10898,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10899,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
10900,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
10901,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10902,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
10903,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
10904,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10905,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
10906,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10907,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10908,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10909,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
10910,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10911,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10912,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10913,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
10914,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10915,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10916,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10917,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10918,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10919,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
10920,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
10921,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10922,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10923,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
10924,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
10925,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10926,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Bareland
10927,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
10928,Water,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
10929,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
10930,Water,NULL,Forest,Water,Non_Wetland,Forest,NULL,Water
10931,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10932,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10933,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
10934,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10935,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
10936,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10937,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10938,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10939,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10940,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
10941,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
10942,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
10943,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10944,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10945,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
10946,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
10947,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
10948,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10949,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
10950,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10951,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
10952,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10953,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
10954,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10955,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10956,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10957,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10958,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10959,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10960,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
10961,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10962,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
10963,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10964,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
10965,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10966,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
10967,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10968,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10969,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10970,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
10971,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10972,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
10973,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10974,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10975,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
10976,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
10977,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
10978,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10979,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
10980,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10981,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10982,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Cropland
10983,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
10984,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
10985,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
10986,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
10987,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Grassland
10988,Water,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Water
10989,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10990,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10991,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Water
10992,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10993,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Water
10994,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Forest
10995,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10996,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10997,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
10998,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10999,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
11000,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
11001,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
11002,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11003,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11004,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11005,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11006,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
11007,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11008,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11009,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11010,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
11011,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11012,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11013,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
11014,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11015,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
11016,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11017,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
11018,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
11019,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
11020,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11021,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
11022,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
11023,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
11024,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Water
11025,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
11026,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
11027,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
11028,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
11029,Water,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Water
11030,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
11031,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
11032,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,NULL
11033,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
11034,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
11035,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Forest
11036,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
11037,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Forest
11038,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Water
11039,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
11040,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Forest
11041,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
11042,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
11043,Water,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Forest
11044,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11045,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11046,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11047,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11048,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11049,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11050,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11051,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11052,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
11053,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11054,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11055,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
11056,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11057,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
11058,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
11059,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11060,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11061,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11062,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11063,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
11064,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
11065,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11066,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11067,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11068,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
11069,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11070,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11071,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
11072,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11073,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11074,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
11075,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11076,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11077,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
11078,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11079,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11080,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
11081,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11082,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
11083,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
11084,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11085,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11086,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11087,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11088,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11089,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11090,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11091,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
11092,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Cropland
11093,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11094,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11095,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11096,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11097,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
11098,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11099,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11100,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11101,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11102,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11103,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11104,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11105,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11106,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11107,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
11108,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11109,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11110,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11111,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11112,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11113,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11114,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
11115,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
11116,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11117,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11118,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11119,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11120,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11121,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11122,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
11123,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11124,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11125,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
11126,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11127,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
11128,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11129,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
11130,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11131,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11132,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
11133,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11134,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11135,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11136,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11137,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11138,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11139,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11140,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11141,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11142,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11143,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11144,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11145,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11146,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11147,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11148,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11149,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11150,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
11151,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11152,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
11153,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11154,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11155,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11156,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11157,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11158,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11159,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11160,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
11161,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
11162,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
11163,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11164,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
11165,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11166,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11167,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11168,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
11169,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
11170,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
11171,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11172,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
11173,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Water
11174,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Forest,Water
11175,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
11176,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
11177,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
11178,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
11179,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
11180,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
11181,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
