Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRF_M_R
684,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
685,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
687,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
688,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
689,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
690,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
691,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
692,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
693,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
694,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
695,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
696,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
697,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
699,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
700,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
701,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
702,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
703,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
704,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
705,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
706,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
707,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
708,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
709,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
710,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
711,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
712,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
713,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
714,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
715,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
716,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
717,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
718,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
719,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
720,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
721,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
722,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
723,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
724,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
725,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
726,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
727,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
728,Water,Water,Water,NULL,Water,NULL,NULL,Water
729,Water,Water,Water,NULL,Water,NULL,NULL,Forest
730,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
731,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
732,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
733,Water,Water,Water,Water,Water,NULL,NULL,Grassland
734,Water,Water,Water,Water,Water,NULL,NULL,Cropland
735,Water,Water,Water,Water,Water,NULL,NULL,Wetland
736,Water,Water,Water,Water,Water,NULL,NULL,Water
737,Water,Water,Water,Water,Water,NULL,NULL,Forest
738,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
739,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
740,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
741,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
742,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
743,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
744,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
745,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
746,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
747,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
748,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
749,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
750,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
751,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
753,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
755,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
756,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
757,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
758,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
759,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
760,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
761,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
762,Water,Forest,Water,Water,Water,NULL,NULL,Forest
763,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
764,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
765,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
766,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
767,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
769,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
770,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
773,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
775,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
776,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
777,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
778,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
779,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
780,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
781,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
782,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
783,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
784,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
786,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
787,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
788,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
789,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
790,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
791,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
792,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
794,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
795,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
796,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
797,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
798,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
799,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
800,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
801,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
802,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
806,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
807,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
808,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
809,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
811,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
812,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
813,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
814,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
815,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
816,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
818,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
819,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
821,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
822,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
823,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
824,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
825,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
826,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
827,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
828,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
829,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
830,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
831,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
832,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
833,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
834,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
836,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
837,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
838,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
839,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
840,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
841,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
842,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
843,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
844,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
845,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
846,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
847,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
848,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
849,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
850,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
851,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
852,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
853,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
855,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
856,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
857,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
858,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
859,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
860,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
861,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
862,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
863,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
864,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
865,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
866,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
867,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
868,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
869,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
870,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
872,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
873,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
874,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
876,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
877,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
878,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
879,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
880,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
881,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
882,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
883,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
884,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
885,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
886,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
887,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
888,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
889,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
890,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
891,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
892,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
893,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
894,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
895,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
896,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
897,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
898,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
899,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
900,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
901,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
902,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
903,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
904,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
905,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
906,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
907,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
908,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
909,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
911,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
912,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
913,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
914,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
915,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
916,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
917,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
918,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
919,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
920,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
923,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
924,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
925,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
927,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
928,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
929,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
930,Forest,Water,Water,Water,Water,NULL,NULL,Forest
931,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
932,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
933,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
935,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
936,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
937,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
938,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
939,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
940,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
941,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
942,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
943,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
944,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
946,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
947,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
949,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
950,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
951,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
952,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
953,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
956,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
957,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
960,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
962,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
963,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
964,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
965,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
966,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
967,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
969,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
970,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
971,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
972,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
973,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
974,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
976,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
977,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
978,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
979,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
980,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
981,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
982,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
983,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
984,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
985,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
986,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
987,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
988,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
989,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
990,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
991,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
992,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
993,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
994,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
995,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
997,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
998,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
