Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZR_M_R
14527,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
14528,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
14529,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
14530,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
14531,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
14532,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
14533,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
14534,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
14535,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
14536,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
14537,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
14538,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
14539,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
14540,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
14541,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
14542,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
14543,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
14544,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Forest
14545,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
14546,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
14547,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
14548,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
14549,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
14550,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
14551,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
14552,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Bareland
14553,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
14554,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
14555,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
14556,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
14557,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
14558,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
14559,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
14560,Water,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
14561,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
14562,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
14563,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
14564,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
14565,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
14566,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
14567,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
14568,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
14569,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
14570,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
14571,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
14572,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
14573,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
14574,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
14575,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
14576,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
14577,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
14578,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
14579,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
14580,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Bareland
14581,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Built-up
14582,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Water
14583,Water,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
14584,Water,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
14585,Water,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
14586,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
14587,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
14588,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
14589,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
14590,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
14591,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
14592,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Forest
14593,Water,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
14594,Water,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
14595,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
14596,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
14597,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
14598,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
14599,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
14600,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
14601,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
14602,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
14603,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
14604,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
14605,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
14606,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
14607,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
14608,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
14609,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
14610,Water,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
14611,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
14612,Water,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Cropland
14613,Water,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
14614,Water,NULL,Wetland,NULL,Wetland,Built-up,NULL,Built-up
14615,Water,NULL,Wetland,NULL,Wetland,Built-up,NULL,Forest
14616,Water,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
14617,Water,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
14618,Water,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Cropland
14619,Water,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
14620,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
14621,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
14622,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
14623,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
14624,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
14625,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
14626,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
14627,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
14628,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
14629,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
14630,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
14631,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
14632,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
14633,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
14634,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
14635,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
14636,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
14637,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
14638,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
14639,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
14640,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
14641,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
14642,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
14643,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
14644,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Cropland
14645,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
14646,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
14647,Water,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
14648,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
14649,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
14650,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
14651,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
14652,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
14653,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Water
14654,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
14655,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
14656,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
14657,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14658,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14659,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14660,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
14661,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
14662,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14663,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
14664,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
14665,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
14666,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
14667,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
14668,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
14669,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
14670,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
14671,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
14672,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
14673,Water,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
14674,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14675,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
14676,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14677,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
14678,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
14679,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
14680,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
14681,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14682,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
14683,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
14684,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
14685,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
14686,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
14687,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
14688,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
14689,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
14690,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
14691,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
14692,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
14693,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
14694,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
14695,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
14696,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
14697,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
14698,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
14699,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Forest
14700,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
14701,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
14702,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
14703,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
14704,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
14705,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
14706,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14707,Water,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Grassland
14708,Water,NULL,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
14709,Water,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
14710,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14711,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14712,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14713,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
14714,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
14715,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
14716,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14717,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
14718,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
14719,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
14720,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
14721,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
14722,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
14723,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
14724,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
14725,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
14726,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14727,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
14728,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
14729,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
14730,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
14731,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
14732,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
14733,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
14734,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
14735,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
14736,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
14737,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
14738,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
14739,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
14740,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
14741,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
14742,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
14743,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
14744,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
14745,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
14746,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
14747,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
14748,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
14749,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
14750,Water,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
14751,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
14752,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
14753,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
14754,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
14755,Water,NULL,Wetland,Water,Wetland,NULL,Water,Built-up
14756,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
14757,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14758,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
14759,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
14760,Water,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
14761,Water,NULL,Wetland,Water,Wetland,Cropland,NULL,Cropland
14762,Water,NULL,Wetland,Water,Wetland,Cropland,NULL,Wetland
14763,Water,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
14764,Water,NULL,Wetland,Water,Wetland,Cropland,NULL,Forest
14765,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
14766,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
14767,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
14768,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
14769,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
14770,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
14771,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
14772,Water,NULL,Wetland,Water,Wetland,Built-up,NULL,Grassland
14773,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
14774,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
14775,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
14776,Water,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
14777,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
14778,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
14779,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
14780,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
14781,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
14782,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
14783,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
14784,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
14785,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
14786,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
14787,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
14788,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
14789,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
14790,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Cropland
14791,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
14792,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
14793,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
14794,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
14795,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
14796,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
14797,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
14798,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
14799,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
14800,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
14801,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
14802,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
14803,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14804,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
14805,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
14806,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
14807,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
14808,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
14809,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
14810,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
14811,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
14812,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
14813,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
14814,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
14815,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
14816,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14817,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
14818,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
14819,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
14820,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14821,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14822,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14823,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
14824,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
14825,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
14826,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
14827,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
14828,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
14829,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
14830,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14831,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Forest
14832,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
14833,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
14834,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
14835,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
14836,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
14837,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
14838,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
14839,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
14840,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
14841,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
14842,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
14843,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
14844,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Built-up
14845,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
14846,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
14847,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
14848,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
14849,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
14850,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
14851,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
14852,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
14853,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
14854,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14855,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
14856,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
14857,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14858,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14859,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14860,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
14861,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
14862,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14863,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14864,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14865,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Forest
14866,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
14867,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
14868,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
14869,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
14870,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
14871,Water,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
14872,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
14873,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Cropland
14874,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
14875,Water,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
14876,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
14877,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Cropland
14878,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
14879,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
14880,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
14881,Water,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
14882,Water,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Cropland
14883,Water,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Forest
14884,Water,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
