Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFT_M_R
328,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
329,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
330,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
331,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
332,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
333,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
334,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
335,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
337,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
338,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
339,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
340,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
341,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
342,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
343,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
344,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
345,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
346,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
347,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
348,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
349,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
351,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
352,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
353,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
354,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
355,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
356,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
357,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
358,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
359,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
360,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
361,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
362,Bareland,Bareland,Water,Water,Water,NULL,NULL,Built-up
363,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
364,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
365,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
366,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
367,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
368,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
369,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
370,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
371,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
373,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
374,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
375,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
376,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
377,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
379,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
381,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
382,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
383,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
384,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
387,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
388,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
389,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
390,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
391,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
394,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
396,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
397,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
398,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
399,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
400,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
401,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
402,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
403,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
404,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
405,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
408,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
409,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
410,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
411,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
412,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
413,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
414,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
415,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
416,Bareland,Water,Water,Water,Water,NULL,NULL,Water
417,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
418,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
419,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
420,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
421,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
422,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
424,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
425,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
426,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
427,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
430,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
431,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
432,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
434,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
436,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
437,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
438,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
439,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
440,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
441,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
442,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
443,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
444,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
445,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
446,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
447,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
448,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
449,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
452,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
454,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
455,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
456,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
457,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
458,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
460,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
461,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
462,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
463,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
464,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
465,Water,NULL,Water,Water,Water,NULL,NULL,Water
466,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
467,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
468,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
469,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
470,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
471,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
472,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
473,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
474,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
475,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
476,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
477,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
478,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
480,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
481,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
483,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
484,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
486,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
487,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
488,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
489,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
490,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
491,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
492,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
493,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
494,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
495,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
496,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
497,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
498,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
499,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
500,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
501,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
502,Water,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
503,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
504,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
506,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
508,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
510,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
511,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
512,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
513,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
514,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
515,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
516,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
517,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
518,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
519,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
520,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
521,Water,Bareland,Water,Water,Water,NULL,NULL,Cropland
522,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
523,Water,Bareland,Water,Water,Water,NULL,NULL,Water
524,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
525,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
527,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
528,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
529,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
530,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
531,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
532,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
533,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
534,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
536,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
537,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
538,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
539,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
541,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
542,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
545,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
546,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
547,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
548,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
549,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
551,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
552,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
553,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
554,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
555,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
556,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
557,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
558,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
559,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
560,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
562,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
563,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
566,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
567,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
568,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
569,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
571,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
572,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
573,Water,Water,Water,NULL,Water,NULL,NULL,Water
574,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
575,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
576,Water,Water,Water,Water,Water,NULL,NULL,Grassland
577,Water,Water,Water,Water,Water,NULL,NULL,Wetland
578,Water,Water,Water,Water,Water,NULL,NULL,Bareland
579,Water,Water,Water,Water,Water,NULL,NULL,Water
580,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
581,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
582,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
583,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
584,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
585,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
587,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
588,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
590,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
591,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
592,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
593,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
594,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
595,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
597,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
598,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
599,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
600,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
601,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
602,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
603,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
604,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
605,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
606,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
607,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
608,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
609,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
610,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
611,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
612,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
613,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
616,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
617,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
618,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
619,Permanent_ice_and_snow,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
620,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
621,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
622,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
623,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
624,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
625,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
626,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
627,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
628,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
629,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
630,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Built-up
631,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
632,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
633,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
634,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
636,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
637,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
639,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
640,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
641,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
642,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
643,Permanent_ice_and_snow,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
644,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
645,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
646,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
647,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
648,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Water
649,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
650,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
651,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
652,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
653,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
654,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
656,Permanent_ice_and_snow,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
657,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
658,Permanent_ice_and_snow,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
659,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
660,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
661,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
662,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
