Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLR_M_R
1323,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1324,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1325,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1326,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1327,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1328,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1329,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1330,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1331,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1332,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1333,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1334,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1335,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1336,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1337,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1338,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1339,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1340,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1341,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1342,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1343,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1344,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1345,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1346,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1347,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1348,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1349,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1350,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1351,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1352,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1353,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1354,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1355,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1356,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1357,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1358,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1359,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1360,NULL,Cropland,Built-up,Water,Non_Wetland,Water,Water,Water
1361,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1362,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1363,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
1364,NULL,Cropland,Water,NULL,Water,Bareland,Wetland,Water
1365,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
1366,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1367,NULL,Cropland,Water,Water,Water,Cropland,Grassland,Grassland
1368,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
1369,NULL,Cropland,Water,Water,Water,Bareland,Grassland,Water
1370,NULL,Cropland,Water,Water,Water,Bareland,Water,Bareland
1371,NULL,Cropland,Water,Water,Water,Water,Grassland,Water
1372,NULL,Cropland,Water,Water,Water,Water,Wetland,Water
1373,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
1374,NULL,Cropland,Water,Water,Water,Water,Water,Water
1375,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1376,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1377,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1378,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1379,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1380,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1381,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1382,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1383,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1384,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1385,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1386,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1387,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1388,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1389,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1390,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1391,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1392,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1393,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1394,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1395,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1396,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1397,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1398,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1399,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1400,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1401,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1402,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1403,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1404,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1405,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1406,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
1407,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1408,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1409,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1410,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1411,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1412,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1413,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1414,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1415,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1416,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1417,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1418,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1419,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1420,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1421,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1422,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1423,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1424,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1425,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1426,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1427,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1428,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1429,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1430,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1431,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1432,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1433,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1434,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1435,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1436,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Forest,NULL
1437,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1438,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1439,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1440,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1441,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1442,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1443,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1444,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1445,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1446,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1447,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1448,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1449,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1450,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1451,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1452,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1453,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1454,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1455,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
1456,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1457,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
1458,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1459,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Forest
1460,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1461,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
1462,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1463,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1464,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1465,NULL,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1466,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1467,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1469,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1470,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1471,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1472,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1473,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1474,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1475,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1476,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1477,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1478,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1479,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1480,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1481,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
1482,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1483,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1484,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1485,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1486,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1487,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1488,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1489,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1490,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1491,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1492,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1493,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1494,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1495,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1496,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1497,NULL,Wetland,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
1498,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1499,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1500,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1501,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1502,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1503,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1504,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1505,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1506,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1507,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1508,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1509,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1510,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1511,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1512,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1513,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1514,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1515,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1516,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1517,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1518,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1519,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1520,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1521,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1522,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1523,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1524,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1526,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1527,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1528,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1529,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1530,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1531,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1532,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1533,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1534,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1535,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1536,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1537,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1538,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1539,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1540,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1541,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
1542,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1543,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1544,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1545,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1546,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1547,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1548,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1549,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1550,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1551,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1552,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1553,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1554,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
1555,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1556,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1557,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
1558,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
1559,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1560,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1561,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1562,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
1563,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1564,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1565,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Forest,Water
1566,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1568,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1569,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1570,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1571,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1572,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1573,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1574,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1575,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1576,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1577,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1578,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1579,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1580,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1581,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1582,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1583,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1584,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1585,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1586,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
1587,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1588,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1589,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1590,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1591,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1592,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1593,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1594,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1595,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1596,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Water
1597,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
1598,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1599,NULL,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1600,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1601,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1602,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1603,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1604,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1605,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1606,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1607,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1608,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
1609,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
1610,NULL,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1611,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1612,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1613,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1614,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
1615,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1616,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
1617,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1618,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1619,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1620,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1621,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1622,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1623,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
1624,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1625,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1626,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1627,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1628,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1629,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1630,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1631,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1632,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1633,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1634,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1635,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
1636,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1637,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1638,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
1639,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1640,NULL,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
1641,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1642,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1643,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1644,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1645,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1646,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1647,NULL,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
