Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXT_M_R
16175,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
16176,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
16177,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
16178,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
16179,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
16180,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
16181,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
16182,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
16183,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
16184,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
16185,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
16186,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
16187,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
16188,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
16189,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
16190,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
16191,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16192,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
16193,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
16194,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16195,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16196,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16197,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
16198,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16199,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16200,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16201,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16202,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Water
16203,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
16204,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16205,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16206,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
16207,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
16208,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16209,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
16210,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16211,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16212,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16213,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16214,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
16215,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16216,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
16217,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
16218,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
16219,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
16220,Bareland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
16221,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
16222,Bareland,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
16223,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Shrubland,Wetland
16224,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Shrubland,Water
16225,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16226,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16227,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16228,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16229,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16230,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16231,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16232,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16233,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16234,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16235,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
16236,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
16237,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16238,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16239,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16240,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16241,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
16242,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16243,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
16244,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
16245,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16246,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16247,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16248,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
16249,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16250,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16251,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
16252,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
16253,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
16254,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
16255,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16256,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
16257,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
16258,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
16259,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16260,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16261,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16262,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16263,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
16264,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
16265,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
16266,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16267,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16268,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16269,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16270,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16271,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16272,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16273,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16274,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16275,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16276,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16277,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
16278,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
16279,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16280,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16281,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16282,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
16283,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
16284,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16285,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16286,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16287,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
16288,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
16289,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
16290,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16291,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
16292,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
16293,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
16294,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16295,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16296,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16297,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
16298,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16299,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16300,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
16301,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16302,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16303,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16304,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16305,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16306,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16307,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
16308,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16309,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16310,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16311,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16312,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16313,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16314,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
16315,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16316,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16317,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
16318,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16319,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16320,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16321,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16322,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16323,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
16324,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
16325,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
16326,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16327,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
16328,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
16329,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Built-up
16330,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
16331,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16332,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16333,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16334,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16335,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16336,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16337,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16338,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16339,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16340,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16341,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16342,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16343,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16344,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16345,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16346,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16347,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16348,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16349,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
16350,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16351,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16352,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16353,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16354,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16355,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
16356,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16357,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16358,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16359,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16360,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
16361,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16362,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
16363,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16364,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
16365,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16366,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16367,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
16368,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16369,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
16370,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
16371,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16372,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16373,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16374,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
16375,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16376,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
16377,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
16378,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16379,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
16380,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16381,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16382,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
16383,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16384,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16385,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
16386,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
16387,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
16388,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
16389,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
16390,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
16391,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
16392,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
16393,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
16394,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
16395,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
16396,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
16397,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
16398,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
16399,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
16400,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
16401,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
16402,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
16403,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
16404,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
16405,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
16406,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16407,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
16408,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
16409,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
16410,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
16411,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
16412,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16413,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
16414,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
16415,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16416,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
16417,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16418,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16419,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16420,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
16421,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
16422,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16423,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16424,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
16425,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16426,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
16427,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
16428,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
16429,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
16430,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16431,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
16432,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16433,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
16434,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16435,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16436,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16437,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16438,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
16439,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16440,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16441,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
16442,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
16443,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16444,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16445,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
16446,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
16447,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
16448,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
16449,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
16450,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16451,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
16452,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
16453,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16454,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16455,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
16456,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
16457,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
16458,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16459,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16460,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
16461,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16462,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16463,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
16464,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
16465,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
16466,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
16467,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
16468,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
16469,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
16470,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
16471,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
16472,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16473,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
16474,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
16475,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
16476,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
16477,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
16478,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
16479,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
16480,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16481,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16482,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
16483,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16484,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16485,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
16486,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
16487,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
16488,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
16489,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
